metric,value
rows,80926.0
years,22.0
min_year,2000.0
max_year,2021.0
unique_pixels,4331.0
balanced_pixels,2419.0
lon_min,8.045516319819253
lon_max,9.541490386571809
lat_min,45.02499838977754
lat_max,45.59166503617859
utm_e_min,425121.880130546
utm_e_max,542566.222332773
utm_n_min,4985751.412654277
utm_n_max,5048786.536233229
median_positive_x_spacing_m,926.625400000019
iss_wells_checked,37.0
nearest_pixel_distance_median_km,0.540221717085266
nearest_pixel_distance_max_km,16.697501906708755
