year,date,n_wells,mean_depth_cm,median_depth_cm,min_depth_cm,max_depth_cm,sd_across_wells_cm,spatial_range_cm
2019,2019-08-28,7,19.448795383376147,20.8657206858902,-4.59462167936806,33.2158811832116,13.767201813633095,37.81050286257966
2019,2019-08-29,7,18.81302569803642,19.5051316570968,-4.33757092750398,32.4878686818863,13.406205206969947,36.82543960939028
2019,2019-08-30,7,21.236743617930223,23.4853141765313,-0.43683210124783,34.4087367024457,12.906851233964158,34.84556880369353
2019,2019-08-31,7,24.32430044105507,28.3328454798522,6.23983038374547,36.8311456929746,12.18099537340699,30.59131530922913
2019,2019-09-01,7,27.450346782008832,31.3709058025026,7.75413383162515,39.8396340816987,12.302427883898275,32.08550025007355
2019,2019-09-02,7,30.73138614408727,35.9128867761882,9.20284954755459,43.4700797829748,13.082226804605815,34.26723023542021
2019,2019-09-03,7,33.62739923365477,39.9191469514832,10.8296653296392,47.0593690750306,14.007099099052878,36.229703745391404
2019,2019-09-04,7,38.25033624545467,42.633792969005,11.7381430931715,54.7320242433258,15.380330755409949,42.9938811501543
2019,2019-09-05,7,43.65653620298409,46.2082363690797,13.3843469756528,64.0651578906187,17.108825003226542,50.6808109149659
2019,2019-09-06,7,47.65582484558937,50.3236048930432,14.0256236903184,67.6255893912909,18.36303514218162,53.599965700972504
2019,2019-09-07,7,49.493932757571955,52.480295134562,13.734593078479,71.4034515629777,19.54978497607151,57.66885848449869
2019,2019-09-08,7,47.90569968216056,51.3188660545751,12.2760260407787,67.3571079504455,19.114152697580327,55.08108190966679
2019,2019-09-09,7,49.979875210355644,53.5161433273515,14.1928683025569,70.8003169841533,19.119512928901393,56.607448681596395
2019,2019-09-10,7,55.52017695883954,59.6956895845409,16.7583848811233,76.9401274287191,20.495799416411252,60.181742547595796
2019,2019-09-11,7,60.15132868063741,64.6914254001601,19.2544613701557,82.0370691255619,21.541920297352622,62.782607755406204
2019,2019-09-12,7,65.14912668715696,69.7110498194874,21.2701101638956,85.852203779119,22.265793954847684,64.5820936152234
2019,2019-09-13,7,69.36410956534495,75.1740220555178,21.8355848087569,88.7819375950556,23.358874185762094,66.94635278629869
2019,2019-09-14,7,73.28985644251316,80.6224097733249,23.3552464585998,92.8132567790641,24.21583979889763,69.4580103204643
2019,2019-09-15,7,76.47828561639514,84.6530373377021,22.9357860013806,96.6238929921076,25.606479247179337,73.688106990727
2019,2019-09-16,7,79.60122343343811,87.8290256110446,25.0040335577097,100.472832337763,26.066697760163702,75.46879878005329
2019,2019-09-17,7,83.50404700435755,91.6502199280785,33.1412352553741,100.677129284875,23.951834901407636,67.5358940295009
2019,2019-09-18,7,89.65652144977221,99.1496196265402,44.1269691309827,105.360933268769,21.907419979686804,61.2339641377863
2019,2019-09-19,7,95.42846438434722,104.49679388706,54.2165723886953,109.576171133499,20.01185808701105,55.359598744803705
2019,2019-09-20,7,99.9116134385141,107.582824870067,61.772307274947,113.392911587047,18.7941455670878,51.62060431209999
2019,2019-09-21,7,103.17273976963085,110.0672495879,67.2965165452226,116.277635809485,17.855461543058386,48.981119264262404
2019,2019-09-22,7,105.31224032353914,111.711598537821,70.5743937609469,118.724146524823,17.585348025772728,48.149752763876094
2019,2019-09-23,7,108.2517197368859,113.995464879012,76.8954731701598,120.98660691575,16.23646702569616,44.0911337455902
2019,2019-09-24,7,111.83752503448059,116.770951912837,83.9888911827913,123.450482091462,14.936887300472524,39.4615909086707
2019,2019-09-25,7,114.61108636003262,118.915195268184,88.1202824877903,126.694673528203,14.46773582670716,38.57439104041269
2019,2019-09-26,7,118.11062833380207,122.487779702931,92.5449458342015,130.925749517131,14.293974545587309,38.38080368292951
2019,2019-09-27,7,120.4944406270753,124.654519477927,95.8229260106222,133.165991870425,13.937112178866466,37.34306585980279
2019,2019-09-28,7,122.84720780372014,126.628538049096,98.692363101668,135.781496868189,13.859074503673288,37.089133766521016
2019,2019-09-29,7,124.99223173692384,128.748984641439,101.067998575343,138.274195566882,13.742712197491302,37.20619699153902
2019,2019-09-30,7,127.08873770035257,130.705951293317,103.754175535698,140.206631462188,13.523771811428531,36.45245592649
