year,irrigation,n_plots,mean_yield_t_ha,sd_between_plots_t_ha,min_plot_mean_t_ha,max_plot_mean_t_ha
2019,AWD,2,9.91793576130637,0.07191043964732202,9.867087401793643,9.968784120819098
2019,DFL,2,9.887918664318128,0.15526995277570727,9.77812622779591,9.997711100840345
2019,WFL,2,9.911876525232724,0.16037423032741688,9.798474819440635,10.025278231024815
2020,AWD,2,10.033212128107712,0.17069952695370297,9.912509335053413,10.153914921162011
2020,DFL,2,8.762286336816633,0.14331045624363012,8.660950541391824,8.86362213224144
2020,WFL,2,9.649492198044593,0.43398680598197004,9.342617184589251,9.956367211499934
