year,date,groundwater_mean_depth_cm,groundwater_median_depth_cm,groundwater_n_wells,groundwater_sd_across_wells_cm,rainfall_mm,mean_ponding_level_mm,total_irrigation_inflow_mm,total_irrigation_outflow_mm,total_net_irrigation_mm,total_percolation_balance_mm
2019,2019-08-03,14.662116499712452,15.0365944089003,7,15.535385041880247,0.0,81.0536584928855,76.0183721306597,52.892570340550705,23.125801790108998,31.0030457510639
2019,2019-08-04,17.083423769393246,16.847560400133,7,13.961736298238508,0.0,74.73976709185384,68.3117304580572,39.2698460936518,29.0418843644054,7.088125998170361
2019,2019-08-05,18.779254836243403,17.5855108708078,7,13.810101054443502,0.0,74.21557902738684,118.8279215373619,57.7428917760963,61.0850297612656,33.15047881339319
2019,2019-08-06,18.38025255549465,16.9192001699003,7,14.048432562649129,0.0,79.0395868978208,162.6590401120363,109.941039151777,52.7180009602593,34.22398422515265
2019,2019-08-07,16.74912108043694,14.7899042509749,7,13.845740577145788,0.0,76.89873592911187,123.7016407088493,100.67694063245,23.0247000763993,30.942602931553512
2019,2019-08-08,16.781494763692717,14.6412049529076,7,13.080645072707815,0.0,70.73985791227963,65.641146756838,29.0327386936888,36.6084080631492,46.56665644777268
2019,2019-08-09,17.541897950247325,15.347058663454,7,12.546907075006017,0.0,66.1068262620562,93.4131027553999,33.327184963193,60.0859177922069,31.553970744916953
2019,2019-08-10,16.987866191124514,14.4450330523881,7,12.82395941391975,0.0,65.887135446626,81.2236446359004,56.5433359005903,24.6803087353101,41.41526025108086
2019,2019-08-11,16.80633679566017,14.2225297900652,7,12.271656686114651,1.3999999999999997,54.662718373752966,46.50031336793203,19.1133608188329,27.386952549099128,20.14832427644974
2019,2019-08-12,15.006316866962814,13.3058775161359,7,12.054018260871471,24.2,65.86882451164404,120.7578976927194,130.52938375701808,-9.7714860642987,-20.776255037574458
2019,2019-08-13,11.111459940498921,10.1613673345867,7,12.241231743623047,0.0,75.33887917765178,158.4734967048894,170.90257295421588,-12.429076249326503,-8.749718212354283
2019,2019-08-14,12.061594008584118,10.6892038428953,7,12.448775556612729,0.0,73.42137783597279,167.4163396009977,156.0546907473267,11.361648853671,-6.12289117812462
2019,2019-08-15,12.842552756061862,11.514419363715,7,11.59085325548903,0.0,71.86888297288054,120.9914404135272,116.25978057167839,4.7316598418488,11.068099822097295
2019,2019-08-16,13.417584287095554,12.2405094472384,7,11.757528503124302,0.0,65.02800978671333,117.9848052611242,81.17758100643661,36.8072242546876,19.24865714485858
2019,2019-08-17,12.582407239736227,11.7349273378267,7,12.908178747057727,0.0,67.71934237915433,138.7991037851655,120.6721390578874,18.126964727278093,12.73690168476163
2019,2019-08-18,12.978432949444741,12.4647264635627,7,13.44471836275,0.0,61.526281577962834,84.3772289344184,79.2957075151146,5.081521419303801,5.645435453352141
2019,2019-08-19,14.367720134682259,14.1099486523828,7,13.314814462398045,0.0,63.36666107904193,120.2556784089101,95.3789512669469,24.8767271419632,-9.6037563924767
2019,2019-08-20,14.912557286378094,13.992961999412,7,13.116383770320072,2.7999999999999994,61.5883427732033,100.21723476437839,95.262883004114,4.954351760264396,43.07034924805954
2019,2019-08-21,14.837147944681451,14.7277068597674,7,12.384675046291298,0.0,49.71394726664027,67.8235843425689,35.9595033208117,31.8640810217572,38.676673687418614
2019,2019-08-22,14.81282229362893,13.8385355408886,7,12.775614809717583,0.0,46.969934092999665,83.3833353609914,40.8646772460403,42.5186581149511,33.8282511441396
2019,2019-08-23,15.608353773291316,15.2609774393795,7,12.757596942000662,0.0,42.71453575671191,66.4500722854423,45.77928260580488,20.6707896796374,22.72220818003801
2019,2019-08-24,16.704384354265553,15.5348768127098,7,13.451225709795882,0.0,38.91724690143859,37.388712356648256,26.4449695082656,10.94374284838265,17.741163785535633
2019,2019-08-25,18.519622168091736,17.6700020496554,7,14.101553256562623,0.0,33.25987621419894,25.071972010555,14.4199251635787,10.6520468469763,2.5905326638531023
2019,2019-08-26,19.34587039495433,19.1730893773112,7,14.349340063531526,0.0,50.0663507093438,133.29870950170604,27.8476573930805,105.45105210862555,-23.841796009174004
2019,2019-08-27,20.110954750095647,21.0970878733391,7,13.935626713355777,0.0,69.1968287585524,67.86643523499279,32.7483628644626,35.1180723705302,20.71117144973199
2019,2019-08-28,19.448795383376147,20.8657206858902,7,13.767201813633095,17.0,77.01407806464924,63.581597754337096,39.1381767155727,24.443421038764402,40.62526350239183
2019,2019-08-29,18.81302569803642,19.5051316570968,7,13.406205206969947,0.0,72.92770037421239,35.110967722665336,28.8425668163652,6.26840090630014,23.820797224727357
2019,2019-08-30,21.236743617930223,23.4853141765313,7,12.906851233964158,0.20000000000000004,58.83091111337293,21.81563066066174,60.2847481037637,-38.46911744310199,10.761336810001279
2019,2019-08-31,24.32430044105507,28.3328454798522,7,12.18099537340699,0.0,46.486272570988696,1.40245096382249,1.93294798084095,-0.53049701701846,8.35228447483067
2019,2019-09-01,27.450346782008832,31.3709058025026,7,12.302427883898275,0.0,40.6282457572878,0.0,0.916071847554429,-0.916071847554429,7.956248621420299
2019,2019-09-02,30.73138614408727,35.9128867761882,7,13.082226804605815,2.6,38.110380543285295,6.01445268211474,0.367419608093845,5.647033074020895,0.9831463334509025
2019,2019-09-03,33.62739923365477,39.9191469514832,7,14.007099099052878,0.0,35.14163766116717,4.2852103120878,0.0277041153310499,4.257506196756751,10.443793043963971
2019,2019-09-04,38.25033624545467,42.633792969005,7,15.380330755409949,0.0,13.5471802363907,0.0,102.2484029998185,-102.2484029998185,-6.184281864763251
2019,2019-09-05,43.65653620298409,46.2082363690797,7,17.108825003226542,4.0,0.0,0.0,9.912651339170289,-9.912651339170289,-9.912651339170292
2019,2019-09-06,47.65582484558937,50.3236048930432,7,18.36303514218162,1.8,0.0,0.0,8.070724580652124,-8.070724580652124,-8.070724580652156
2019,2019-09-07,49.493932757571955,52.480295134562,7,19.54978497607151,0.0,0.0,0.0,6.2748192984603754,-6.2748192984603754,-6.274819298460499
2019,2019-09-08,47.90569968216056,51.3188660545751,7,19.114152697580327,15.4,0.0,0.0,13.886644166058101,-13.886644166058101,5.899828625839826
2019,2019-09-09,49.979875210355644,53.5161433273515,7,19.119512928901393,0.0,0.0,0.0,4.572751268060226,-4.572751268060226,-4.5727512680602675
2019,2019-09-10,55.52017695883954,59.6956895845409,7,20.495799416411252,0.0,0.0,0.0,5.208809405354487,-5.208809405354487,-5.208809405354446
2019,2019-09-11,60.15132868063741,64.6914254001601,7,21.541920297352622,0.0,0.0,0.0,8.89233017495291,-8.89233017495291,-8.892330174952859
2019,2019-09-12,65.14912668715696,69.7110498194874,7,22.265793954847684,0.20000000000000004,0.0,0.0,16.6110989515549,-16.6110989515549,-16.61109895155484
2019,2019-09-13,69.36410956534495,75.1740220555178,7,23.358874185762094,0.0,0.0,0.0,14.1355447328866,-14.1355447328866,-14.135544732886661
2019,2019-09-14,73.28985644251316,80.6224097733249,7,24.21583979889763,0.0,0.0,0.0,5.94730744780409,-5.94730744780409,-5.947307447804081
2019,2019-09-15,76.47828561639514,84.6530373377021,7,25.606479247179337,0.0,0.0,0.0,0.0,0.0,1.065814103640153e-14
2019,2019-09-16,79.60122343343811,87.8290256110446,7,26.066697760163702,0.0,0.0,0.0,0.0,0.0,5.240252676230739e-14
2019,2019-09-17,83.50404700435755,91.6502199280785,7,23.951834901407636,0.0,0.0,0.0,0.0,0.0,1.95399252334028e-14
2019,2019-09-18,89.65652144977221,99.1496196265402,7,21.907419979686804,0.0,0.0,0.0,0.0,0.0,6.661338147750881e-15
2019,2019-09-19,95.42846438434722,104.49679388706,7,20.01185808701105,2.2,0.0,0.0,0.0,0.0,2.398081733190338e-14
2019,2019-09-20,99.9116134385141,107.582824870067,7,18.7941455670878,0.0,0.0,0.0,0.0,0.0,7.549516567451066e-14
2019,2019-09-21,103.17273976963085,110.0672495879,7,17.855461543058386,0.0,0.0,0.0,0.0,0.0,-1.15463194561016e-14
2019,2019-09-22,105.31224032353914,111.711598537821,7,17.585348025772728,2.2,0.0,0.0,0.0,0.0,4.6407322429331543e-14
2019,2019-09-23,108.2517197368859,113.995464879012,7,16.23646702569616,0.0,0.0,0.0,0.0,0.0,-8.881784197001016e-16
2019,2019-09-24,111.83752503448059,116.770951912837,7,14.936887300472524,0.0,0.0,0.0,0.0,0.0,4.3520742565306155e-14
2019,2019-09-25,114.61108636003262,118.915195268184,7,14.46773582670716,0.0,0.0,0.0,0.0,0.0,3.641531520770513e-14
2019,2019-09-26,118.11062833380207,122.487779702931,7,14.293974545587309,0.0,0.0,0.0,0.0,0.0,8.615330671091216e-14
2019,2019-09-27,120.4944406270753,124.654519477927,7,13.937112178866466,0.0,0.0,0.0,0.0,0.0,-1.64313007644523e-14
2019,2019-09-28,122.84720780372014,126.628538049096,7,13.859074503673288,0.0,0.0,0.0,0.0,0.0,-4.241051954068099e-14
2019,2019-09-29,124.99223173692384,128.748984641439,7,13.742712197491302,0.0,0.0,0.0,0.0,0.0,-3.5527136788005e-14
2019,2019-09-30,127.08873770035257,130.705951293317,7,13.523771811428531,0.0,0.0,0.0,0.0,0.0,3.863576125695552e-14
2019,2019-10-01,129.192557296858,132.832772924307,7,13.475597179706417,0.0,0.0,0.0,0.0,0.0,-8.215650382226149e-15
2019,2019-10-02,130.76583975938428,133.364363587003,7,13.339490814291297,1.3999999999999997,0.0,0.0,0.0,0.0,4.107825191113079e-15
2019,2019-10-03,133.5645000866887,136.500557947366,7,13.461807944848376,0.6,0.0,0.0,0.0,0.0,-2.486899575160348e-14
2019,2019-10-04,137.3346301745225,139.82179388511798,4,9.615961475204115,0.0,0.0,0.0,0.0,0.0,3.330669073875479e-15
2019,2019-10-05,139.36246502875548,141.160650716435,4,8.55580701176558,0.0,0.0,0.0,0.0,0.0,1.1102230246251506e-15
2019,2019-10-06,141.5894656450115,143.418710780125,4,8.588886501904955,0.0,0.0,0.0,0.0,0.0,1.842970220877758e-14
2019,2019-10-07,142.436766950433,143.8272575911295,4,8.12854358902423,9.0,0.0,0.0,0.0,0.0,1.0658141036401501e-14
2019,2019-10-08,143.77698715472974,145.0452260408025,4,7.73871692720471,0.0,0.0,0.0,0.0,0.0,0.032662768721547795
2020,2020-04-27,105.96053497992034,105.934081701519,3,0.07777237477584298,0.0,0.0,0.0,0.0,0.0,0.0
2020,2020-04-28,105.96147585332635,105.931546594736,3,0.0695390275010934,17.0,0.0,0.0,0.0,0.0,0.0005590601551865
2020,2020-04-29,105.98687347794434,105.971382885343,3,0.06393613373447683,0.4,0.0,2.79434452296701,5.34510943550619,-2.55076491253918,0.0130342031975093
2020,2020-04-30,105.98962874928968,105.983289976914,3,0.055330019214127925,0.4,0.0,0.0,0.0,0.0,0.0001919803102199
2020,2020-05-01,105.98869239500999,105.987684556322,3,0.04515720523079894,0.2,0.0,0.0,0.0,0.0,5.98751535171305e-05
2020,2020-05-02,105.985896888537,105.988325226267,3,0.03513218336540355,0.0,0.0,0.0,0.0,0.0,1.71356200340256e-08
2020,2020-05-03,105.97834535568666,105.982098960563,3,0.024244959185421962,0.0,0.0,0.0,0.0,0.0,3.9968028886505604e-14
2020,2020-05-04,105.97359075105267,105.981197410465,3,0.016775039010672153,0.0,0.0,0.0,0.0,0.0,-2.99760216648792e-14
2020,2020-05-05,105.97410068943968,105.977358895754,3,0.013427003450941536,0.0,0.0,0.0,0.0,0.0,-9.99200722162641e-15
2020,2020-05-06,105.96939707493932,105.964214961344,3,0.009725479100842767,0.0,0.0,0.0,0.0,0.0,-4.0967229608668245e-14
2020,2020-05-07,105.97377602446534,105.974515665805,3,0.015849876750640236,0.0,42.73238974273894,323.503851507539,0.0273260663316072,323.476525441207,23.256532635982968
2020,2020-05-08,106.4046112829651,106.252005609358,9,0.5080635033582325,0.0,55.252936540389804,85.2602136211393,8.54048708727542,76.7197265338639,27.5790564111705
2020,2020-05-09,106.53039322197522,106.322594364118,9,0.5982339315240016,0.0,52.88485090292027,74.4663255400556,15.0953843078305,59.37094123222509,53.248405804846215
2020,2020-05-10,106.58219689649589,106.363127446542,9,0.6269035907241558,4.0,54.373985289891,69.1589309222012,14.6825318497788,54.476399072422396,48.98988798385519
2020,2020-05-11,106.61363418724744,106.4061881366,9,0.626669366251778,21.2,55.34692673283567,56.9576111308609,44.7734797441143,12.1841313867466,48.948064860701834
2020,2020-05-12,106.67053099549422,106.425212619202,9,0.6510893754190327,0.0,53.39038464486094,48.508591782183004,21.22033028626112,27.2882614959219,24.46794496065775
