orbit_state,relative_orbit,date,year,scenes_on_date_n,valid_scene_bboxes_n,rice_support_points_n,rice_support_points_covered_n,rice_support_coverage_fraction,rice_support_coverage_pct,all_rice_support_covered,rice_support_ge_99pct_covered
ascending,15,2016-05-16,2016,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2016-05-28,2016,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2016-06-09,2016,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2016-07-15,2016,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2016-07-27,2016,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2016-08-08,2016,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2016-09-01,2016,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2016-09-13,2016,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2016-09-25,2016,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2017-04-05,2017,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2017-04-11,2017,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2017-04-17,2017,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2017-04-23,2017,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2017-04-29,2017,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2017-05-05,2017,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2017-05-11,2017,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2017-05-17,2017,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2017-05-23,2017,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2017-05-29,2017,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2017-06-04,2017,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2017-06-10,2017,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2017-06-16,2017,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2017-06-22,2017,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2017-06-28,2017,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2017-07-04,2017,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2017-07-10,2017,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2017-07-16,2017,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2017-07-22,2017,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2017-07-28,2017,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2017-08-03,2017,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2017-08-09,2017,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2017-08-15,2017,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2017-08-21,2017,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2017-08-27,2017,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2017-09-02,2017,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2017-09-08,2017,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2017-09-14,2017,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2017-09-20,2017,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2017-09-26,2017,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2018-04-06,2018,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2018-04-12,2018,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2018-04-24,2018,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2018-04-30,2018,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2018-05-06,2018,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2018-05-12,2018,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2018-05-18,2018,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2018-05-24,2018,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2018-05-30,2018,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2018-06-05,2018,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2018-06-11,2018,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2018-06-17,2018,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2018-06-23,2018,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2018-07-05,2018,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2018-07-11,2018,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2018-07-17,2018,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2018-07-23,2018,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2018-07-29,2018,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2018-08-04,2018,4,4,4331,4331,1.0,100.0,True,True
ascending,15,2018-08-10,2018,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2018-08-16,2018,4,4,4331,4331,1.0,100.0,True,True
ascending,15,2018-08-22,2018,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2018-08-28,2018,4,4,4331,4331,1.0,100.0,True,True
ascending,15,2018-09-03,2018,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2018-09-09,2018,4,4,4331,4331,1.0,100.0,True,True
ascending,15,2018-09-15,2018,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2018-09-21,2018,4,4,4331,4331,1.0,100.0,True,True
ascending,15,2018-09-27,2018,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2019-04-01,2019,4,4,4331,4331,1.0,100.0,True,True
ascending,15,2019-04-07,2019,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2019-04-13,2019,4,4,4331,4331,1.0,100.0,True,True
ascending,15,2019-04-19,2019,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2019-05-01,2019,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2019-05-07,2019,4,4,4331,4331,1.0,100.0,True,True
ascending,15,2019-05-13,2019,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2019-05-19,2019,4,4,4331,4331,1.0,100.0,True,True
ascending,15,2019-05-25,2019,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2019-05-31,2019,4,4,4331,4331,1.0,100.0,True,True
ascending,15,2019-06-06,2019,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2019-06-12,2019,4,4,4331,4331,1.0,100.0,True,True
ascending,15,2019-06-18,2019,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2019-06-30,2019,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2019-07-06,2019,4,4,4331,4331,1.0,100.0,True,True
ascending,15,2019-07-12,2019,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2019-07-18,2019,4,4,4331,4331,1.0,100.0,True,True
ascending,15,2019-07-24,2019,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2019-07-30,2019,4,4,4331,4331,1.0,100.0,True,True
ascending,15,2019-08-05,2019,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2019-08-11,2019,4,4,4331,4331,1.0,100.0,True,True
ascending,15,2019-08-17,2019,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2019-08-29,2019,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2019-09-04,2019,4,4,4331,4331,1.0,100.0,True,True
ascending,15,2019-09-10,2019,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2019-09-16,2019,4,4,4331,4331,1.0,100.0,True,True
ascending,15,2019-09-22,2019,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2019-09-28,2019,4,4,4331,4331,1.0,100.0,True,True
ascending,15,2020-04-01,2020,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2020-04-07,2020,4,4,4331,4331,1.0,100.0,True,True
ascending,15,2020-04-13,2020,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2020-04-25,2020,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2020-05-01,2020,4,4,4331,4331,1.0,100.0,True,True
ascending,15,2020-05-07,2020,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2020-05-13,2020,4,4,4331,4331,1.0,100.0,True,True
ascending,15,2020-05-19,2020,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2020-05-25,2020,4,4,4331,4331,1.0,100.0,True,True
ascending,15,2020-05-31,2020,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2020-06-06,2020,4,4,4331,4331,1.0,100.0,True,True
ascending,15,2020-06-12,2020,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2020-06-24,2020,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2020-06-30,2020,4,4,4331,4331,1.0,100.0,True,True
ascending,15,2020-07-06,2020,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2020-07-12,2020,4,4,4331,4331,1.0,100.0,True,True
ascending,15,2020-07-18,2020,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2020-07-24,2020,4,4,4331,4331,1.0,100.0,True,True
ascending,15,2020-07-30,2020,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2020-08-05,2020,4,4,4331,4331,1.0,100.0,True,True
ascending,15,2020-08-11,2020,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2020-08-17,2020,4,4,4331,4331,1.0,100.0,True,True
ascending,15,2020-08-23,2020,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2020-08-29,2020,4,4,4331,4331,1.0,100.0,True,True
ascending,15,2020-09-04,2020,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2020-09-10,2020,4,4,4331,4331,1.0,100.0,True,True
ascending,15,2020-09-16,2020,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2020-09-22,2020,4,4,4331,4331,1.0,100.0,True,True
ascending,15,2020-09-28,2020,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2021-04-02,2021,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2021-04-08,2021,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2021-04-14,2021,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2021-04-20,2021,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2021-04-26,2021,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2021-05-02,2021,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2021-05-08,2021,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2021-05-14,2021,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2021-05-20,2021,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2021-05-26,2021,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2021-06-01,2021,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2021-06-07,2021,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2021-06-13,2021,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2021-06-19,2021,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2021-06-25,2021,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2021-07-01,2021,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2021-07-07,2021,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2021-07-13,2021,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2021-07-19,2021,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2021-07-25,2021,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2021-07-31,2021,4,4,4331,4331,1.0,100.0,True,True
ascending,15,2021-08-06,2021,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2021-08-12,2021,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2021-08-18,2021,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2021-08-24,2021,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2021-08-30,2021,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2021-09-05,2021,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2021-09-11,2021,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2021-09-17,2021,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2021-09-23,2021,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2021-09-29,2021,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2022-04-03,2022,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2022-04-15,2022,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2022-04-27,2022,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2022-05-09,2022,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2022-05-21,2022,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2022-06-02,2022,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2022-06-14,2022,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2022-06-26,2022,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2022-07-08,2022,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2022-07-20,2022,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2022-08-01,2022,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2022-08-13,2022,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2022-08-25,2022,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2022-09-06,2022,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2022-09-18,2022,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2022-09-30,2022,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2023-04-10,2023,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2023-04-22,2023,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2023-05-04,2023,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2023-05-16,2023,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2023-05-28,2023,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2023-06-09,2023,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2023-06-21,2023,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2023-07-03,2023,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2023-07-15,2023,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2023-07-27,2023,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2023-08-08,2023,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2023-08-20,2023,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2023-09-01,2023,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2023-09-13,2023,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2023-09-25,2023,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2024-04-04,2024,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2024-04-16,2024,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2024-04-28,2024,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2024-05-10,2024,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2024-05-22,2024,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2024-06-03,2024,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2024-06-15,2024,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2024-06-27,2024,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2024-07-09,2024,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2024-07-21,2024,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2024-08-02,2024,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2024-08-14,2024,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2024-08-26,2024,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2024-09-07,2024,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2024-09-19,2024,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2025-04-11,2025,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2025-04-23,2025,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2025-05-05,2025,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2025-05-11,2025,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2025-05-17,2025,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2025-05-23,2025,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2025-05-29,2025,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2025-06-04,2025,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2025-06-10,2025,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2025-06-16,2025,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2025-06-22,2025,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2025-06-28,2025,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2025-07-04,2025,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2025-07-10,2025,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2025-07-16,2025,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2025-07-22,2025,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2025-07-28,2025,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2025-08-03,2025,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2025-08-09,2025,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2025-08-15,2025,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2025-08-21,2025,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2025-08-27,2025,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2025-09-02,2025,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2025-09-08,2025,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2025-09-14,2025,1,1,4331,4331,1.0,100.0,True,True
ascending,15,2025-09-20,2025,2,2,4331,4331,1.0,100.0,True,True
ascending,15,2025-09-26,2025,3,3,4331,4331,1.0,100.0,True,True
ascending,88,2015-04-21,2015,1,1,4331,4135,0.9547448626183329,95.47448626183329,False,False
ascending,88,2015-05-15,2015,1,1,4331,4172,0.9632879242669129,96.3287924266913,False,False
ascending,88,2015-07-02,2015,1,1,4331,4170,0.9628261371507735,96.28261371507735,False,False
ascending,88,2015-07-14,2015,1,1,4331,4171,0.9630570307088432,96.30570307088432,False,False
ascending,88,2015-07-26,2015,1,1,4331,4169,0.9625952435927038,96.25952435927037,False,False
ascending,88,2015-08-07,2015,1,1,4331,4107,0.9482798429923806,94.82798429923805,False,False
ascending,88,2015-08-19,2015,1,1,4331,4108,0.9485107365504503,94.85107365504503,False,False
ascending,88,2015-08-31,2015,1,1,4331,4110,0.9489725236665897,94.89725236665898,False,False
ascending,88,2015-09-12,2015,1,1,4331,4110,0.9489725236665897,94.89725236665898,False,False
ascending,88,2015-09-24,2015,1,1,4331,4110,0.9489725236665897,94.89725236665898,False,False
ascending,88,2016-04-03,2016,2,2,4331,4299,0.9926114061417687,99.26114061417687,False,True
ascending,88,2016-04-15,2016,1,1,4331,4224,0.9752943892865389,97.52943892865389,False,False
ascending,88,2016-04-27,2016,2,2,4331,4299,0.9926114061417687,99.26114061417687,False,True
ascending,88,2016-05-09,2016,1,1,4331,4225,0.9755252828446086,97.55252828446086,False,False
ascending,88,2016-05-21,2016,2,2,4331,4288,0.9900715770030016,99.00715770030017,False,True
ascending,88,2016-06-02,2016,2,2,4331,4270,0.9859154929577465,98.59154929577466,False,False
ascending,88,2016-06-14,2016,2,2,4331,4268,0.985453705841607,98.5453705841607,False,False
ascending,88,2016-07-08,2016,2,2,4331,4225,0.9755252828446086,97.55252828446086,False,False
ascending,88,2016-07-20,2016,2,2,4331,4271,0.9861463865158162,98.61463865158161,False,False
ascending,88,2016-08-01,2016,2,2,4331,4269,0.9856845993996768,98.56845993996768,False,False
ascending,88,2016-08-13,2016,2,2,4331,4269,0.9856845993996768,98.56845993996768,False,False
ascending,88,2016-08-25,2016,1,1,4331,4214,0.9729854537058416,97.29854537058415,False,False
ascending,88,2016-09-06,2016,2,2,4331,4265,0.9847610251673978,98.47610251673979,False,False
ascending,88,2016-09-18,2016,2,2,4331,4265,0.9847610251673978,98.47610251673979,False,False
ascending,88,2016-09-30,2016,2,2,4331,4265,0.9847610251673978,98.47610251673979,False,False
ascending,88,2017-04-04,2017,2,2,4331,4296,0.9919187254675594,99.19187254675595,False,True
ascending,88,2017-04-10,2017,2,2,4331,4264,0.9845301316093281,98.45301316093281,False,False
ascending,88,2017-04-16,2017,2,2,4331,4296,0.9919187254675594,99.19187254675595,False,True
ascending,88,2017-04-22,2017,2,2,4331,4264,0.9845301316093281,98.45301316093281,False,False
ascending,88,2017-04-28,2017,2,2,4331,4296,0.9919187254675594,99.19187254675595,False,True
ascending,88,2017-05-04,2017,2,2,4331,4263,0.9842992380512584,98.42992380512584,False,False
ascending,88,2017-05-10,2017,2,2,4331,4296,0.9919187254675594,99.19187254675595,False,True
ascending,88,2017-05-16,2017,2,2,4331,4263,0.9842992380512584,98.42992380512584,False,False
ascending,88,2017-05-22,2017,2,2,4331,4296,0.9919187254675594,99.19187254675595,False,True
ascending,88,2017-05-28,2017,2,2,4331,4265,0.9847610251673978,98.47610251673979,False,False
ascending,88,2017-06-03,2017,2,2,4331,4287,0.9898406834449319,98.9840683444932,False,False
ascending,88,2017-06-09,2017,2,2,4331,4265,0.9847610251673978,98.47610251673979,False,False
ascending,88,2017-06-15,2017,2,2,4331,4286,0.9896097898868621,98.96097898868621,False,False
ascending,88,2017-06-27,2017,2,2,4331,4288,0.9900715770030016,99.00715770030017,False,True
ascending,88,2017-07-03,2017,2,2,4331,4265,0.9847610251673978,98.47610251673979,False,False
ascending,88,2017-07-09,2017,2,2,4331,4288,0.9900715770030016,99.00715770030017,False,True
ascending,88,2017-07-15,2017,2,2,4331,4264,0.9845301316093281,98.45301316093281,False,False
ascending,88,2017-07-21,2017,2,2,4331,4287,0.9898406834449319,98.9840683444932,False,False
ascending,88,2017-07-27,2017,2,2,4331,4265,0.9847610251673978,98.47610251673979,False,False
ascending,88,2017-08-08,2017,2,2,4331,4265,0.9847610251673978,98.47610251673979,False,False
ascending,88,2017-08-14,2017,2,2,4331,4286,0.9896097898868621,98.96097898868621,False,False
ascending,88,2017-08-20,2017,2,2,4331,4265,0.9847610251673978,98.47610251673979,False,False
ascending,88,2017-08-26,2017,2,2,4331,4288,0.9900715770030016,99.00715770030017,False,True
ascending,88,2017-09-01,2017,2,2,4331,4264,0.9845301316093281,98.45301316093281,False,False
ascending,88,2017-09-07,2017,2,2,4331,4289,0.9903024705610713,99.03024705610713,False,True
ascending,88,2017-09-13,2017,2,2,4331,4263,0.9842992380512584,98.42992380512584,False,False
ascending,88,2017-09-19,2017,2,2,4331,4288,0.9900715770030016,99.00715770030017,False,True
ascending,88,2017-09-25,2017,2,2,4331,4263,0.9842992380512584,98.42992380512584,False,False
ascending,88,2018-04-05,2018,2,2,4331,4263,0.9842992380512584,98.42992380512584,False,False
ascending,88,2018-04-11,2018,2,2,4331,4286,0.9896097898868621,98.96097898868621,False,False
ascending,88,2018-04-17,2018,2,2,4331,4264,0.9845301316093281,98.45301316093281,False,False
ascending,88,2018-04-23,2018,2,2,4331,4287,0.9898406834449319,98.9840683444932,False,False
ascending,88,2018-04-29,2018,2,2,4331,4265,0.9847610251673978,98.47610251673979,False,False
ascending,88,2018-05-05,2018,2,2,4331,4287,0.9898406834449319,98.9840683444932,False,False
ascending,88,2018-05-11,2018,2,2,4331,4263,0.9842992380512584,98.42992380512584,False,False
ascending,88,2018-05-17,2018,2,2,4331,4288,0.9900715770030016,99.00715770030017,False,True
ascending,88,2018-05-23,2018,2,2,4331,4263,0.9842992380512584,98.42992380512584,False,False
ascending,88,2018-05-29,2018,2,2,4331,4288,0.9900715770030016,99.00715770030017,False,True
ascending,88,2018-06-04,2018,2,2,4331,4263,0.9842992380512584,98.42992380512584,False,False
ascending,88,2018-06-16,2018,2,2,4331,4260,0.9836065573770492,98.36065573770492,False,False
ascending,88,2018-06-22,2018,1,1,4331,1983,0.4578619256522743,45.78619256522743,False,False
ascending,88,2018-06-28,2018,2,2,4331,4261,0.9838374509351189,98.38374509351189,False,False
ascending,88,2018-07-04,2018,1,1,4331,1982,0.4576310320942046,45.76310320942046,False,False
ascending,88,2018-07-10,2018,2,2,4331,4261,0.9838374509351189,98.38374509351189,False,False
ascending,88,2018-07-16,2018,2,2,4331,4294,0.99145693835142,99.145693835142,False,True
ascending,88,2018-07-22,2018,2,2,4331,4260,0.9836065573770492,98.36065573770492,False,False
ascending,88,2018-07-28,2018,2,2,4331,4288,0.9900715770030016,99.00715770030017,False,True
ascending,88,2018-08-03,2018,4,4,4331,4260,0.9836065573770492,98.36065573770492,False,False
ascending,88,2018-08-09,2018,4,4,4331,4281,0.9884553220965135,98.84553220965135,False,False
ascending,88,2018-08-15,2018,4,4,4331,4260,0.9836065573770492,98.36065573770492,False,False
ascending,88,2018-08-21,2018,4,4,4331,4283,0.988917109212653,98.8917109212653,False,False
ascending,88,2018-08-27,2018,4,4,4331,4260,0.9836065573770492,98.36065573770492,False,False
ascending,88,2018-09-02,2018,4,4,4331,4284,0.9891480027707227,98.91480027707227,False,False
ascending,88,2018-09-08,2018,4,4,4331,4260,0.9836065573770492,98.36065573770492,False,False
ascending,88,2018-09-14,2018,4,4,4331,4284,0.9891480027707227,98.91480027707227,False,False
ascending,88,2018-09-20,2018,4,4,4331,4260,0.9836065573770492,98.36065573770492,False,False
ascending,88,2018-09-26,2018,4,4,4331,4287,0.9898406834449319,98.9840683444932,False,False
ascending,88,2019-04-06,2019,4,4,4331,4286,0.9896097898868621,98.96097898868621,False,False
ascending,88,2019-04-12,2019,4,4,4331,4260,0.9836065573770492,98.36065573770492,False,False
ascending,88,2019-04-18,2019,4,4,4331,4287,0.9898406834449319,98.9840683444932,False,False
ascending,88,2019-04-24,2019,4,4,4331,4257,0.98291387670284,98.291387670284,False,False
ascending,88,2019-04-30,2019,4,4,4331,4286,0.9896097898868621,98.96097898868621,False,False
ascending,88,2019-05-06,2019,4,4,4331,4260,0.9836065573770492,98.36065573770492,False,False
ascending,88,2019-05-12,2019,4,4,4331,4286,0.9896097898868621,98.96097898868621,False,False
ascending,88,2019-05-18,2019,4,4,4331,4260,0.9836065573770492,98.36065573770492,False,False
ascending,88,2019-05-24,2019,4,4,4331,4286,0.9896097898868621,98.96097898868621,False,False
ascending,88,2019-05-30,2019,4,4,4331,4260,0.9836065573770492,98.36065573770492,False,False
ascending,88,2019-06-05,2019,4,4,4331,4288,0.9900715770030016,99.00715770030017,False,True
ascending,88,2019-06-11,2019,4,4,4331,4260,0.9836065573770492,98.36065573770492,False,False
ascending,88,2019-06-17,2019,4,4,4331,4288,0.9900715770030016,99.00715770030017,False,True
ascending,88,2019-06-23,2019,4,4,4331,4260,0.9836065573770492,98.36065573770492,False,False
ascending,88,2019-06-29,2019,4,4,4331,4287,0.9898406834449319,98.9840683444932,False,False
ascending,88,2019-07-05,2019,4,4,4331,4260,0.9836065573770492,98.36065573770492,False,False
ascending,88,2019-07-11,2019,4,4,4331,4287,0.9898406834449319,98.9840683444932,False,False
ascending,88,2019-07-17,2019,4,4,4331,4260,0.9836065573770492,98.36065573770492,False,False
ascending,88,2019-07-23,2019,4,4,4331,4286,0.9896097898868621,98.96097898868621,False,False
ascending,88,2019-07-29,2019,4,4,4331,4260,0.9836065573770492,98.36065573770492,False,False
ascending,88,2019-08-04,2019,4,4,4331,4287,0.9898406834449319,98.9840683444932,False,False
ascending,88,2019-08-10,2019,4,4,4331,4258,0.9831447702609097,98.31447702609097,False,False
ascending,88,2019-08-16,2019,4,4,4331,4288,0.9900715770030016,99.00715770030017,False,True
ascending,88,2019-08-22,2019,4,4,4331,4258,0.9831447702609097,98.31447702609097,False,False
ascending,88,2019-08-28,2019,4,4,4331,4288,0.9900715770030016,99.00715770030017,False,True
ascending,88,2019-09-03,2019,4,4,4331,4260,0.9836065573770492,98.36065573770492,False,False
ascending,88,2019-09-09,2019,4,4,4331,4285,0.9893788963287924,98.93788963287923,False,False
ascending,88,2019-09-15,2019,4,4,4331,4260,0.9836065573770492,98.36065573770492,False,False
ascending,88,2019-09-21,2019,4,4,4331,4286,0.9896097898868621,98.96097898868621,False,False
