IdSensore,Tipologia,IdTipologia,UnitaMisura,DataMinimaRT,DataMinimaPubblicazione,DataMassimaRT,UTM Nord,UTM Est,Quota,idStazione,Nome,Provincia,Comune,_lon_wgs84,_lat_wgs84
14252,Altezza Neve,4,cm,17/10/2012,,31/08/2026,5141127,528341,1880,1346,Campodolcino Alpe Motta,SO,Campodolcino,9.368831613649215,46.42312127328564
14253,Precipitazione,2,mm,17/10/2012,,31/08/2026,5141127,528341,1880,1346,Campodolcino Alpe Motta,SO,Campodolcino,9.368831613649215,46.42312127328564
14255,Radiazione Globale,12,W/m²,17/10/2012,,31/08/2026,5141127,528341,1880,1346,Campodolcino Alpe Motta,SO,Campodolcino,9.368831613649215,46.42312127328564
14257,Temperatura,3,°C,17/10/2012,,31/08/2026,5141127,528341,1880,1346,Campodolcino Alpe Motta,SO,Campodolcino,9.368831613649215,46.42312127328564
14265,Umidità Relativa,11,%,17/10/2012,,31/08/2026,5141127,528341,1880,1346,Campodolcino Alpe Motta,SO,Campodolcino,9.368831613649215,46.42312127328564
14272,Velocità Vento,9,m/s,17/10/2012,,31/08/2026,5141127,528341,1880,1346,Campodolcino Alpe Motta,SO,Campodolcino,9.368831613649215,46.42312127328564
14278,Direzione Vento,10,°,14/10/2012,,31/08/2026,5089669,538832,1713,1347,Barzio Piani di Bobbio,LC,Barzio,9.501130700018628,45.959493190770175
14279,Altezza Neve,4,cm,15/10/2012,,31/08/2026,5089669,538832,1713,1347,Barzio Piani di Bobbio,LC,Barzio,9.501130700018628,45.959493190770175
14280,Precipitazione,2,mm,14/10/2012,,31/08/2026,5089669,538832,1713,1347,Barzio Piani di Bobbio,LC,Barzio,9.501130700018628,45.959493190770175
14282,Radiazione Globale,12,W/m²,14/10/2012,,31/08/2026,5089669,538832,1713,1347,Barzio Piani di Bobbio,LC,Barzio,9.501130700018628,45.959493190770175
14284,Temperatura,3,°C,14/10/2012,,31/08/2026,5089669,538832,1713,1347,Barzio Piani di Bobbio,LC,Barzio,9.501130700018628,45.959493190770175
14292,Umidità Relativa,11,%,14/10/2012,,31/08/2026,5089669,538832,1713,1347,Barzio Piani di Bobbio,LC,Barzio,9.501130700018628,45.959493190770175
14299,Velocità Vento,9,m/s,16/10/2012,,31/08/2026,5089669,538832,1713,1347,Barzio Piani di Bobbio,LC,Barzio,9.501130700018628,45.959493190770175
14301,Livello Idrometrico,1,cm,16/10/2012,01/01/2025,31/08/2026,5010486,489275,101,1348,Gambolò via Roma,PV,Gambolò,8.863332007025113,45.24778629210686
14304,Livello Idrometrico,1,cm,23/10/2012,01/01/2025,31/08/2026,5035962,538944,106,1349,Rivolta d'Adda SP 4,CR,Rivolta d'Adda,9.49826104547094,45.47609982669456
14310,Livello Idrometrico,1,cm,16/11/2012,01/01/2025,31/08/2026,5016386,529850,74,1351,Salerano sul Lambro SP115,LO,Salerano sul Lambro,9.38072792854167,45.300342308446446
14317,Temperatura,3,°C,21/10/2012,,31/08/2026,5088280,552145,510,823,Piazza Brembana vivaio,BG,Piazza Brembana,9.672774505299326,45.94610999785497
14320,Umidità Relativa,11,%,21/10/2012,,31/08/2026,5088280,552145,510,823,Piazza Brembana vivaio,BG,Piazza Brembana,9.672774505299326,45.94610999785497
14327,Velocità Vento,9,m/s,21/10/2012,,31/08/2026,5002119,643358,25,166,Mantova Lunetta2 SMR,MN,Mantova,10.823931433968303,45.15798527819923
14348,Temperatura,3,°C,09/12/2012,,31/08/2026,5090337,611798,2410,1359,Breno Lago Della Vacca,BS,Breno,10.442716428689511,45.95749683415306
