duplicate_group_key,scene_id,canonical_rank,is_canonical_scene,canonical_scene_id,duplicate_group_size,platform,datetime,end_datetime,orbit_state,relative_orbit,bbox,vv_assets_n,vh_assets_n,data_role_assets_n,tiff_assets_n,asset_rows_n
"S1B|2019-07-11 17:22:37.168481+00:00|2019-07-11 17:23:02.166452+00:00|ascending|88|(5.475382, 44.977341, 9.20656, 46.875004)",S1B_IW_GRDH_1SDV_20190711T172237_20190711T172302_017089_020272_815B_COG,1,True,S1B_IW_GRDH_1SDV_20190711T172237_20190711T172302_017089_020272_815B_COG,1,S1B,2019-07-11 17:22:37.168481+00:00,2019-07-11 17:23:02.166452+00:00,ascending,88,"[5.475382, 44.977341, 9.20656, 46.875004]",4,4,3,2,11
"S1B|2019-07-17 05:26:30.153807+00:00|2019-07-17 05:26:55.152397+00:00|descending|168|(8.555205, 44.836124, 12.225646, 46.740894)",S1B_IW_GRDH_1SDV_20190717T052630_20190717T052655_017169_0204BF_A739_COG,1,True,S1B_IW_GRDH_1SDV_20190717T052630_20190717T052655_017169_0204BF_A739_COG,1,S1B,2019-07-17 05:26:30.153807+00:00,2019-07-17 05:26:55.152397+00:00,descending,168,"[8.555205, 44.836124, 12.225646, 46.740894]",4,4,3,2,11
"S1B|2019-07-17 05:26:30.154912+00:00|2019-07-17 05:26:55.153479+00:00|descending|168|(8.555261, 44.83606, 12.225574, 46.740814)",S1B_IW_GRDH_1SDV_20190717T052630_20190717T052655_017169_0204BF_F6F3_COG,1,True,S1B_IW_GRDH_1SDV_20190717T052630_20190717T052655_017169_0204BF_F6F3_COG,1,S1B,2019-07-17 05:26:30.154912+00:00,2019-07-17 05:26:55.153479+00:00,descending,168,"[8.555261, 44.83606, 12.225574, 46.740814]",4,4,3,2,11
"S1B|2019-07-17 05:26:55.153897+00:00|2019-07-17 05:27:20.152487+00:00|descending|168|(8.224762, 43.337551, 11.833521, 45.239407)",S1B_IW_GRDH_1SDV_20190717T052655_20190717T052720_017169_0204BF_F9A9_COG,1,True,S1B_IW_GRDH_1SDV_20190717T052655_20190717T052720_017169_0204BF_F9A9_COG,1,S1B,2019-07-17 05:26:55.153897+00:00,2019-07-17 05:27:20.152487+00:00,descending,168,"[8.224762, 43.337551, 11.833521, 45.239407]",4,4,3,2,11
"S1B|2019-07-17 05:26:55.154979+00:00|2019-07-17 05:27:20.153546+00:00|descending|168|(8.224812, 43.33749, 11.833447, 45.239326)",S1B_IW_GRDH_1SDV_20190717T052655_20190717T052720_017169_0204BF_BD44_COG,1,True,S1B_IW_GRDH_1SDV_20190717T052655_20190717T052720_017169_0204BF_BD44_COG,1,S1B,2019-07-17 05:26:55.154979+00:00,2019-07-17 05:27:20.153546+00:00,descending,168,"[8.224812, 43.33749, 11.833447, 45.239326]",4,4,3,2,11
"S1B|2019-07-18 17:14:00.879221+00:00|2019-07-18 17:14:25.877569+00:00|ascending|15|(7.91233, 43.593681, 11.568155, 45.501709)",S1B_IW_GRDH_1SDV_20190718T171400_20190718T171425_017191_020553_77D7_COG,1,True,S1B_IW_GRDH_1SDV_20190718T171400_20190718T171425_017191_020553_77D7_COG,1,S1B,2019-07-18 17:14:00.879221+00:00,2019-07-18 17:14:25.877569+00:00,ascending,15,"[7.91233, 43.593681, 11.568155, 45.501709]",4,4,3,2,11
"S1B|2019-07-18 17:14:00.879546+00:00|2019-07-18 17:14:25.877917+00:00|ascending|15|(7.91235, 43.5937, 11.568177, 45.501728)",S1B_IW_GRDH_1SDV_20190718T171400_20190718T171425_017191_020553_E825_COG,1,True,S1B_IW_GRDH_1SDV_20190718T171400_20190718T171425_017191_020553_E825_COG,1,S1B,2019-07-18 17:14:00.879546+00:00,2019-07-18 17:14:25.877917+00:00,ascending,15,"[7.91235, 43.5937, 11.568177, 45.501728]",4,4,3,2,11
"S1B|2019-07-18 17:14:25.879067+00:00|2019-07-18 17:14:50.877415+00:00|ascending|15|(7.518236, 45.093151, 11.244164, 47.003281)",S1B_IW_GRDH_1SDV_20190718T171425_20190718T171450_017191_020553_FEB8_COG,1,True,S1B_IW_GRDH_1SDV_20190718T171425_20190718T171450_017191_020553_FEB8_COG,1,S1B,2019-07-18 17:14:25.879067+00:00,2019-07-18 17:14:50.877415+00:00,ascending,15,"[7.518236, 45.093151, 11.244164, 47.003281]",4,4,3,2,11
"S1B|2019-07-18 17:14:25.879415+00:00|2019-07-18 17:14:50.877786+00:00|ascending|15|(7.518254, 45.09317, 11.244185, 47.0033)",S1B_IW_GRDH_1SDV_20190718T171425_20190718T171450_017191_020553_16A2_COG,1,True,S1B_IW_GRDH_1SDV_20190718T171425_20190718T171450_017191_020553_16A2_COG,1,S1B,2019-07-18 17:14:25.879415+00:00,2019-07-18 17:14:50.877786+00:00,ascending,15,"[7.518254, 45.09317, 11.244185, 47.0033]",4,4,3,2,11
"S1B|2019-07-22 05:34:40.769962+00:00|2019-07-22 05:35:05.768903+00:00|descending|66|(6.587455, 45.043919, 10.211676, 46.94445)",S1B_IW_GRDH_1SDV_20190722T053440_20190722T053505_017242_0206DD_1E92_COG,1,True,S1B_IW_GRDH_1SDV_20190722T053440_20190722T053505_017242_0206DD_1E92_COG,1,S1B,2019-07-22 05:34:40.769962+00:00,2019-07-22 05:35:05.768903+00:00,descending,66,"[6.587455, 45.043919, 10.211676, 46.94445]",4,4,3,2,11
"S1B|2019-07-22 05:34:49.104254+00:00|2019-07-22 05:35:14.103235+00:00|descending|66|(6.418124, 44.545879, 10.084953, 46.44854)",S1B_IW_GRDH_1SDV_20190722T053449_20190722T053514_017242_0206DD_5DE8_COG,1,True,S1B_IW_GRDH_1SDV_20190722T053449_20190722T053514_017242_0206DD_5DE8_COG,1,S1B,2019-07-22 05:34:49.104254+00:00,2019-07-22 05:35:14.103235+00:00,descending,66,"[6.418124, 44.545879, 10.084953, 46.44854]",4,4,3,2,11
"S1B|2019-07-22 05:35:05.770401+00:00|2019-07-22 05:35:30.767843+00:00|descending|66|(6.260623, 43.544796, 9.82886, 45.441811)",S1B_IW_GRDH_1SDV_20190722T053505_20190722T053530_017242_0206DD_170A_COG,1,True,S1B_IW_GRDH_1SDV_20190722T053505_20190722T053530_017242_0206DD_170A_COG,1,S1B,2019-07-22 05:35:05.770401+00:00,2019-07-22 05:35:30.767843+00:00,descending,66,"[6.260623, 43.544796, 9.82886, 45.441811]",4,4,3,2,11
"S1B|2019-07-23 17:22:12.913020+00:00|2019-07-23 17:22:37.911031+00:00|ascending|88|(5.927779, 43.472389, 9.492982, 45.379532)",S1B_IW_GRDH_1SDV_20190723T172212_20190723T172237_017264_020789_A008_COG,1,True,S1B_IW_GRDH_1SDV_20190723T172212_20190723T172237_017264_020789_A008_COG,1,S1B,2019-07-23 17:22:12.913020+00:00,2019-07-23 17:22:37.911031+00:00,ascending,88,"[5.927779, 43.472389, 9.492982, 45.379532]",4,4,3,2,11
"S1B|2019-07-23 17:22:12.913389+00:00|2019-07-23 17:22:37.911427+00:00|ascending|88|(5.927766, 43.472412, 9.492974, 45.379555)",S1B_IW_GRDH_1SDV_20190723T172212_20190723T172237_017264_020789_3628_COG,1,True,S1B_IW_GRDH_1SDV_20190723T172212_20190723T172237_017264_020789_3628_COG,1,S1B,2019-07-23 17:22:12.913389+00:00,2019-07-23 17:22:37.911427+00:00,ascending,88,"[5.927766, 43.472412, 9.492974, 45.379555]",4,4,3,2,11
"S1B|2019-07-23 17:22:37.912528+00:00|2019-07-23 17:23:02.912036+00:00|ascending|88|(5.474664, 44.977146, 9.205795, 46.874962)",S1B_IW_GRDH_1SDV_20190723T172237_20190723T172302_017264_020789_471C_COG,1,True,S1B_IW_GRDH_1SDV_20190723T172237_20190723T172302_017264_020789_471C_COG,1,S1B,2019-07-23 17:22:37.912528+00:00,2019-07-23 17:23:02.912036+00:00,ascending,88,"[5.474664, 44.977146, 9.205795, 46.874962]",4,4,3,2,11
"S1B|2019-07-23 17:22:37.912924+00:00|2019-07-23 17:23:02.910961+00:00|ascending|88|(5.47467, 44.977169, 9.205783, 46.874901)",S1B_IW_GRDH_1SDV_20190723T172237_20190723T172302_017264_020789_C06C_COG,1,True,S1B_IW_GRDH_1SDV_20190723T172237_20190723T172302_017264_020789_C06C_COG,1,S1B,2019-07-23 17:22:37.912924+00:00,2019-07-23 17:23:02.910961+00:00,ascending,88,"[5.47467, 44.977169, 9.205783, 46.874901]",4,4,3,2,11
"S1B|2019-07-29 05:26:22.994421+00:00|2019-07-29 05:26:47.992420+00:00|descending|168|(8.698063, 45.308487, 12.35024, 47.209873)",S1B_IW_GRDH_1SDV_20190729T052622_20190729T052647_017344_0209DE_92E3_COG,1,True,S1B_IW_GRDH_1SDV_20190729T052622_20190729T052647_017344_0209DE_92E3_COG,1,S1B,2019-07-29 05:26:22.994421+00:00,2019-07-29 05:26:47.992420+00:00,descending,168,"[8.698063, 45.308487, 12.35024, 47.209873]",4,4,3,2,11
"S1B|2019-07-29 05:26:30.874932+00:00|2019-07-29 05:26:55.873463+00:00|descending|168|(8.555738, 44.835957, 12.226078, 46.740749)",S1B_IW_GRDH_1SDV_20190729T052630_20190729T052655_017344_0209DE_B520_COG,1,True,S1B_IW_GRDH_1SDV_20190729T052630_20190729T052655_017344_0209DE_B520_COG,1,S1B,2019-07-29 05:26:30.874932+00:00,2019-07-29 05:26:55.873463+00:00,descending,168,"[8.555738, 44.835957, 12.226078, 46.740749]",4,4,3,2,11
"S1B|2019-07-29 05:26:47.993905+00:00|2019-07-29 05:27:12.991903+00:00|descending|168|(8.36324, 43.810547, 11.964626, 45.707588)",S1B_IW_GRDH_1SDV_20190729T052647_20190729T052712_017344_0209DE_8236_COG,1,True,S1B_IW_GRDH_1SDV_20190729T052647_20190729T052712_017344_0209DE_8236_COG,1,S1B,2019-07-29 05:26:47.993905+00:00,2019-07-29 05:27:12.991903+00:00,descending,168,"[8.36324, 43.810547, 11.964626, 45.707588]",4,4,3,2,11
"S1B|2019-07-29 05:26:55.874912+00:00|2019-07-29 05:27:20.873440+00:00|descending|168|(8.225375, 43.337391, 11.83391, 45.239254)",S1B_IW_GRDH_1SDV_20190729T052655_20190729T052720_017344_0209DE_7E9B_COG,1,True,S1B_IW_GRDH_1SDV_20190729T052655_20190729T052720_017344_0209DE_7E9B_COG,1,S1B,2019-07-29 05:26:55.874912+00:00,2019-07-29 05:27:20.873440+00:00,descending,168,"[8.225375, 43.337391, 11.83391, 45.239254]",4,4,3,2,11
"S1B|2019-07-30 17:14:01.546821+00:00|2019-07-30 17:14:26.545244+00:00|ascending|15|(7.912054, 43.593502, 11.568001, 45.501564)",S1B_IW_GRDH_1SDV_20190730T171401_20190730T171426_017366_020A7C_A2AF_COG,1,True,S1B_IW_GRDH_1SDV_20190730T171401_20190730T171426_017366_020A7C_A2AF_COG,1,S1B,2019-07-30 17:14:01.546821+00:00,2019-07-30 17:14:26.545244+00:00,ascending,15,"[7.912054, 43.593502, 11.568001, 45.501564]",4,4,3,2,11
"S1B|2019-07-30 17:14:01.547168+00:00|2019-07-30 17:14:26.545616+00:00|ascending|15|(7.912116, 43.593525, 11.568064, 45.501591)",S1B_IW_GRDH_1SDV_20190730T171401_20190730T171426_017366_020A7C_F4D5_COG,1,True,S1B_IW_GRDH_1SDV_20190730T171401_20190730T171426_017366_020A7C_F4D5_COG,1,S1B,2019-07-30 17:14:01.547168+00:00,2019-07-30 17:14:26.545616+00:00,ascending,15,"[7.912116, 43.593525, 11.568064, 45.501591]",4,4,3,2,11
"S1B|2019-07-30 17:14:26.546741+00:00|2019-07-30 17:14:51.545164+00:00|ascending|15|(7.517949, 45.092972, 11.243873, 47.003124)",S1B_IW_GRDH_1SDV_20190730T171426_20190730T171451_017366_020A7C_ADC7_COG,1,True,S1B_IW_GRDH_1SDV_20190730T171426_20190730T171451_017366_020A7C_ADC7_COG,1,S1B,2019-07-30 17:14:26.546741+00:00,2019-07-30 17:14:51.545164+00:00,ascending,15,"[7.517949, 45.092972, 11.243873, 47.003124]",4,4,3,2,11
"S1B|2019-07-30 17:14:26.547114+00:00|2019-07-30 17:14:51.545562+00:00|ascending|15|(7.518011, 45.092995, 11.243937, 47.003147)",S1B_IW_GRDH_1SDV_20190730T171426_20190730T171451_017366_020A7C_E096_COG,1,True,S1B_IW_GRDH_1SDV_20190730T171426_20190730T171451_017366_020A7C_E096_COG,1,S1B,2019-07-30 17:14:26.547114+00:00,2019-07-30 17:14:51.545562+00:00,ascending,15,"[7.518011, 45.092995, 11.243937, 47.003147]",4,4,3,2,11
"S1B|2019-08-03 05:34:41.988717+00:00|2019-08-03 05:35:06.987577+00:00|descending|66|(6.579688, 45.010487, 10.199007, 46.911095)",S1B_IW_GRDH_1SDV_20190803T053441_20190803T053506_017417_020C1C_FE7D_COG,1,True,S1B_IW_GRDH_1SDV_20190803T053441_20190803T053506_017417_020C1C_FE7D_COG,1,S1B,2019-08-03 05:34:41.988717+00:00,2019-08-03 05:35:06.987577+00:00,descending,66,"[6.579688, 45.010487, 10.199007, 46.911095]",4,4,3,2,11
"S1B|2019-08-03 05:34:49.765204+00:00|2019-08-03 05:35:14.764114+00:00|descending|66|(6.417844, 44.545845, 10.08451, 46.448441)",S1B_IW_GRDH_1SDV_20190803T053449_20190803T053514_017417_020C1C_3A22_COG,1,True,S1B_IW_GRDH_1SDV_20190803T053449_20190803T053514_017417_020C1C_3A22_COG,1,S1B,2019-08-03 05:34:49.765204+00:00,2019-08-03 05:35:14.764114+00:00,descending,66,"[6.417844, 44.545845, 10.08451, 46.448441]",4,4,3,2,11
"S1B|2019-08-03 05:35:06.989073+00:00|2019-08-03 05:35:31.987932+00:00|descending|66|(6.252985, 43.511223, 9.818949, 45.408306)",S1B_IW_GRDH_1SDV_20190803T053506_20190803T053531_017417_020C1C_4484_COG,1,True,S1B_IW_GRDH_1SDV_20190803T053506_20190803T053531_017417_020C1C_4484_COG,1,S1B,2019-08-03 05:35:06.989073+00:00,2019-08-03 05:35:31.987932+00:00,descending,66,"[6.252985, 43.511223, 9.818949, 45.408306]",4,4,3,2,11
"S1B|2019-08-04 17:22:13.627988+00:00|2019-08-04 17:22:38.626038+00:00|ascending|88|(5.928968, 43.472378, 9.493956, 45.379513)",S1B_IW_GRDH_1SDV_20190804T172213_20190804T172238_017439_020CCC_81C8_COG,1,True,S1B_IW_GRDH_1SDV_20190804T172213_20190804T172238_017439_020CCC_81C8_COG,1,S1B,2019-08-04 17:22:13.627988+00:00,2019-08-04 17:22:38.626038+00:00,ascending,88,"[5.928968, 43.472378, 9.493956, 45.379513]",4,4,3,2,11
"S1B|2019-08-04 17:22:13.628240+00:00|2019-08-04 17:22:38.626308+00:00|ascending|88|(5.928965, 43.472401, 9.493958, 45.379543)",S1B_IW_GRDH_1SDV_20190804T172213_20190804T172238_017439_020CCC_27C8_COG,1,True,S1B_IW_GRDH_1SDV_20190804T172213_20190804T172238_017439_020CCC_27C8_COG,1,S1B,2019-08-04 17:22:13.628240+00:00,2019-08-04 17:22:38.626308+00:00,ascending,88,"[5.928965, 43.472401, 9.493958, 45.379543]",4,4,3,2,11
"S1B|2019-08-04 17:22:38.627534+00:00|2019-08-04 17:23:03.625584+00:00|ascending|88|(5.475555, 44.977161, 9.207011, 46.874821)",S1B_IW_GRDH_1SDV_20190804T172238_20190804T172303_017439_020CCC_371D_COG,1,True,S1B_IW_GRDH_1SDV_20190804T172238_20190804T172303_017439_020CCC_371D_COG,1,S1B,2019-08-04 17:22:38.627534+00:00,2019-08-04 17:23:03.625584+00:00,ascending,88,"[5.475555, 44.977161, 9.207011, 46.874821]",4,4,3,2,11
"S1B|2019-08-04 17:22:38.627805+00:00|2019-08-04 17:23:03.625873+00:00|ascending|88|(5.475547, 44.977192, 9.207009, 46.874851)",S1B_IW_GRDH_1SDV_20190804T172238_20190804T172303_017439_020CCC_E57F_COG,1,True,S1B_IW_GRDH_1SDV_20190804T172238_20190804T172303_017439_020CCC_E57F_COG,1,S1B,2019-08-04 17:22:38.627805+00:00,2019-08-04 17:23:03.625873+00:00,ascending,88,"[5.475547, 44.977192, 9.207009, 46.874851]",4,4,3,2,11
"S1B|2019-08-10 05:26:23.937135+00:00|2019-08-10 05:26:48.935218+00:00|descending|168|(8.697813, 45.30592, 12.350281, 47.207344)",S1B_IW_GRDH_1SDV_20190810T052623_20190810T052648_017519_020F28_5113_COG,1,True,S1B_IW_GRDH_1SDV_20190810T052623_20190810T052648_017519_020F28_5113_COG,1,S1B,2019-08-10 05:26:23.937135+00:00,2019-08-10 05:26:48.935218+00:00,descending,168,"[8.697813, 45.30592, 12.350281, 47.207344]",4,4,3,2,11
"S1B|2019-08-10 05:26:31.775293+00:00|2019-08-10 05:26:56.773889+00:00|descending|168|(8.556122, 44.83593, 12.226476, 46.740761)",S1B_IW_GRDH_1SDV_20190810T052631_20190810T052656_017519_020F28_89D3_COG,1,True,S1B_IW_GRDH_1SDV_20190810T052631_20190810T052656_017519_020F28_89D3_COG,1,S1B,2019-08-10 05:26:31.775293+00:00,2019-08-10 05:26:56.773889+00:00,descending,168,"[8.556122, 44.83593, 12.226476, 46.740761]",4,4,3,2,11
"S1B|2019-08-10 05:26:48.936706+00:00|2019-08-10 05:27:13.936288+00:00|descending|168|(8.363245, 43.807854, 11.964361, 45.705063)",S1B_IW_GRDH_1SDV_20190810T052648_20190810T052713_017519_020F28_9CB0_COG,1,True,S1B_IW_GRDH_1SDV_20190810T052648_20190810T052713_017519_020F28_9CB0_COG,1,S1B,2019-08-10 05:26:48.936706+00:00,2019-08-10 05:27:13.936288+00:00,descending,168,"[8.363245, 43.807854, 11.964361, 45.705063]",4,4,3,2,11
"S1B|2019-08-10 05:26:56.775390+00:00|2019-08-10 05:27:21.773986+00:00|descending|168|(8.22561, 43.337364, 11.834284, 45.239281)",S1B_IW_GRDH_1SDV_20190810T052656_20190810T052721_017519_020F28_E629_COG,1,True,S1B_IW_GRDH_1SDV_20190810T052656_20190810T052721_017519_020F28_E629_COG,1,S1B,2019-08-10 05:26:56.775390+00:00,2019-08-10 05:27:21.773986+00:00,descending,168,"[8.22561, 43.337364, 11.834284, 45.239281]",4,4,3,2,11
