item_id,asset_key,href,open_attempts,stac_crs,stac_width,stac_height,raster_driver,raster_dtype,raster_crs_original,stac_nodata,support_inside_n,sampled_dn_n,nodata_dn0_n,valid_reflectance_n,reflectance_min,reflectance_max,status,target_id,anchor_year,season_phase,s1_selected_date,optical_date,processing_version,mgrs_tile,platform,quantification_value,boa_add_offset
S2A_MSIL2A_20150826T102026_N0500_R065_T32TNQ_20231011T014051,SCL_20m,s3://eodata/Sentinel-2/MSI/L2A_N0500/2015/08/26/S2A_MSIL2A_20150826T102026_N0500_R065_T32TNQ_20231011T014051.SAFE/GRANULE/L2A_T32TNQ_A000920_20150826T102655/IMG_DATA/R20m/T32TNQ_20150826T102026_SCL_20m.jp2,1,EPSG:32632,5490,5490,JP2OpenJPEG,uint8,,0,182,182,0,,,,PASS,2015|late_season|2015-08-26|ascending|15,2015,late_season,2015-08-26,2015-08-26,05.00,32TNQ,S2A,,
S2A_MSIL2A_20150826T102026_N0500_R065_T32TNR_20231011T014051,B02_20m,s3://eodata/Sentinel-2/MSI/L2A_N0500/2015/08/26/S2A_MSIL2A_20150826T102026_N0500_R065_T32TNR_20231011T014051.SAFE/GRANULE/L2A_T32TNR_A000920_20150826T102655/IMG_DATA/R20m/T32TNR_20150826T102026_B02_20m.jp2,1,EPSG:32632,5490,5490,JP2OpenJPEG,uint16,,0,1022,1022,0,1022.0,0.0246,1.0514,PASS,2015|late_season|2015-08-26|ascending|15,2015,late_season,2015-08-26,2015-08-26,05.00,32TNR,S2A,10000.0,-1000.0
S2A_MSIL2A_20150826T102026_N0500_R065_T32TNR_20231011T014051,B03_20m,s3://eodata/Sentinel-2/MSI/L2A_N0500/2015/08/26/S2A_MSIL2A_20150826T102026_N0500_R065_T32TNR_20231011T014051.SAFE/GRANULE/L2A_T32TNR_A000920_20150826T102655/IMG_DATA/R20m/T32TNR_20150826T102026_B03_20m.jp2,1,EPSG:32632,5490,5490,JP2OpenJPEG,uint16,,0,1022,1022,0,1022.0,0.0315,0.9893,PASS,2015|late_season|2015-08-26|ascending|15,2015,late_season,2015-08-26,2015-08-26,05.00,32TNR,S2A,10000.0,-1000.0
S2A_MSIL2A_20150826T102026_N0500_R065_T32TNR_20231011T014051,B04_20m,s3://eodata/Sentinel-2/MSI/L2A_N0500/2015/08/26/S2A_MSIL2A_20150826T102026_N0500_R065_T32TNR_20231011T014051.SAFE/GRANULE/L2A_T32TNR_A000920_20150826T102655/IMG_DATA/R20m/T32TNR_20150826T102026_B04_20m.jp2,1,EPSG:32632,5490,5490,JP2OpenJPEG,uint16,,0,1022,1022,0,1022.0,0.019,0.9391,PASS,2015|late_season|2015-08-26|ascending|15,2015,late_season,2015-08-26,2015-08-26,05.00,32TNR,S2A,10000.0,-1000.0
S2A_MSIL2A_20150826T102026_N0500_R065_T32TNR_20231011T014051,B8A_20m,s3://eodata/Sentinel-2/MSI/L2A_N0500/2015/08/26/S2A_MSIL2A_20150826T102026_N0500_R065_T32TNR_20231011T014051.SAFE/GRANULE/L2A_T32TNR_A000920_20150826T102655/IMG_DATA/R20m/T32TNR_20150826T102026_B8A_20m.jp2,1,EPSG:32632,5490,5490,JP2OpenJPEG,uint16,,0,1022,1022,0,1022.0,0.0334,0.8928,PASS,2015|late_season|2015-08-26|ascending|15,2015,late_season,2015-08-26,2015-08-26,05.00,32TNR,S2A,10000.0,-1000.0
S2A_MSIL2A_20150826T102026_N0500_R065_T32TNR_20231011T014051,B11_20m,s3://eodata/Sentinel-2/MSI/L2A_N0500/2015/08/26/S2A_MSIL2A_20150826T102026_N0500_R065_T32TNR_20231011T014051.SAFE/GRANULE/L2A_T32TNR_A000920_20150826T102655/IMG_DATA/R20m/T32TNR_20150826T102026_B11_20m.jp2,1,EPSG:32632,5490,5490,JP2OpenJPEG,uint16,,0,1022,1022,0,1022.0,0.0201,0.7426,PASS,2015|late_season|2015-08-26|ascending|15,2015,late_season,2015-08-26,2015-08-26,05.00,32TNR,S2A,10000.0,-1000.0
S2A_MSIL2A_20150826T102026_N0500_R065_T32TNR_20231011T014051,B12_20m,s3://eodata/Sentinel-2/MSI/L2A_N0500/2015/08/26/S2A_MSIL2A_20150826T102026_N0500_R065_T32TNR_20231011T014051.SAFE/GRANULE/L2A_T32TNR_A000920_20150826T102655/IMG_DATA/R20m/T32TNR_20150826T102026_B12_20m.jp2,1,EPSG:32632,5490,5490,JP2OpenJPEG,uint16,,0,1022,1022,0,1022.0,0.0116,0.6487,PASS,2015|late_season|2015-08-26|ascending|15,2015,late_season,2015-08-26,2015-08-26,05.00,32TNR,S2A,10000.0,-1000.0
S2A_MSIL2A_20150826T102026_N0500_R065_T32TNR_20231011T014051,SCL_20m,s3://eodata/Sentinel-2/MSI/L2A_N0500/2015/08/26/S2A_MSIL2A_20150826T102026_N0500_R065_T32TNR_20231011T014051.SAFE/GRANULE/L2A_T32TNR_A000920_20150826T102655/IMG_DATA/R20m/T32TNR_20150826T102026_SCL_20m.jp2,1,EPSG:32632,5490,5490,JP2OpenJPEG,uint8,,0,1022,1022,0,,,,PASS,2015|late_season|2015-08-26|ascending|15,2015,late_season,2015-08-26,2015-08-26,05.00,32TNR,S2A,,
S2A_MSIL2A_20150829T103026_N0500_R108_T32TMQ_20231011T023648,B02_20m,s3://eodata/Sentinel-2/MSI/L2A_N0500/2015/08/29/S2A_MSIL2A_20150829T103026_N0500_R108_T32TMQ_20231011T023648.SAFE/GRANULE/L2A_T32TMQ_A000963_20150829T103705/IMG_DATA/R20m/T32TMQ_20150829T103026_B02_20m.jp2,1,EPSG:32632,5490,5490,JP2OpenJPEG,uint16,,0,564,564,511,53.0,0.0237,0.1334,PASS,2015|late_season|2015-08-30|descending|66,2015,late_season,2015-08-30,2015-08-29,05.00,32TMQ,S2A,10000.0,-1000.0
S2A_MSIL2A_20150829T103026_N0500_R108_T32TMQ_20231011T023648,B03_20m,s3://eodata/Sentinel-2/MSI/L2A_N0500/2015/08/29/S2A_MSIL2A_20150829T103026_N0500_R108_T32TMQ_20231011T023648.SAFE/GRANULE/L2A_T32TMQ_A000963_20150829T103705/IMG_DATA/R20m/T32TMQ_20150829T103026_B03_20m.jp2,1,EPSG:32632,5490,5490,JP2OpenJPEG,uint16,,0,564,564,511,53.0,0.0403,0.1829,PASS,2015|late_season|2015-08-30|descending|66,2015,late_season,2015-08-30,2015-08-29,05.00,32TMQ,S2A,10000.0,-1000.0
S2A_MSIL2A_20150829T103026_N0500_R108_T32TMQ_20231011T023648,B04_20m,s3://eodata/Sentinel-2/MSI/L2A_N0500/2015/08/29/S2A_MSIL2A_20150829T103026_N0500_R108_T32TMQ_20231011T023648.SAFE/GRANULE/L2A_T32TMQ_A000963_20150829T103705/IMG_DATA/R20m/T32TMQ_20150829T103026_B04_20m.jp2,1,EPSG:32632,5490,5490,JP2OpenJPEG,uint16,,0,564,564,511,53.0,0.013,0.2147,PASS,2015|late_season|2015-08-30|descending|66,2015,late_season,2015-08-30,2015-08-29,05.00,32TMQ,S2A,10000.0,-1000.0
S2A_MSIL2A_20150829T103026_N0500_R108_T32TMQ_20231011T023648,B8A_20m,s3://eodata/Sentinel-2/MSI/L2A_N0500/2015/08/29/S2A_MSIL2A_20150829T103026_N0500_R108_T32TMQ_20231011T023648.SAFE/GRANULE/L2A_T32TMQ_A000963_20150829T103705/IMG_DATA/R20m/T32TMQ_20150829T103026_B8A_20m.jp2,1,EPSG:32632,5490,5490,JP2OpenJPEG,uint16,,0,564,564,511,53.0,0.0141,0.5348,PASS,2015|late_season|2015-08-30|descending|66,2015,late_season,2015-08-30,2015-08-29,05.00,32TMQ,S2A,10000.0,-1000.0
S2A_MSIL2A_20150829T103026_N0500_R108_T32TMQ_20231011T023648,B11_20m,s3://eodata/Sentinel-2/MSI/L2A_N0500/2015/08/29/S2A_MSIL2A_20150829T103026_N0500_R108_T32TMQ_20231011T023648.SAFE/GRANULE/L2A_T32TMQ_A000963_20150829T103705/IMG_DATA/R20m/T32TMQ_20150829T103026_B11_20m.jp2,1,EPSG:32632,5490,5490,JP2OpenJPEG,uint16,,0,564,564,511,53.0,0.0094,0.3422,PASS,2015|late_season|2015-08-30|descending|66,2015,late_season,2015-08-30,2015-08-29,05.00,32TMQ,S2A,10000.0,-1000.0
