canonical_scene_id,platform,polarization,calibration_xml_href,xml_fetch_attempts,raster_metadata_attempts,xml_bytes_n,calibration_vectors_n,first_vector_line,last_vector_line,min_pixel_lut_points_n,max_pixel_lut_points_n,absolute_calibration_constant,gcp_count,gcp_crs,sample_rows_n,sample_image_row_min,sample_image_row_max,sample_image_col_min,sample_image_col_max,row_outside_lut_support_n,range_outside_lut_support_n,sigma_lut_min,sigma_lut_max,sigma0_finite_n,status
S1B_IW_GRDH_1SDV_20200517T053508_20200517T053533_021617_02909E_1E32_COG,S1B,VH,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2020/05/17/S1B_IW_GRDH_1SDV_20200517T053508_20200517T053533_021617_02909E_1E32_COG.SAFE/annotation/calibration/calibration-s1b-iw-grd-vh-20200517t053508-20200517t053533-021617-02909e-002-cog.xml,1,1,1014835,27,0,17344,647,647,1.393,210,"GEOGCS[""WGS 84"",DATUM[""World Geodetic System 1984"",SPHEROID[""WGS 84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AXIS[""Latitude"",NORTH],AXIS[""Longitude"",EAST]]",661,1,1402,5871,14063,0,0,593.4808875,628.76859,661,PASS
S1B_IW_GRDH_1SDV_20200517T053508_20200517T053533_021617_02909E_1E32_COG,S1B,VV,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2020/05/17/S1B_IW_GRDH_1SDV_20200517T053508_20200517T053533_021617_02909E_1E32_COG.SAFE/annotation/calibration/calibration-s1b-iw-grd-vv-20200517t053508-20200517t053533-021617-02909e-001-cog.xml,1,1,1014835,27,0,17344,647,647,1.393,210,"GEOGCS[""WGS 84"",DATUM[""World Geodetic System 1984"",SPHEROID[""WGS 84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AXIS[""Latitude"",NORTH],AXIS[""Longitude"",EAST]]",661,1,1402,5871,14063,0,0,593.4808875,628.76859,661,PASS
S1B_IW_GRDH_1SDV_20200712T171407_20200712T171431_022441_02A977_2B36_COG,S1B,VH,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2020/07/12/S1B_IW_GRDH_1SDV_20200712T171407_20200712T171431_022441_02A977_2B36_COG.SAFE/annotation/calibration/calibration-s1b-iw-grd-vh-20200712t171407-20200712t171431-022441-02a977-002-cog.xml,1,1,1041457,27,0,17357,664,664,1.393,210,"GEOGCS[""WGS 84"",DATUM[""World Geodetic System 1984"",SPHEROID[""WGS 84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AXIS[""Latitude"",NORTH],AXIS[""Longitude"",EAST]]",1295,14477,16686,3886,12716,0,0,599.67389,639.440615,1295,PASS
S1B_IW_GRDH_1SDV_20200712T171407_20200712T171431_022441_02A977_2B36_COG,S1B,VV,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2020/07/12/S1B_IW_GRDH_1SDV_20200712T171407_20200712T171431_022441_02A977_2B36_COG.SAFE/annotation/calibration/calibration-s1b-iw-grd-vv-20200712t171407-20200712t171431-022441-02a977-001-cog.xml,1,1,1041457,27,0,17357,664,664,1.393,210,"GEOGCS[""WGS 84"",DATUM[""World Geodetic System 1984"",SPHEROID[""WGS 84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AXIS[""Latitude"",NORTH],AXIS[""Longitude"",EAST]]",1295,14477,16686,3886,12716,0,0,599.67389,639.440615,1295,PASS
S1B_IW_GRDH_1SDV_20200712T171407_20200712T171431_022441_02A977_56E1_COG,S1B,VH,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2020/07/12/S1B_IW_GRDH_1SDV_20200712T171407_20200712T171431_022441_02A977_56E1_COG.SAFE/annotation/calibration/calibration-s1b-iw-grd-vh-20200712t171407-20200712t171431-022441-02a977-002-cog.xml,1,1,1041457,27,0,17357,664,664,1.393,210,"GEOGCS[""WGS 84"",DATUM[""World Geodetic System 1984"",SPHEROID[""WGS 84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AXIS[""Latitude"",NORTH],AXIS[""Longitude"",EAST]]",1295,14477,16686,3886,12716,0,0,599.67389,639.440615,1295,PASS
S1B_IW_GRDH_1SDV_20200712T171407_20200712T171431_022441_02A977_56E1_COG,S1B,VV,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2020/07/12/S1B_IW_GRDH_1SDV_20200712T171407_20200712T171431_022441_02A977_56E1_COG.SAFE/annotation/calibration/calibration-s1b-iw-grd-vv-20200712t171407-20200712t171431-022441-02a977-001-cog.xml,1,1,1041457,27,0,17357,664,664,1.393,210,"GEOGCS[""WGS 84"",DATUM[""World Geodetic System 1984"",SPHEROID[""WGS 84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AXIS[""Latitude"",NORTH],AXIS[""Longitude"",EAST]]",1295,14477,16686,3886,12716,0,0,599.67389,639.440615,1295,PASS
S1B_IW_GRDH_1SDV_20200712T171432_20200712T171456_022441_02A977_1D82_COG,S1B,VH,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2020/07/12/S1B_IW_GRDH_1SDV_20200712T171432_20200712T171456_022441_02A977_1D82_COG.SAFE/annotation/calibration/calibration-s1b-iw-grd-vh-20200712t171432-20200712t171456-022441-02a977-002-cog.xml,1,1,1043023,27,0,17357,665,665,1.393,210,"GEOGCS[""WGS 84"",DATUM[""World Geodetic System 1984"",SPHEROID[""WGS 84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AXIS[""Latitude"",NORTH],AXIS[""Longitude"",EAST]]",3035,0,4674,1287,11809,0,0,603.4572000000001,655.1434325,3035,PASS
S1B_IW_GRDH_1SDV_20200712T171432_20200712T171456_022441_02A977_1D82_COG,S1B,VV,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2020/07/12/S1B_IW_GRDH_1SDV_20200712T171432_20200712T171456_022441_02A977_1D82_COG.SAFE/annotation/calibration/calibration-s1b-iw-grd-vv-20200712t171432-20200712t171456-022441-02a977-001-cog.xml,1,1,1043023,27,0,17357,665,665,1.393,210,"GEOGCS[""WGS 84"",DATUM[""World Geodetic System 1984"",SPHEROID[""WGS 84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AXIS[""Latitude"",NORTH],AXIS[""Longitude"",EAST]]",3035,0,4674,1287,11809,0,0,603.4572000000001,655.1434325,3035,PASS
S1B_IW_GRDH_1SDV_20200712T171432_20200712T171456_022441_02A977_675E_COG,S1B,VH,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2020/07/12/S1B_IW_GRDH_1SDV_20200712T171432_20200712T171456_022441_02A977_675E_COG.SAFE/annotation/calibration/calibration-s1b-iw-grd-vh-20200712t171432-20200712t171456-022441-02a977-002-cog.xml,1,1,1043023,27,0,17357,665,665,1.393,210,"GEOGCS[""WGS 84"",DATUM[""World Geodetic System 1984"",SPHEROID[""WGS 84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AXIS[""Latitude"",NORTH],AXIS[""Longitude"",EAST]]",3035,0,4674,1287,11809,0,0,603.4572775,655.1434325,3035,PASS
S1B_IW_GRDH_1SDV_20200712T171432_20200712T171456_022441_02A977_675E_COG,S1B,VV,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2020/07/12/S1B_IW_GRDH_1SDV_20200712T171432_20200712T171456_022441_02A977_675E_COG.SAFE/annotation/calibration/calibration-s1b-iw-grd-vv-20200712t171432-20200712t171456-022441-02a977-001-cog.xml,1,1,1043023,27,0,17357,665,665,1.393,210,"GEOGCS[""WGS 84"",DATUM[""World Geodetic System 1984"",SPHEROID[""WGS 84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AXIS[""Latitude"",NORTH],AXIS[""Longitude"",EAST]]",3035,0,4674,1287,11809,0,0,603.4572775,655.1434325,3035,PASS
S1B_IW_GRDH_1SDV_20200716T053446_20200716T053511_022492_02AB06_1455_COG,S1B,VH,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2020/07/16/S1B_IW_GRDH_1SDV_20200716T053446_20200716T053511_022492_02AB06_1455_COG.SAFE/annotation/calibration/calibration-s1b-iw-grd-vh-20200716t053446-20200716t053511-022492-02ab06-002-cog.xml,1,1,1014835,27,0,17344,647,647,1.393,210,"GEOGCS[""WGS 84"",DATUM[""World Geodetic System 1984"",SPHEROID[""WGS 84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AXIS[""Latitude"",NORTH],AXIS[""Longitude"",EAST]]",3440,12455,16674,2487,14184,0,0,591.58352,645.3276050000001,3440,PASS
S1B_IW_GRDH_1SDV_20200716T053446_20200716T053511_022492_02AB06_1455_COG,S1B,VV,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2020/07/16/S1B_IW_GRDH_1SDV_20200716T053446_20200716T053511_022492_02AB06_1455_COG.SAFE/annotation/calibration/calibration-s1b-iw-grd-vv-20200716t053446-20200716t053511-022492-02ab06-001-cog.xml,1,1,1014835,27,0,17344,647,647,1.393,210,"GEOGCS[""WGS 84"",DATUM[""World Geodetic System 1984"",SPHEROID[""WGS 84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AXIS[""Latitude"",NORTH],AXIS[""Longitude"",EAST]]",3440,12455,16674,2487,14184,0,0,591.58352,645.3276050000001,3440,PASS
S1B_IW_GRDH_1SDV_20200716T053455_20200716T053520_022492_02AB06_34E9_COG,S1B,VH,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2020/07/16/S1B_IW_GRDH_1SDV_20200716T053455_20200716T053520_022492_02AB06_34E9_COG.SAFE/annotation/calibration/calibration-s1b-iw-grd-vh-20200716t053455-20200716t053520-022492-02ab06-002-cog.xml,1,1,1030494,27,0,17326,657,657,1.393,210,"GEOGCS[""WGS 84"",DATUM[""World Geodetic System 1984"",SPHEROID[""WGS 84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AXIS[""Latitude"",NORTH],AXIS[""Longitude"",EAST]]",4331,7047,12910,2392,14203,0,0,592.1089875,646.8235999999999,4331,PASS
S1B_IW_GRDH_1SDV_20200716T053455_20200716T053520_022492_02AB06_34E9_COG,S1B,VV,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2020/07/16/S1B_IW_GRDH_1SDV_20200716T053455_20200716T053520_022492_02AB06_34E9_COG.SAFE/annotation/calibration/calibration-s1b-iw-grd-vv-20200716t053455-20200716t053520-022492-02ab06-001-cog.xml,1,1,1030494,27,0,17326,657,657,1.393,210,"GEOGCS[""WGS 84"",DATUM[""World Geodetic System 1984"",SPHEROID[""WGS 84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AXIS[""Latitude"",NORTH],AXIS[""Longitude"",EAST]]",4331,7047,12910,2392,14203,0,0,592.1089875,646.8235999999999,4331,PASS
S1B_IW_GRDH_1SDV_20200716T053511_20200716T053536_022492_02AB06_E10B_COG,S1B,VH,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2020/07/16/S1B_IW_GRDH_1SDV_20200716T053511_20200716T053536_022492_02AB06_E10B_COG.SAFE/annotation/calibration/calibration-s1b-iw-grd-vh-20200716t053511-20200716t053536-022492-02ab06-002-cog.xml,1,1,1014835,27,0,17344,647,647,1.393,210,"GEOGCS[""WGS 84"",DATUM[""World Geodetic System 1984"",SPHEROID[""WGS 84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AXIS[""Latitude"",NORTH],AXIS[""Longitude"",EAST]]",891,1,1648,5408,14094,0,0,593.37311,631.215,891,PASS
S1B_IW_GRDH_1SDV_20200716T053511_20200716T053536_022492_02AB06_E10B_COG,S1B,VV,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2020/07/16/S1B_IW_GRDH_1SDV_20200716T053511_20200716T053536_022492_02AB06_E10B_COG.SAFE/annotation/calibration/calibration-s1b-iw-grd-vv-20200716t053511-20200716t053536-022492-02ab06-001-cog.xml,1,1,1014835,27,0,17344,647,647,1.393,210,"GEOGCS[""WGS 84"",DATUM[""World Geodetic System 1984"",SPHEROID[""WGS 84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AXIS[""Latitude"",NORTH],AXIS[""Longitude"",EAST]]",891,1,1648,5408,14094,0,0,593.37311,631.215,891,PASS
S1B_IW_GRDH_1SDV_20200829T171409_20200829T171434_023141_02BF02_603C_COG,S1B,VH,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2020/08/29/S1B_IW_GRDH_1SDV_20200829T171409_20200829T171434_023141_02BF02_603C_COG.SAFE/annotation/calibration/calibration-s1b-iw-grd-vh-20200829t171409-20200829t171434-023141-02bf02-002-cog.xml,1,1,1041457,27,0,17357,664,664,1.393,210,"GEOGCS[""WGS 84"",DATUM[""World Geodetic System 1984"",SPHEROID[""WGS 84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AXIS[""Latitude"",NORTH],AXIS[""Longitude"",EAST]]",1298,14474,16686,3889,12719,0,0,599.6539475,639.4123225000001,1298,PASS
S1B_IW_GRDH_1SDV_20200829T171409_20200829T171434_023141_02BF02_603C_COG,S1B,VV,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2020/08/29/S1B_IW_GRDH_1SDV_20200829T171409_20200829T171434_023141_02BF02_603C_COG.SAFE/annotation/calibration/calibration-s1b-iw-grd-vv-20200829t171409-20200829t171434-023141-02bf02-001-cog.xml,1,1,1041457,27,0,17357,664,664,1.393,210,"GEOGCS[""WGS 84"",DATUM[""World Geodetic System 1984"",SPHEROID[""WGS 84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AXIS[""Latitude"",NORTH],AXIS[""Longitude"",EAST]]",1298,14474,16686,3889,12719,0,0,599.6539475,639.4123225000001,1298,PASS
S1B_IW_GRDH_1SDV_20200829T171409_20200829T171434_023141_02BF02_B78B_COG,S1B,VH,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2020/08/29/S1B_IW_GRDH_1SDV_20200829T171409_20200829T171434_023141_02BF02_B78B_COG.SAFE/annotation/calibration/calibration-s1b-iw-grd-vh-20200829t171409-20200829t171434-023141-02bf02-002-cog.xml,1,1,1041457,27,0,17357,664,664,1.393,210,"GEOGCS[""WGS 84"",DATUM[""World Geodetic System 1984"",SPHEROID[""WGS 84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AXIS[""Latitude"",NORTH],AXIS[""Longitude"",EAST]]",1298,14474,16686,3889,12719,0,0,599.6539475,639.4123225000001,1298,PASS
S1B_IW_GRDH_1SDV_20200829T171409_20200829T171434_023141_02BF02_B78B_COG,S1B,VV,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2020/08/29/S1B_IW_GRDH_1SDV_20200829T171409_20200829T171434_023141_02BF02_B78B_COG.SAFE/annotation/calibration/calibration-s1b-iw-grd-vv-20200829t171409-20200829t171434-023141-02bf02-001-cog.xml,1,1,1041457,27,0,17357,664,664,1.393,210,"GEOGCS[""WGS 84"",DATUM[""World Geodetic System 1984"",SPHEROID[""WGS 84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AXIS[""Latitude"",NORTH],AXIS[""Longitude"",EAST]]",1298,14474,16686,3889,12719,0,0,599.6539475,639.4123225000001,1298,PASS
S1B_IW_GRDH_1SDV_20200829T171434_20200829T171459_023141_02BF02_9109_COG,S1B,VH,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2020/08/29/S1B_IW_GRDH_1SDV_20200829T171434_20200829T171459_023141_02BF02_9109_COG.SAFE/annotation/calibration/calibration-s1b-iw-grd-vh-20200829t171434-20200829t171459-023141-02bf02-002-cog.xml,1,1,1043023,27,0,17357,665,665,1.393,210,"GEOGCS[""WGS 84"",DATUM[""World Geodetic System 1984"",SPHEROID[""WGS 84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AXIS[""Latitude"",NORTH],AXIS[""Longitude"",EAST]]",3033,0,4671,1291,11813,0,0,603.4327,655.1054224999999,3033,PASS
S1B_IW_GRDH_1SDV_20200829T171434_20200829T171459_023141_02BF02_9109_COG,S1B,VV,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2020/08/29/S1B_IW_GRDH_1SDV_20200829T171434_20200829T171459_023141_02BF02_9109_COG.SAFE/annotation/calibration/calibration-s1b-iw-grd-vv-20200829t171434-20200829t171459-023141-02bf02-001-cog.xml,1,1,1043023,27,0,17357,665,665,1.393,210,"GEOGCS[""WGS 84"",DATUM[""World Geodetic System 1984"",SPHEROID[""WGS 84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AXIS[""Latitude"",NORTH],AXIS[""Longitude"",EAST]]",3033,0,4671,1291,11813,0,0,603.4327,655.1054224999999,3033,PASS
S1B_IW_GRDH_1SDV_20200829T171434_20200829T171459_023141_02BF02_FAC5_COG,S1B,VH,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2020/08/29/S1B_IW_GRDH_1SDV_20200829T171434_20200829T171459_023141_02BF02_FAC5_COG.SAFE/annotation/calibration/calibration-s1b-iw-grd-vh-20200829t171434-20200829t171459-023141-02bf02-002-cog.xml,1,1,1043023,27,0,17357,665,665,1.393,210,"GEOGCS[""WGS 84"",DATUM[""World Geodetic System 1984"",SPHEROID[""WGS 84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AXIS[""Latitude"",NORTH],AXIS[""Longitude"",EAST]]",3033,0,4671,1291,11813,0,0,603.4327,655.1054775,3033,PASS
S1B_IW_GRDH_1SDV_20200829T171434_20200829T171459_023141_02BF02_FAC5_COG,S1B,VV,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2020/08/29/S1B_IW_GRDH_1SDV_20200829T171434_20200829T171459_023141_02BF02_FAC5_COG.SAFE/annotation/calibration/calibration-s1b-iw-grd-vv-20200829t171434-20200829t171459-023141-02bf02-001-cog.xml,1,1,1043023,27,0,17357,665,665,1.393,210,"GEOGCS[""WGS 84"",DATUM[""World Geodetic System 1984"",SPHEROID[""WGS 84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AXIS[""Latitude"",NORTH],AXIS[""Longitude"",EAST]]",3033,0,4671,1291,11813,0,0,603.4327,655.1054775,3033,PASS
S1B_IW_GRDH_1SDV_20200902T053450_20200902T053515_023192_02C0A1_65BC_COG,S1B,VH,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2020/09/02/S1B_IW_GRDH_1SDV_20200902T053450_20200902T053515_023192_02C0A1_65BC_COG.SAFE/annotation/calibration/calibration-s1b-iw-grd-vh-20200902t053450-20200902t053515-023192-02c0a1-002-cog.xml,1,1,1014835,27,0,17344,647,647,1.393,210,"GEOGCS[""WGS 84"",DATUM[""World Geodetic System 1984"",SPHEROID[""WGS 84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AXIS[""Latitude"",NORTH],AXIS[""Longitude"",EAST]]",3558,12327,16676,2479,14178,0,0,591.56794,645.308895,3558,PASS
S1B_IW_GRDH_1SDV_20200902T053450_20200902T053515_023192_02C0A1_65BC_COG,S1B,VV,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2020/09/02/S1B_IW_GRDH_1SDV_20200902T053450_20200902T053515_023192_02C0A1_65BC_COG.SAFE/annotation/calibration/calibration-s1b-iw-grd-vv-20200902t053450-20200902t053515-023192-02c0a1-001-cog.xml,1,1,1014835,27,0,17344,647,647,1.393,210,"GEOGCS[""WGS 84"",DATUM[""World Geodetic System 1984"",SPHEROID[""WGS 84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AXIS[""Latitude"",NORTH],AXIS[""Longitude"",EAST]]",3558,12327,16676,2479,14178,0,0,591.56794,645.308895,3558,PASS
S1B_IW_GRDH_1SDV_20200902T053457_20200902T053522_023192_02C0A1_694F_COG,S1B,VH,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2020/09/02/S1B_IW_GRDH_1SDV_20200902T053457_20200902T053522_023192_02C0A1_694F_COG.SAFE/annotation/calibration/calibration-s1b-iw-grd-vh-20200902t053457-20200902t053522-023192-02c0a1-002-cog.xml,1,1,1030494,27,0,17326,657,657,1.393,210,"GEOGCS[""WGS 84"",DATUM[""World Geodetic System 1984"",SPHEROID[""WGS 84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AXIS[""Latitude"",NORTH],AXIS[""Longitude"",EAST]]",4331,7045,12908,2387,14199,0,0,592.1275425,646.8596125,4331,PASS
S1B_IW_GRDH_1SDV_20200902T053457_20200902T053522_023192_02C0A1_694F_COG,S1B,VV,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2020/09/02/S1B_IW_GRDH_1SDV_20200902T053457_20200902T053522_023192_02C0A1_694F_COG.SAFE/annotation/calibration/calibration-s1b-iw-grd-vv-20200902t053457-20200902t053522-023192-02c0a1-001-cog.xml,1,1,1030494,27,0,17326,657,657,1.393,210,"GEOGCS[""WGS 84"",DATUM[""World Geodetic System 1984"",SPHEROID[""WGS 84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AXIS[""Latitude"",NORTH],AXIS[""Longitude"",EAST]]",4331,7045,12908,2387,14199,0,0,592.1275425,646.8596125,4331,PASS
S1B_IW_GRDH_1SDV_20200902T053515_20200902T053540_023192_02C0A1_F39C_COG,S1B,VH,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2020/09/02/S1B_IW_GRDH_1SDV_20200902T053515_20200902T053540_023192_02C0A1_F39C_COG.SAFE/annotation/calibration/calibration-s1b-iw-grd-vh-20200902t053515-20200902t053540-023192-02c0a1-002-cog.xml,1,1,1014835,27,0,17344,647,647,1.393,210,"GEOGCS[""WGS 84"",DATUM[""World Geodetic System 1984"",SPHEROID[""WGS 84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AXIS[""Latitude"",NORTH],AXIS[""Longitude"",EAST]]",773,0,1519,5409,14055,0,0,593.50765,631.1963875,773,PASS
S1B_IW_GRDH_1SDV_20200902T053515_20200902T053540_023192_02C0A1_F39C_COG,S1B,VV,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2020/09/02/S1B_IW_GRDH_1SDV_20200902T053515_20200902T053540_023192_02C0A1_F39C_COG.SAFE/annotation/calibration/calibration-s1b-iw-grd-vv-20200902t053515-20200902t053540-023192-02c0a1-001-cog.xml,1,1,1014835,27,0,17344,647,647,1.393,210,"GEOGCS[""WGS 84"",DATUM[""World Geodetic System 1984"",SPHEROID[""WGS 84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AXIS[""Latitude"",NORTH],AXIS[""Longitude"",EAST]]",773,0,1519,5409,14055,0,0,593.50765,631.1963875,773,PASS
S1C_IW_GRDH_1SDV_20250515T053436_20250515T053501_002337_004EE6_613B_COG,S1C,VH,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2025/05/15/S1C_IW_GRDH_1SDV_20250515T053436_20250515T053501_002337_004EE6_613B_COG.SAFE/annotation/calibration/calibration-s1c-iw-grd-vh-20250515t053436-20250515t053501-002337-004ee6-002-cog.xml,1,1,1046153,27,0,17345,667,667,1.0,210,"GEOGCS[""WGS 84"",DATUM[""World Geodetic System 1984"",SPHEROID[""WGS 84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AXIS[""Latitude"",NORTH],AXIS[""Longitude"",EAST]]",4331,5047,10916,2760,14570,0,0,592.36085,645.4179,4331,PASS
S1C_IW_GRDH_1SDV_20250515T053436_20250515T053501_002337_004EE6_613B_COG,S1C,VV,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2025/05/15/S1C_IW_GRDH_1SDV_20250515T053436_20250515T053501_002337_004EE6_613B_COG.SAFE/annotation/calibration/calibration-s1c-iw-grd-vv-20250515t053436-20250515t053501-002337-004ee6-001-cog.xml,1,1,1046153,27,0,17345,667,667,1.0,210,"GEOGCS[""WGS 84"",DATUM[""World Geodetic System 1984"",SPHEROID[""WGS 84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AXIS[""Latitude"",NORTH],AXIS[""Longitude"",EAST]]",4331,5047,10916,2760,14570,0,0,592.36085,645.4179,4331,PASS
S1C_IW_GRDH_1SDV_20250714T053441_20250714T053506_003212_0067EB_EE07_COG,S1C,VH,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2025/07/14/S1C_IW_GRDH_1SDV_20250714T053441_20250714T053506_003212_0067EB_EE07_COG.SAFE/annotation/calibration/calibration-s1c-iw-grd-vh-20250714t053441-20250714t053506-003212-0067eb-002-cog.xml,1,1,1046153,27,0,17345,667,667,0.8995,210,"GEOGCS[""WGS 84"",DATUM[""World Geodetic System 1984"",SPHEROID[""WGS 84"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AXIS[""Latitude"",NORTH],AXIS[""Longitude"",EAST]]",4331,5040,10910,2730,14540,0,0,561.89495,612.278975,4331,PASS
