scene_id,asset_key,title,media_type,roles,href,is_data_role,looks_like_tiff,polarization_asset,asset_rank,is_selected_asset
S1A_IW_GRDH_1SDV_20150830T053449_20150830T053518_007488_00A55C_50E8_COG,schema-product-vh,VH product Schema,application/xml,metadata,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2015/08/30/S1A_IW_GRDH_1SDV_20150830T053449_20150830T053518_007488_00A55C_50E8_COG.SAFE/annotation/s1a-iw-grd-vh-20150830t053449-20150830t053518-007488-00a55c-002-cog.xml,False,False,VH,4,False
S1A_IW_GRDH_1SDV_20150830T053449_20150830T053518_007488_00A55C_50E8_COG,vv,"VV: Vertical transmit, vertical receive",image/tiff; application=geotiff; profile=cloud-optimized,data,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2015/08/30/S1A_IW_GRDH_1SDV_20150830T053449_20150830T053518_007488_00A55C_50E8_COG.SAFE/measurement/s1a-iw-grd-vv-20150830t053449-20150830t053518-007488-00a55c-001-cog.tiff,True,True,VV,1,True
S1A_IW_GRDH_1SDV_20150830T053449_20150830T053518_007488_00A55C_50E8_COG,schema-calibration-vv,VV calibration Schema,application/xml,metadata,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2015/08/30/S1A_IW_GRDH_1SDV_20150830T053449_20150830T053518_007488_00A55C_50E8_COG.SAFE/annotation/calibration/calibration-s1a-iw-grd-vv-20150830t053449-20150830t053518-007488-00a55c-001-cog.xml,False,False,VV,2,False
S1A_IW_GRDH_1SDV_20150830T053449_20150830T053518_007488_00A55C_50E8_COG,schema-noise-vv,VV noise Schema,application/xml,metadata,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2015/08/30/S1A_IW_GRDH_1SDV_20150830T053449_20150830T053518_007488_00A55C_50E8_COG.SAFE/annotation/calibration/noise-s1a-iw-grd-vv-20150830t053449-20150830t053518-007488-00a55c-001-cog.xml,False,False,VV,3,False
S1A_IW_GRDH_1SDV_20150830T053449_20150830T053518_007488_00A55C_50E8_COG,schema-product-vv,VV product Schema,application/xml,metadata,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2015/08/30/S1A_IW_GRDH_1SDV_20150830T053449_20150830T053518_007488_00A55C_50E8_COG.SAFE/annotation/s1a-iw-grd-vv-20150830t053449-20150830t053518-007488-00a55c-001-cog.xml,False,False,VV,4,False
S1A_IW_GRDH_1SDV_20150830T053518_20150830T053543_007488_00A55C_E5D2_COG,vh,"VH: Vertical transmit, horizontal receive",image/tiff; application=geotiff; profile=cloud-optimized,data,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2015/08/30/S1A_IW_GRDH_1SDV_20150830T053518_20150830T053543_007488_00A55C_E5D2_COG.SAFE/measurement/s1a-iw-grd-vh-20150830t053518-20150830t053543-007488-00a55c-002-cog.tiff,True,True,VH,1,True
S1A_IW_GRDH_1SDV_20150830T053518_20150830T053543_007488_00A55C_E5D2_COG,schema-calibration-vh,VH calibration Schema,application/xml,metadata,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2015/08/30/S1A_IW_GRDH_1SDV_20150830T053518_20150830T053543_007488_00A55C_E5D2_COG.SAFE/annotation/calibration/calibration-s1a-iw-grd-vh-20150830t053518-20150830t053543-007488-00a55c-002-cog.xml,False,False,VH,2,False
S1A_IW_GRDH_1SDV_20150830T053518_20150830T053543_007488_00A55C_E5D2_COG,schema-noise-vh,VH noise Schema,application/xml,metadata,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2015/08/30/S1A_IW_GRDH_1SDV_20150830T053518_20150830T053543_007488_00A55C_E5D2_COG.SAFE/annotation/calibration/noise-s1a-iw-grd-vh-20150830t053518-20150830t053543-007488-00a55c-002-cog.xml,False,False,VH,3,False
S1A_IW_GRDH_1SDV_20150830T053518_20150830T053543_007488_00A55C_E5D2_COG,schema-product-vh,VH product Schema,application/xml,metadata,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2015/08/30/S1A_IW_GRDH_1SDV_20150830T053518_20150830T053543_007488_00A55C_E5D2_COG.SAFE/annotation/s1a-iw-grd-vh-20150830t053518-20150830t053543-007488-00a55c-002-cog.xml,False,False,VH,4,False
S1A_IW_GRDH_1SDV_20150830T053518_20150830T053543_007488_00A55C_E5D2_COG,vv,"VV: Vertical transmit, vertical receive",image/tiff; application=geotiff; profile=cloud-optimized,data,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2015/08/30/S1A_IW_GRDH_1SDV_20150830T053518_20150830T053543_007488_00A55C_E5D2_COG.SAFE/measurement/s1a-iw-grd-vv-20150830t053518-20150830t053543-007488-00a55c-001-cog.tiff,True,True,VV,1,True
S1A_IW_GRDH_1SDV_20150830T053518_20150830T053543_007488_00A55C_E5D2_COG,schema-calibration-vv,VV calibration Schema,application/xml,metadata,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2015/08/30/S1A_IW_GRDH_1SDV_20150830T053518_20150830T053543_007488_00A55C_E5D2_COG.SAFE/annotation/calibration/calibration-s1a-iw-grd-vv-20150830t053518-20150830t053543-007488-00a55c-001-cog.xml,False,False,VV,2,False
S1A_IW_GRDH_1SDV_20150830T053518_20150830T053543_007488_00A55C_E5D2_COG,schema-noise-vv,VV noise Schema,application/xml,metadata,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2015/08/30/S1A_IW_GRDH_1SDV_20150830T053518_20150830T053543_007488_00A55C_E5D2_COG.SAFE/annotation/calibration/noise-s1a-iw-grd-vv-20150830t053518-20150830t053543-007488-00a55c-001-cog.xml,False,False,VV,3,False
S1A_IW_GRDH_1SDV_20150830T053518_20150830T053543_007488_00A55C_E5D2_COG,schema-product-vv,VV product Schema,application/xml,metadata,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2015/08/30/S1A_IW_GRDH_1SDV_20150830T053518_20150830T053543_007488_00A55C_E5D2_COG.SAFE/annotation/s1a-iw-grd-vv-20150830t053518-20150830t053543-007488-00a55c-001-cog.xml,False,False,VV,4,False
S1A_IW_GRDH_1SDV_20250517T171511_20250517T171536_059237_0759CE_DB5C_COG,vh,"VH: Vertical transmit, horizontal receive",image/tiff; application=geotiff; profile=cloud-optimized,data,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2025/05/17/S1A_IW_GRDH_1SDV_20250517T171511_20250517T171536_059237_0759CE_DB5C_COG.SAFE/measurement/s1a-iw-grd-vh-20250517t171511-20250517t171536-059237-0759ce-002-cog.tiff,True,True,VH,1,True
S1A_IW_GRDH_1SDV_20250517T171511_20250517T171536_059237_0759CE_DB5C_COG,schema-calibration-vh,VH calibration Schema,application/xml,metadata,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2025/05/17/S1A_IW_GRDH_1SDV_20250517T171511_20250517T171536_059237_0759CE_DB5C_COG.SAFE/annotation/calibration/calibration-s1a-iw-grd-vh-20250517t171511-20250517t171536-059237-0759ce-002-cog.xml,False,False,VH,2,False
S1A_IW_GRDH_1SDV_20250517T171511_20250517T171536_059237_0759CE_DB5C_COG,schema-noise-vh,VH noise Schema,application/xml,metadata,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2025/05/17/S1A_IW_GRDH_1SDV_20250517T171511_20250517T171536_059237_0759CE_DB5C_COG.SAFE/annotation/calibration/noise-s1a-iw-grd-vh-20250517t171511-20250517t171536-059237-0759ce-002-cog.xml,False,False,VH,3,False
S1A_IW_GRDH_1SDV_20250517T171511_20250517T171536_059237_0759CE_DB5C_COG,schema-product-vh,VH product Schema,application/xml,metadata,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2025/05/17/S1A_IW_GRDH_1SDV_20250517T171511_20250517T171536_059237_0759CE_DB5C_COG.SAFE/annotation/s1a-iw-grd-vh-20250517t171511-20250517t171536-059237-0759ce-002-cog.xml,False,False,VH,4,False
S1A_IW_GRDH_1SDV_20250517T171511_20250517T171536_059237_0759CE_DB5C_COG,vv,"VV: Vertical transmit, vertical receive",image/tiff; application=geotiff; profile=cloud-optimized,data,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2025/05/17/S1A_IW_GRDH_1SDV_20250517T171511_20250517T171536_059237_0759CE_DB5C_COG.SAFE/measurement/s1a-iw-grd-vv-20250517t171511-20250517t171536-059237-0759ce-001-cog.tiff,True,True,VV,1,True
S1A_IW_GRDH_1SDV_20250517T171511_20250517T171536_059237_0759CE_DB5C_COG,schema-calibration-vv,VV calibration Schema,application/xml,metadata,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2025/05/17/S1A_IW_GRDH_1SDV_20250517T171511_20250517T171536_059237_0759CE_DB5C_COG.SAFE/annotation/calibration/calibration-s1a-iw-grd-vv-20250517t171511-20250517t171536-059237-0759ce-001-cog.xml,False,False,VV,2,False
S1A_IW_GRDH_1SDV_20250517T171511_20250517T171536_059237_0759CE_DB5C_COG,schema-noise-vv,VV noise Schema,application/xml,metadata,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2025/05/17/S1A_IW_GRDH_1SDV_20250517T171511_20250517T171536_059237_0759CE_DB5C_COG.SAFE/annotation/calibration/noise-s1a-iw-grd-vv-20250517t171511-20250517t171536-059237-0759ce-001-cog.xml,False,False,VV,3,False
S1A_IW_GRDH_1SDV_20250517T171511_20250517T171536_059237_0759CE_DB5C_COG,schema-product-vv,VV product Schema,application/xml,metadata,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2025/05/17/S1A_IW_GRDH_1SDV_20250517T171511_20250517T171536_059237_0759CE_DB5C_COG.SAFE/annotation/s1a-iw-grd-vv-20250517t171511-20250517t171536-059237-0759ce-001-cog.xml,False,False,VV,4,False
S1A_IW_GRDH_1SDV_20250716T171508_20250716T171533_060112_077801_0775_COG,vh,"VH: Vertical transmit, horizontal receive",image/tiff; application=geotiff; profile=cloud-optimized,data,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2025/07/16/S1A_IW_GRDH_1SDV_20250716T171508_20250716T171533_060112_077801_0775_COG.SAFE/measurement/s1a-iw-grd-vh-20250716t171508-20250716t171533-060112-077801-002-cog.tiff,True,True,VH,1,True
S1A_IW_GRDH_1SDV_20250716T171508_20250716T171533_060112_077801_0775_COG,schema-calibration-vh,VH calibration Schema,application/xml,metadata,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2025/07/16/S1A_IW_GRDH_1SDV_20250716T171508_20250716T171533_060112_077801_0775_COG.SAFE/annotation/calibration/calibration-s1a-iw-grd-vh-20250716t171508-20250716t171533-060112-077801-002-cog.xml,False,False,VH,2,False
S1A_IW_GRDH_1SDV_20250716T171508_20250716T171533_060112_077801_0775_COG,schema-noise-vh,VH noise Schema,application/xml,metadata,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2025/07/16/S1A_IW_GRDH_1SDV_20250716T171508_20250716T171533_060112_077801_0775_COG.SAFE/annotation/calibration/noise-s1a-iw-grd-vh-20250716t171508-20250716t171533-060112-077801-002-cog.xml,False,False,VH,3,False
S1A_IW_GRDH_1SDV_20250716T171508_20250716T171533_060112_077801_0775_COG,schema-product-vh,VH product Schema,application/xml,metadata,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2025/07/16/S1A_IW_GRDH_1SDV_20250716T171508_20250716T171533_060112_077801_0775_COG.SAFE/annotation/s1a-iw-grd-vh-20250716t171508-20250716t171533-060112-077801-002-cog.xml,False,False,VH,4,False
S1A_IW_GRDH_1SDV_20250716T171508_20250716T171533_060112_077801_0775_COG,vv,"VV: Vertical transmit, vertical receive",image/tiff; application=geotiff; profile=cloud-optimized,data,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2025/07/16/S1A_IW_GRDH_1SDV_20250716T171508_20250716T171533_060112_077801_0775_COG.SAFE/measurement/s1a-iw-grd-vv-20250716t171508-20250716t171533-060112-077801-001-cog.tiff,True,True,VV,1,True
S1A_IW_GRDH_1SDV_20250716T171508_20250716T171533_060112_077801_0775_COG,schema-calibration-vv,VV calibration Schema,application/xml,metadata,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2025/07/16/S1A_IW_GRDH_1SDV_20250716T171508_20250716T171533_060112_077801_0775_COG.SAFE/annotation/calibration/calibration-s1a-iw-grd-vv-20250716t171508-20250716t171533-060112-077801-001-cog.xml,False,False,VV,2,False
S1A_IW_GRDH_1SDV_20250716T171508_20250716T171533_060112_077801_0775_COG,schema-noise-vv,VV noise Schema,application/xml,metadata,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2025/07/16/S1A_IW_GRDH_1SDV_20250716T171508_20250716T171533_060112_077801_0775_COG.SAFE/annotation/calibration/noise-s1a-iw-grd-vv-20250716t171508-20250716t171533-060112-077801-001-cog.xml,False,False,VV,3,False
S1A_IW_GRDH_1SDV_20250716T171508_20250716T171533_060112_077801_0775_COG,schema-product-vv,VV product Schema,application/xml,metadata,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2025/07/16/S1A_IW_GRDH_1SDV_20250716T171508_20250716T171533_060112_077801_0775_COG.SAFE/annotation/s1a-iw-grd-vv-20250716t171508-20250716t171533-060112-077801-001-cog.xml,False,False,VV,4,False
S1A_IW_GRDH_1SDV_20250902T171508_20250902T171533_060812_07921D_08D0_COG,vh,"VH: Vertical transmit, horizontal receive",image/tiff; application=geotiff; profile=cloud-optimized,data,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2025/09/02/S1A_IW_GRDH_1SDV_20250902T171508_20250902T171533_060812_07921D_08D0_COG.SAFE/measurement/s1a-iw-grd-vh-20250902t171508-20250902t171533-060812-07921d-002-cog.tiff,True,True,VH,1,True
S1A_IW_GRDH_1SDV_20250902T171508_20250902T171533_060812_07921D_08D0_COG,schema-calibration-vh,VH calibration Schema,application/xml,metadata,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2025/09/02/S1A_IW_GRDH_1SDV_20250902T171508_20250902T171533_060812_07921D_08D0_COG.SAFE/annotation/calibration/calibration-s1a-iw-grd-vh-20250902t171508-20250902t171533-060812-07921d-002-cog.xml,False,False,VH,2,False
S1A_IW_GRDH_1SDV_20250902T171508_20250902T171533_060812_07921D_08D0_COG,schema-noise-vh,VH noise Schema,application/xml,metadata,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2025/09/02/S1A_IW_GRDH_1SDV_20250902T171508_20250902T171533_060812_07921D_08D0_COG.SAFE/annotation/calibration/noise-s1a-iw-grd-vh-20250902t171508-20250902t171533-060812-07921d-002-cog.xml,False,False,VH,3,False
S1A_IW_GRDH_1SDV_20250902T171508_20250902T171533_060812_07921D_08D0_COG,schema-product-vh,VH product Schema,application/xml,metadata,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2025/09/02/S1A_IW_GRDH_1SDV_20250902T171508_20250902T171533_060812_07921D_08D0_COG.SAFE/annotation/s1a-iw-grd-vh-20250902t171508-20250902t171533-060812-07921d-002-cog.xml,False,False,VH,4,False
S1A_IW_GRDH_1SDV_20250902T171508_20250902T171533_060812_07921D_08D0_COG,vv,"VV: Vertical transmit, vertical receive",image/tiff; application=geotiff; profile=cloud-optimized,data,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2025/09/02/S1A_IW_GRDH_1SDV_20250902T171508_20250902T171533_060812_07921D_08D0_COG.SAFE/measurement/s1a-iw-grd-vv-20250902t171508-20250902t171533-060812-07921d-001-cog.tiff,True,True,VV,1,True
S1A_IW_GRDH_1SDV_20250902T171508_20250902T171533_060812_07921D_08D0_COG,schema-calibration-vv,VV calibration Schema,application/xml,metadata,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2025/09/02/S1A_IW_GRDH_1SDV_20250902T171508_20250902T171533_060812_07921D_08D0_COG.SAFE/annotation/calibration/calibration-s1a-iw-grd-vv-20250902t171508-20250902t171533-060812-07921d-001-cog.xml,False,False,VV,2,False
S1A_IW_GRDH_1SDV_20250902T171508_20250902T171533_060812_07921D_08D0_COG,schema-noise-vv,VV noise Schema,application/xml,metadata,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2025/09/02/S1A_IW_GRDH_1SDV_20250902T171508_20250902T171533_060812_07921D_08D0_COG.SAFE/annotation/calibration/noise-s1a-iw-grd-vv-20250902t171508-20250902t171533-060812-07921d-001-cog.xml,False,False,VV,3,False
S1A_IW_GRDH_1SDV_20250902T171508_20250902T171533_060812_07921D_08D0_COG,schema-product-vv,VV product Schema,application/xml,metadata,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2025/09/02/S1A_IW_GRDH_1SDV_20250902T171508_20250902T171533_060812_07921D_08D0_COG.SAFE/annotation/s1a-iw-grd-vv-20250902t171508-20250902t171533-060812-07921d-001-cog.xml,False,False,VV,4,False
S1B_IW_GRDH_1SDV_20200513T171403_20200513T171428_021566_028F1C_3676_COG,vh,"VH: Vertical transmit, horizontal receive",image/tiff; application=geotiff; profile=cloud-optimized,data,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2020/05/13/S1B_IW_GRDH_1SDV_20200513T171403_20200513T171428_021566_028F1C_3676_COG.SAFE/measurement/s1b-iw-grd-vh-20200513t171403-20200513t171428-021566-028f1c-002-cog.tiff,True,True,VH,1,True
S1B_IW_GRDH_1SDV_20200513T171403_20200513T171428_021566_028F1C_3676_COG,schema-calibration-vh,VH calibration Schema,application/xml,metadata,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2020/05/13/S1B_IW_GRDH_1SDV_20200513T171403_20200513T171428_021566_028F1C_3676_COG.SAFE/annotation/calibration/calibration-s1b-iw-grd-vh-20200513t171403-20200513t171428-021566-028f1c-002-cog.xml,False,False,VH,2,False
S1B_IW_GRDH_1SDV_20200513T171403_20200513T171428_021566_028F1C_3676_COG,schema-noise-vh,VH noise Schema,application/xml,metadata,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2020/05/13/S1B_IW_GRDH_1SDV_20200513T171403_20200513T171428_021566_028F1C_3676_COG.SAFE/annotation/calibration/noise-s1b-iw-grd-vh-20200513t171403-20200513t171428-021566-028f1c-002-cog.xml,False,False,VH,3,False
S1B_IW_GRDH_1SDV_20200513T171403_20200513T171428_021566_028F1C_3676_COG,schema-product-vh,VH product Schema,application/xml,metadata,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2020/05/13/S1B_IW_GRDH_1SDV_20200513T171403_20200513T171428_021566_028F1C_3676_COG.SAFE/annotation/s1b-iw-grd-vh-20200513t171403-20200513t171428-021566-028f1c-002-cog.xml,False,False,VH,4,False
S1B_IW_GRDH_1SDV_20200513T171403_20200513T171428_021566_028F1C_3676_COG,vv,"VV: Vertical transmit, vertical receive",image/tiff; application=geotiff; profile=cloud-optimized,data,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2020/05/13/S1B_IW_GRDH_1SDV_20200513T171403_20200513T171428_021566_028F1C_3676_COG.SAFE/measurement/s1b-iw-grd-vv-20200513t171403-20200513t171428-021566-028f1c-001-cog.tiff,True,True,VV,1,True
S1B_IW_GRDH_1SDV_20200513T171403_20200513T171428_021566_028F1C_3676_COG,schema-calibration-vv,VV calibration Schema,application/xml,metadata,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2020/05/13/S1B_IW_GRDH_1SDV_20200513T171403_20200513T171428_021566_028F1C_3676_COG.SAFE/annotation/calibration/calibration-s1b-iw-grd-vv-20200513t171403-20200513t171428-021566-028f1c-001-cog.xml,False,False,VV,2,False
S1B_IW_GRDH_1SDV_20200513T171403_20200513T171428_021566_028F1C_3676_COG,schema-noise-vv,VV noise Schema,application/xml,metadata,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2020/05/13/S1B_IW_GRDH_1SDV_20200513T171403_20200513T171428_021566_028F1C_3676_COG.SAFE/annotation/calibration/noise-s1b-iw-grd-vv-20200513t171403-20200513t171428-021566-028f1c-001-cog.xml,False,False,VV,3,False
S1B_IW_GRDH_1SDV_20200513T171403_20200513T171428_021566_028F1C_3676_COG,schema-product-vv,VV product Schema,application/xml,metadata,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2020/05/13/S1B_IW_GRDH_1SDV_20200513T171403_20200513T171428_021566_028F1C_3676_COG.SAFE/annotation/s1b-iw-grd-vv-20200513t171403-20200513t171428-021566-028f1c-001-cog.xml,False,False,VV,4,False
S1B_IW_GRDH_1SDV_20200513T171428_20200513T171453_021566_028F1C_8C3C_COG,vh,"VH: Vertical transmit, horizontal receive",image/tiff; application=geotiff; profile=cloud-optimized,data,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2020/05/13/S1B_IW_GRDH_1SDV_20200513T171428_20200513T171453_021566_028F1C_8C3C_COG.SAFE/measurement/s1b-iw-grd-vh-20200513t171428-20200513t171453-021566-028f1c-002-cog.tiff,True,True,VH,1,True
S1B_IW_GRDH_1SDV_20200513T171428_20200513T171453_021566_028F1C_8C3C_COG,schema-calibration-vh,VH calibration Schema,application/xml,metadata,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2020/05/13/S1B_IW_GRDH_1SDV_20200513T171428_20200513T171453_021566_028F1C_8C3C_COG.SAFE/annotation/calibration/calibration-s1b-iw-grd-vh-20200513t171428-20200513t171453-021566-028f1c-002-cog.xml,False,False,VH,2,False
S1B_IW_GRDH_1SDV_20200513T171428_20200513T171453_021566_028F1C_8C3C_COG,schema-noise-vh,VH noise Schema,application/xml,metadata,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2020/05/13/S1B_IW_GRDH_1SDV_20200513T171428_20200513T171453_021566_028F1C_8C3C_COG.SAFE/annotation/calibration/noise-s1b-iw-grd-vh-20200513t171428-20200513t171453-021566-028f1c-002-cog.xml,False,False,VH,3,False
S1B_IW_GRDH_1SDV_20200513T171428_20200513T171453_021566_028F1C_8C3C_COG,schema-product-vh,VH product Schema,application/xml,metadata,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2020/05/13/S1B_IW_GRDH_1SDV_20200513T171428_20200513T171453_021566_028F1C_8C3C_COG.SAFE/annotation/s1b-iw-grd-vh-20200513t171428-20200513t171453-021566-028f1c-002-cog.xml,False,False,VH,4,False
S1B_IW_GRDH_1SDV_20200513T171428_20200513T171453_021566_028F1C_8C3C_COG,vv,"VV: Vertical transmit, vertical receive",image/tiff; application=geotiff; profile=cloud-optimized,data,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2020/05/13/S1B_IW_GRDH_1SDV_20200513T171428_20200513T171453_021566_028F1C_8C3C_COG.SAFE/measurement/s1b-iw-grd-vv-20200513t171428-20200513t171453-021566-028f1c-001-cog.tiff,True,True,VV,1,True
S1B_IW_GRDH_1SDV_20200513T171428_20200513T171453_021566_028F1C_8C3C_COG,schema-calibration-vv,VV calibration Schema,application/xml,metadata,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2020/05/13/S1B_IW_GRDH_1SDV_20200513T171428_20200513T171453_021566_028F1C_8C3C_COG.SAFE/annotation/calibration/calibration-s1b-iw-grd-vv-20200513t171428-20200513t171453-021566-028f1c-001-cog.xml,False,False,VV,2,False
S1B_IW_GRDH_1SDV_20200513T171428_20200513T171453_021566_028F1C_8C3C_COG,schema-noise-vv,VV noise Schema,application/xml,metadata,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2020/05/13/S1B_IW_GRDH_1SDV_20200513T171428_20200513T171453_021566_028F1C_8C3C_COG.SAFE/annotation/calibration/noise-s1b-iw-grd-vv-20200513t171428-20200513t171453-021566-028f1c-001-cog.xml,False,False,VV,3,False
S1B_IW_GRDH_1SDV_20200513T171428_20200513T171453_021566_028F1C_8C3C_COG,schema-product-vv,VV product Schema,application/xml,metadata,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2020/05/13/S1B_IW_GRDH_1SDV_20200513T171428_20200513T171453_021566_028F1C_8C3C_COG.SAFE/annotation/s1b-iw-grd-vv-20200513t171428-20200513t171453-021566-028f1c-001-cog.xml,False,False,VV,4,False
S1B_IW_GRDH_1SDV_20200517T053443_20200517T053508_021617_02909E_D89D_COG,vh,"VH: Vertical transmit, horizontal receive",image/tiff; application=geotiff; profile=cloud-optimized,data,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2020/05/17/S1B_IW_GRDH_1SDV_20200517T053443_20200517T053508_021617_02909E_D89D_COG.SAFE/measurement/s1b-iw-grd-vh-20200517t053443-20200517t053508-021617-02909e-002-cog.tiff,True,True,VH,1,True
S1B_IW_GRDH_1SDV_20200517T053443_20200517T053508_021617_02909E_D89D_COG,schema-calibration-vh,VH calibration Schema,application/xml,metadata,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2020/05/17/S1B_IW_GRDH_1SDV_20200517T053443_20200517T053508_021617_02909E_D89D_COG.SAFE/annotation/calibration/calibration-s1b-iw-grd-vh-20200517t053443-20200517t053508-021617-02909e-002-cog.xml,False,False,VH,2,False
S1B_IW_GRDH_1SDV_20200517T053443_20200517T053508_021617_02909E_D89D_COG,schema-noise-vh,VH noise Schema,application/xml,metadata,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2020/05/17/S1B_IW_GRDH_1SDV_20200517T053443_20200517T053508_021617_02909E_D89D_COG.SAFE/annotation/calibration/noise-s1b-iw-grd-vh-20200517t053443-20200517t053508-021617-02909e-002-cog.xml,False,False,VH,3,False
S1B_IW_GRDH_1SDV_20200517T053443_20200517T053508_021617_02909E_D89D_COG,schema-product-vh,VH product Schema,application/xml,metadata,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2020/05/17/S1B_IW_GRDH_1SDV_20200517T053443_20200517T053508_021617_02909E_D89D_COG.SAFE/annotation/s1b-iw-grd-vh-20200517t053443-20200517t053508-021617-02909e-002-cog.xml,False,False,VH,4,False
S1B_IW_GRDH_1SDV_20200517T053443_20200517T053508_021617_02909E_D89D_COG,vv,"VV: Vertical transmit, vertical receive",image/tiff; application=geotiff; profile=cloud-optimized,data,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2020/05/17/S1B_IW_GRDH_1SDV_20200517T053443_20200517T053508_021617_02909E_D89D_COG.SAFE/measurement/s1b-iw-grd-vv-20200517t053443-20200517t053508-021617-02909e-001-cog.tiff,True,True,VV,1,True
S1B_IW_GRDH_1SDV_20200517T053443_20200517T053508_021617_02909E_D89D_COG,schema-calibration-vv,VV calibration Schema,application/xml,metadata,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2020/05/17/S1B_IW_GRDH_1SDV_20200517T053443_20200517T053508_021617_02909E_D89D_COG.SAFE/annotation/calibration/calibration-s1b-iw-grd-vv-20200517t053443-20200517t053508-021617-02909e-001-cog.xml,False,False,VV,2,False
S1B_IW_GRDH_1SDV_20200517T053443_20200517T053508_021617_02909E_D89D_COG,schema-noise-vv,VV noise Schema,application/xml,metadata,s3://eodata/Sentinel-1/SAR/IW_GRDH_1S-COG/2020/05/17/S1B_IW_GRDH_1SDV_20200517T053443_20200517T053508_021617_02909E_D89D_COG.SAFE/annotation/calibration/noise-s1b-iw-grd-vv-20200517t053443-20200517t053508-021617-02909e-001-cog.xml,False,False,VV,3,False
