orbit_state,relative_orbit,date,year,scenes_on_date_n,valid_scene_bboxes_n,rice_support_points_n,rice_support_points_covered_n,rice_support_coverage_fraction,rice_support_coverage_pct,all_rice_support_covered,rice_support_ge_99pct_covered,is_primary_track,eligibility_rule
ascending,15,2018-08-10,2018,2,2,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2018-08-16,2018,4,4,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2018-08-22,2018,2,2,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2018-08-28,2018,4,4,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2018-09-03,2018,2,2,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2018-09-09,2018,4,4,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2018-09-15,2018,2,2,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2018-09-21,2018,4,4,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2018-09-27,2018,2,2,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2019-04-01,2019,4,4,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2019-04-07,2019,2,2,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2019-04-13,2019,4,4,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2019-04-19,2019,2,2,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2019-05-01,2019,2,2,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2019-05-07,2019,4,4,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2019-05-13,2019,2,2,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2019-05-19,2019,4,4,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2019-05-25,2019,2,2,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2019-05-31,2019,4,4,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2019-06-06,2019,2,2,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2019-06-12,2019,4,4,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2019-06-18,2019,2,2,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
