orbit_state,relative_orbit,date,year,scenes_on_date_n,valid_scene_bboxes_n,invalid_scene_bboxes_n,study_bbox_coverage_fraction,study_bbox_coverage_pct,full_coverage_ge_99_5pct,high_coverage_ge_95pct
ascending,88,2020-05-18,2020,4,4,0,0.8444745940771256,84.44745940771256,False,False
ascending,88,2020-05-24,2020,4,4,0,0.8677713350881519,86.77713350881518,False,False
ascending,88,2020-05-30,2020,4,4,0,0.8436001741505967,84.36001741505967,False,False
ascending,88,2020-06-05,2020,4,4,0,0.8687554303244637,86.87554303244637,False,False
ascending,88,2020-06-17,2020,4,4,0,0.8679718098516904,86.79718098516904,False,False
ascending,88,2020-06-29,2020,4,4,0,0.867786075879588,86.7786075879588,False,False
ascending,88,2020-07-05,2020,2,2,0,0.8477244483659386,84.77244483659386,False,False
ascending,88,2020-07-11,2020,4,4,0,0.8677259334505263,86.77259334505263,False,False
ascending,88,2020-07-17,2020,2,2,0,0.8473635937915689,84.7363593791569,False,False
ascending,88,2020-07-23,2020,4,4,0,0.8681622608770521,86.8162260877052,False,False
ascending,88,2020-07-29,2020,2,2,0,0.8465045004666397,84.65045004666398,False,False
ascending,88,2020-08-04,2020,4,4,0,0.8680979910263881,86.8097991026388,False,False
ascending,88,2020-08-10,2020,2,2,0,0.8460646352501697,84.60646352501698,False,False
ascending,88,2020-08-16,2020,4,4,0,0.86752722758196,86.752722758196,False,False
ascending,88,2020-08-22,2020,2,2,0,0.8492999441546891,84.92999441546891,False,False
ascending,88,2020-08-28,2020,4,4,0,0.8669594122958202,86.69594122958202,False,False
ascending,88,2020-09-03,2020,2,2,0,0.8659204813153631,86.59204813153632,False,False
ascending,88,2020-09-09,2020,4,4,0,0.8670372436746052,86.70372436746052,False,False
ascending,88,2020-09-15,2020,2,2,0,0.8652571457007129,86.52571457007129,False,False
ascending,88,2020-09-21,2020,4,4,0,0.8673108327636704,86.73108327636704,False,False
ascending,88,2020-09-27,2020,2,2,0,0.864634494670428,86.46344946704279,False,False
ascending,88,2021-04-01,2021,2,2,0,0.8888724832139153,88.88724832139154,False,False
ascending,88,2021-04-07,2021,2,2,0,0.869246282373745,86.9246282373745,False,False
ascending,88,2021-04-13,2021,2,2,0,0.8889184744831979,88.8918474483198,False,False
ascending,88,2021-04-19,2021,2,2,0,0.869063340444987,86.9063340444987,False,False
ascending,88,2021-04-25,2021,2,2,0,0.8894173028654143,88.94173028654143,False,False
ascending,88,2021-05-01,2021,2,2,0,0.8698704067702762,86.98704067702762,False,False
ascending,88,2021-05-07,2021,2,2,0,0.8889544420143037,88.89544420143038,False,False
ascending,88,2021-05-13,2021,2,2,0,0.8694039802981812,86.94039802981813,False,False
ascending,88,2021-05-19,2021,2,2,0,0.8892533852646387,88.92533852646388,False,False
ascending,88,2021-05-25,2021,2,2,0,0.8699223448431915,86.99223448431916,False,False
ascending,88,2021-05-31,2021,2,2,0,0.8890535001327584,88.90535001327584,False,False
ascending,88,2021-06-06,2021,2,2,0,0.8691376834596748,86.91376834596748,False,False
ascending,88,2021-06-12,2021,2,2,0,0.8889096300083362,88.89096300083362,False,False
ascending,88,2021-06-18,2021,2,2,0,0.8689139455046061,86.8913945504606,False,False
ascending,88,2021-06-24,2021,2,2,0,0.8897917189679062,88.97917189679062,False,False
ascending,88,2021-07-06,2021,2,2,0,0.8892787394259097,88.92787394259098,False,False
ascending,88,2021-07-12,2021,2,2,0,0.869991452802514,86.9991452802514,False,False
ascending,88,2021-07-18,2021,2,2,0,0.8882875686097081,88.82875686097081,False,False
ascending,88,2021-07-24,2021,2,2,0,0.8700750984951827,87.00750984951827,False,False
ascending,88,2021-07-30,2021,2,2,0,0.8892893527957445,88.92893527957445,False,False
ascending,88,2021-08-05,2021,2,2,0,0.8700964555537144,87.00964555537143,False,False
ascending,88,2021-08-11,2021,2,2,0,0.8893412403816016,88.93412403816015,False,False
ascending,88,2021-08-17,2021,2,2,0,0.8695911053803007,86.95911053803007,False,False
ascending,88,2021-08-23,2021,2,2,0,0.8893394714866293,88.93394714866292,False,False
ascending,88,2021-08-29,2021,2,2,0,0.868769718021474,86.8769718021474,False,False
ascending,88,2021-09-04,2021,2,2,0,0.8888659972656839,88.88659972656839,False,False
ascending,88,2021-09-10,2021,2,2,0,0.8699154133004864,86.99154133004863,False,False
ascending,88,2021-09-16,2021,2,2,0,0.8887557361457373,88.87557361457374,False,False
ascending,88,2021-09-22,2021,2,2,0,0.8699755632911449,86.99755632911449,False,False
ascending,88,2021-09-28,2021,2,2,0,0.8882144542841827,88.82144542841827,False,False
ascending,88,2022-04-08,2022,2,2,0,0.8887150515613722,88.87150515613722,False,False
ascending,88,2022-04-20,2022,2,2,0,0.8888023170466769,88.8802317046677,False,False
ascending,88,2022-05-02,2022,2,2,0,0.8894709593462445,88.94709593462446,False,False
ascending,88,2022-05-14,2022,2,2,0,0.8886973626116479,88.86973626116479,False,False
ascending,88,2022-05-26,2022,2,2,0,0.8890989017703829,88.90989017703829,False,False
ascending,88,2022-06-07,2022,2,2,0,0.8876525353146163,88.76525353146162,False,False
ascending,88,2022-06-19,2022,2,2,0,0.8887333301427536,88.87333301427536,False,False
ascending,88,2022-07-01,2022,2,2,0,0.8889856924921492,88.89856924921492,False,False
ascending,88,2022-07-13,2022,2,2,0,0.8895570455682342,88.95570455682342,False,False
ascending,88,2022-07-25,2022,2,2,0,0.888776373253749,88.8776373253749,False,False
ascending,88,2022-08-06,2022,2,2,0,0.8878777746077686,88.78777746077687,False,False
ascending,88,2022-08-18,2022,2,2,0,0.8887132826663992,88.87132826663992,False,False
ascending,88,2022-08-30,2022,2,2,0,0.8890405282362933,88.90405282362933,False,False
ascending,88,2022-09-11,2022,2,2,0,0.8887692976738584,88.87692976738583,False,False
ascending,88,2022-09-23,2022,2,2,0,0.8904727435322808,89.04727435322808,False,False
ascending,88,2023-04-03,2023,2,2,0,0.8887993688883897,88.87993688883897,False,False
ascending,88,2023-04-15,2023,2,2,0,0.8878653923429627,88.78653923429627,False,False
ascending,88,2023-04-27,2023,2,2,0,0.888361862198549,88.8361862198549,False,False
ascending,88,2023-05-09,2023,2,2,0,0.8731988944951335,87.31988944951335,False,False
ascending,88,2023-05-21,2023,2,2,0,0.888893120321927,88.8893120321927,False,False
ascending,88,2023-06-02,2023,3,3,0,0.888868355792313,88.8868355792313,False,False
ascending,88,2023-06-14,2023,2,2,0,0.8889909991770665,88.89909991770665,False,False
ascending,88,2023-06-26,2023,2,2,0,0.8897693129649225,88.97693129649224,False,False
ascending,88,2023-07-08,2023,2,2,0,0.8880558433683243,88.80558433683244,False,False
ascending,88,2023-07-20,2023,2,2,0,0.8895145920888968,88.95145920888969,False,False
ascending,88,2023-08-01,2023,2,2,0,0.8895765034129307,88.95765034129307,False,False
ascending,88,2023-08-13,2023,2,2,0,0.8893807457026516,88.93807457026516,False,False
ascending,88,2023-08-25,2023,2,2,0,0.8878589063947301,88.78589063947301,False,False
ascending,88,2023-09-06,2023,2,2,0,0.8879862668327431,88.7986266832743,False,False
ascending,88,2023-09-18,2023,2,2,0,0.8885187042194351,88.85187042194352,False,False
ascending,88,2023-09-30,2023,2,2,0,0.8887521983557921,88.87521983557922,False,False
ascending,88,2024-04-09,2024,2,2,0,0.8908017579971471,89.08017579971471,False,False
ascending,88,2024-04-21,2024,2,2,0,0.8896932504811097,88.96932504811097,False,False
ascending,88,2024-05-03,2024,2,2,0,0.8894526807648631,88.9452680764863,False,False
ascending,88,2024-05-15,2024,2,2,0,0.8907150821434996,89.07150821434996,False,False
ascending,88,2024-05-27,2024,2,2,0,0.8902368908692936,89.02368908692935,False,False
ascending,88,2024-06-08,2024,2,2,0,0.8916136807894788,89.16136807894787,False,False
ascending,88,2024-06-20,2024,2,2,0,0.8913872622330113,89.13872622330113,False,False
ascending,88,2024-07-02,2024,2,2,0,0.8915564865187043,89.15564865187044,False,False
ascending,88,2024-07-14,2024,2,2,0,0.8902374805009516,89.02374805009516,False,False
ascending,88,2024-07-26,2024,2,2,0,0.8912593121633415,89.12593121633415,False,False
ascending,88,2024-08-07,2024,4,4,0,0.8901749795452598,89.01749795452598,False,False
ascending,88,2024-08-19,2024,4,4,0,0.8894131754438132,88.94131754438132,False,False
ascending,88,2024-08-31,2024,2,2,0,0.889216828101876,88.92168281018759,False,False
ascending,88,2024-09-12,2024,1,1,0,0.24538729002873758,24.538729002873758,False,False
ascending,88,2024-09-24,2024,2,2,0,0.8881837934379944,88.81837934379944,False,False
ascending,88,2025-04-04,2025,2,2,0,0.8882286054439616,88.82286054439616,False,False
ascending,88,2025-04-10,2025,2,2,0,0.8336096648152733,83.36096648152733,False,False
ascending,88,2025-04-16,2025,2,2,0,0.8897928982312213,88.97928982312213,False,False
ascending,88,2025-04-22,2025,1,1,0,0.018556135118049065,1.8556135118049064,False,False
ascending,88,2025-04-28,2025,2,2,0,0.8893524433830934,88.93524433830933,False,False
ascending,88,2025-05-04,2025,2,2,0,0.8165294731030063,81.65294731030063,False,False
ascending,88,2025-05-10,2025,2,2,0,0.8901885410733819,89.01885410733819,False,False
ascending,88,2025-05-16,2025,2,2,0,0.8660548393751611,86.60548393751611,False,False
ascending,88,2025-05-22,2025,2,2,0,0.8907422051997427,89.07422051997426,False,False
ascending,88,2025-05-28,2025,2,2,0,0.8635354717421826,86.35354717421826,False,False
ascending,88,2025-06-03,2025,2,2,0,0.8910659129796916,89.10659129796916,False,False
ascending,88,2025-06-09,2025,2,2,0,0.8636834589006387,86.36834589006386,False,False
ascending,88,2025-06-15,2025,2,2,0,0.8914232297641171,89.14232297641172,False,False
ascending,88,2025-06-21,2025,2,2,0,0.8633940045074631,86.33940045074631,False,False
ascending,88,2025-06-27,2025,2,2,0,0.8913678043883149,89.1367804388315,False,False
ascending,88,2025-07-03,2025,2,2,0,0.8632346996618824,86.32346996618824,False,False
ascending,88,2025-07-09,2025,2,2,0,0.891513443407709,89.1513443407709,False,False
ascending,88,2025-07-15,2025,2,2,0,0.8629506271688492,86.29506271688491,False,False
ascending,88,2025-07-21,2025,2,2,0,0.8910081290772601,89.10081290772601,False,False
ascending,88,2025-07-27,2025,2,2,0,0.8637433170034003,86.37433170034004,False,False
ascending,88,2025-08-02,2025,2,2,0,0.8897799263347574,88.97799263347575,False,False
ascending,88,2025-08-08,2025,2,2,0,0.8639082575748112,86.39082575748111,False,False
ascending,88,2025-08-14,2025,2,2,0,0.8895517388833177,88.95517388833177,False,False
ascending,88,2025-08-20,2025,2,2,0,0.8638911121047803,86.38911121047803,False,False
ascending,88,2025-08-26,2025,2,2,0,0.8895234365637585,88.95234365637586,False,False
ascending,88,2025-09-01,2025,2,2,0,0.8627113664445613,86.27113664445612,False,False
ascending,88,2025-09-07,2025,2,2,0,0.8894974927708306,88.94974927708306,False,False
ascending,88,2025-09-13,2025,2,2,0,0.8627317067147402,86.27317067147402,False,False
ascending,88,2025-09-19,2025,2,2,0,0.8889644657524804,88.89644657524805,False,False
ascending,88,2025-09-25,2025,2,2,0,0.8635395202565984,86.35395202565984,False,False
descending,66,2015-05-02,2015,2,2,0,1.0,100.0,True,True
descending,66,2015-05-14,2015,2,2,0,1.0,100.0,True,True
descending,66,2015-06-07,2015,2,2,0,1.0,100.0,True,True
descending,66,2015-06-19,2015,1,1,0,0.799781807460857,79.9781807460857,False,False
descending,66,2015-07-01,2015,2,2,0,1.0,100.0,True,True
descending,66,2015-07-13,2015,2,2,0,1.0,100.0,True,True
descending,66,2015-07-25,2015,2,2,0,1.0,100.0,True,True
descending,66,2015-08-06,2015,2,2,0,1.0,100.0,True,True
descending,66,2015-08-18,2015,2,2,0,1.0,100.0,True,True
descending,66,2015-08-30,2015,2,2,0,1.0,100.0,True,True
descending,66,2015-09-11,2015,2,2,0,1.0,100.0,True,True
descending,66,2015-09-23,2015,2,2,0,1.0,100.0,True,True
descending,66,2016-04-02,2016,1,1,0,1.0,100.0,True,True
descending,66,2016-04-14,2016,2,2,0,1.0,100.0,True,True
descending,66,2016-04-26,2016,1,1,0,1.0,100.0,True,True
descending,66,2016-05-08,2016,2,2,0,1.0,100.0,True,True
descending,66,2016-05-20,2016,1,1,0,1.0,100.0,True,True
descending,66,2016-06-01,2016,2,2,0,1.0,100.0,True,True
descending,66,2016-06-13,2016,1,1,0,1.0,100.0,True,True
descending,66,2016-07-07,2016,2,2,0,1.0,100.0,True,True
descending,66,2016-07-19,2016,2,2,0,1.0,100.0,True,True
descending,66,2016-07-31,2016,1,1,0,1.0,100.0,True,True
descending,66,2016-08-12,2016,2,2,0,1.0,100.0,True,True
descending,66,2016-08-24,2016,2,2,0,1.0,100.0,True,True
descending,66,2016-09-05,2016,2,2,0,1.0,100.0,True,True
descending,66,2016-09-17,2016,2,2,0,1.0,100.0,True,True
descending,66,2016-09-29,2016,2,2,0,1.0,100.0,True,True
descending,66,2017-04-03,2017,2,2,0,1.0,100.0,True,True
descending,66,2017-04-09,2017,2,2,0,1.0,100.0,True,True
descending,66,2017-04-15,2017,2,2,0,1.0,100.0,True,True
descending,66,2017-04-21,2017,2,2,0,1.0,100.0,True,True
descending,66,2017-04-27,2017,2,2,0,1.0,100.0,True,True
descending,66,2017-05-03,2017,2,2,0,1.0,100.0,True,True
descending,66,2017-05-09,2017,1,1,0,1.0,100.0,True,True
descending,66,2017-05-15,2017,2,2,0,1.0,100.0,True,True
descending,66,2017-05-21,2017,1,1,0,1.0,100.0,True,True
descending,66,2017-05-27,2017,1,1,0,1.0,100.0,True,True
descending,66,2017-06-02,2017,1,1,0,1.0,100.0,True,True
descending,66,2017-06-08,2017,2,2,0,1.0,100.0,True,True
descending,66,2017-06-14,2017,1,1,0,1.0,100.0,True,True
descending,66,2017-06-20,2017,2,2,0,1.0,100.0,True,True
descending,66,2017-06-26,2017,1,1,0,1.0,100.0,True,True
descending,66,2017-07-02,2017,2,2,0,1.0,100.0,True,True
descending,66,2017-07-14,2017,2,2,0,1.0,100.0,True,True
descending,66,2017-07-20,2017,1,1,0,1.0,100.0,True,True
descending,66,2017-07-26,2017,2,2,0,1.0,100.0,True,True
descending,66,2017-08-01,2017,1,1,0,1.0,100.0,True,True
descending,66,2017-08-07,2017,2,2,0,1.0,100.0,True,True
descending,66,2017-08-13,2017,1,1,0,1.0,100.0,True,True
descending,66,2017-08-19,2017,2,2,0,1.0,100.0,True,True
descending,66,2017-08-25,2017,1,1,0,1.0,100.0,True,True
descending,66,2017-08-31,2017,2,2,0,1.0,100.0,True,True
descending,66,2017-09-06,2017,1,1,0,1.0,100.0,True,True
descending,66,2017-09-12,2017,2,2,0,1.0,100.0,True,True
descending,66,2017-09-18,2017,1,1,0,1.0,100.0,True,True
descending,66,2017-09-24,2017,2,2,0,1.0,100.0,True,True
descending,66,2017-09-30,2017,1,1,0,1.0,100.0,True,True
descending,66,2018-04-04,2018,2,2,0,1.0,100.0,True,True
descending,66,2018-04-10,2018,2,2,0,1.0,100.0,True,True
descending,66,2018-04-16,2018,2,2,0,1.0,100.0,True,True
descending,66,2018-04-22,2018,2,2,0,1.0,100.0,True,True
descending,66,2018-04-28,2018,2,2,0,1.0,100.0,True,True
descending,66,2018-05-04,2018,2,2,0,1.0,100.0,True,True
descending,66,2018-05-10,2018,2,2,0,1.0,100.0,True,True
descending,66,2018-05-16,2018,1,1,0,1.0,100.0,True,True
descending,66,2018-05-22,2018,2,2,0,1.0,100.0,True,True
descending,66,2018-05-28,2018,1,1,0,1.0,100.0,True,True
descending,66,2018-06-03,2018,2,2,0,1.0,100.0,True,True
descending,66,2018-06-09,2018,1,1,0,1.0,100.0,True,True
descending,66,2018-06-15,2018,2,2,0,1.0,100.0,True,True
descending,66,2018-06-21,2018,1,1,0,1.0,100.0,True,True
descending,66,2018-06-27,2018,2,2,0,1.0,100.0,True,True
descending,66,2018-07-03,2018,1,1,0,1.0,100.0,True,True
descending,66,2018-07-09,2018,2,2,0,1.0,100.0,True,True
descending,66,2018-07-15,2018,1,1,0,1.0,100.0,True,True
descending,66,2018-07-21,2018,2,2,0,1.0,100.0,True,True
descending,66,2018-07-27,2018,1,1,0,1.0,100.0,True,True
descending,66,2018-08-02,2018,4,4,0,1.0,100.0,True,True
descending,66,2018-08-08,2018,3,3,0,1.0,100.0,True,True
descending,66,2018-08-14,2018,4,4,0,1.0,100.0,True,True
descending,66,2018-08-20,2018,2,2,0,1.0,100.0,True,True
descending,66,2018-08-26,2018,4,4,0,1.0,100.0,True,True
descending,66,2018-09-01,2018,2,2,0,1.0,100.0,True,True
descending,66,2018-09-07,2018,4,4,0,1.0,100.0,True,True
descending,66,2018-09-13,2018,2,2,0,1.0,100.0,True,True
descending,66,2018-09-19,2018,4,4,0,1.0,100.0,True,True
descending,66,2018-09-25,2018,2,2,0,1.0,100.0,True,True
descending,66,2019-04-05,2019,4,4,0,1.0,100.0,True,True
descending,66,2019-04-11,2019,4,4,0,1.0,100.0,True,True
descending,66,2019-04-17,2019,4,4,0,1.0,100.0,True,True
descending,66,2019-04-23,2019,4,4,0,1.0,100.0,True,True
descending,66,2019-04-29,2019,4,4,0,1.0,100.0,True,True
descending,66,2019-05-05,2019,4,4,0,1.0,100.0,True,True
descending,66,2019-05-11,2019,4,4,0,1.0,100.0,True,True
descending,66,2019-05-17,2019,4,4,0,1.0,100.0,True,True
descending,66,2019-05-23,2019,4,4,0,1.0,100.0,True,True
descending,66,2019-05-29,2019,4,4,0,1.0,100.0,True,True
descending,66,2019-06-04,2019,4,4,0,1.0,100.0,True,True
descending,66,2019-06-10,2019,4,4,0,1.0,100.0,True,True
descending,66,2019-06-16,2019,4,4,0,1.0,100.0,True,True
descending,66,2019-06-22,2019,4,4,0,1.0,100.0,True,True
descending,66,2019-06-28,2019,4,4,0,1.0,100.0,True,True
descending,66,2019-07-04,2019,4,4,0,1.0,100.0,True,True
descending,66,2019-07-10,2019,3,3,0,1.0,100.0,True,True
descending,66,2019-07-16,2019,4,4,0,1.0,100.0,True,True
descending,66,2019-07-22,2019,3,3,0,1.0,100.0,True,True
descending,66,2019-07-28,2019,4,4,0,1.0,100.0,True,True
descending,66,2019-08-03,2019,3,3,0,1.0,100.0,True,True
descending,66,2019-08-09,2019,4,4,0,1.0,100.0,True,True
descending,66,2019-08-15,2019,3,3,0,1.0,100.0,True,True
descending,66,2019-08-21,2019,4,4,0,1.0,100.0,True,True
descending,66,2019-08-27,2019,3,3,0,1.0,100.0,True,True
descending,66,2019-09-02,2019,4,4,0,1.0,100.0,True,True
descending,66,2019-09-08,2019,3,3,0,1.0,100.0,True,True
descending,66,2019-09-20,2019,3,3,0,1.0,100.0,True,True
descending,66,2019-09-26,2019,4,4,0,1.0,100.0,True,True
descending,66,2020-04-05,2020,4,4,0,1.0,100.0,True,True
descending,66,2020-04-11,2020,2,2,0,1.0,100.0,True,True
descending,66,2020-04-17,2020,4,4,0,1.0,100.0,True,True
descending,66,2020-04-23,2020,2,2,0,1.0,100.0,True,True
descending,66,2020-04-29,2020,4,4,0,1.0,100.0,True,True
descending,66,2020-05-05,2020,2,2,0,1.0,100.0,True,True
descending,66,2020-05-11,2020,4,4,0,1.0,100.0,True,True
descending,66,2020-05-17,2020,3,3,0,1.0,100.0,True,True
descending,66,2020-05-23,2020,4,4,0,1.0,100.0,True,True
descending,66,2020-05-29,2020,3,3,0,1.0,100.0,True,True
descending,66,2020-06-04,2020,4,4,0,1.0,100.0,True,True
descending,66,2020-06-10,2020,3,3,0,1.0,100.0,True,True
descending,66,2020-06-16,2020,4,4,0,1.0,100.0,True,True
descending,66,2020-06-22,2020,3,3,0,1.0,100.0,True,True
descending,66,2020-06-28,2020,4,4,0,1.0,100.0,True,True
descending,66,2020-07-04,2020,3,3,0,1.0,100.0,True,True
descending,66,2020-07-10,2020,4,4,0,1.0,100.0,True,True
descending,66,2020-07-16,2020,3,3,0,1.0,100.0,True,True
descending,66,2020-07-22,2020,4,4,0,1.0,100.0,True,True
descending,66,2020-07-28,2020,3,3,0,1.0,100.0,True,True
descending,66,2020-08-03,2020,4,4,0,1.0,100.0,True,True
descending,66,2020-08-09,2020,3,3,0,1.0,100.0,True,True
descending,66,2020-08-15,2020,4,4,0,1.0,100.0,True,True
descending,66,2020-08-21,2020,3,3,0,1.0,100.0,True,True
descending,66,2020-08-27,2020,4,4,0,1.0,100.0,True,True
descending,66,2020-09-02,2020,3,3,0,1.0,100.0,True,True
descending,66,2020-09-08,2020,4,4,0,1.0,100.0,True,True
descending,66,2020-09-14,2020,3,3,0,1.0,100.0,True,True
descending,66,2020-09-20,2020,4,4,0,1.0,100.0,True,True
descending,66,2020-09-26,2020,3,3,0,1.0,100.0,True,True
descending,66,2021-04-06,2021,1,1,0,1.0,100.0,True,True
descending,66,2021-04-12,2021,2,2,0,1.0,100.0,True,True
descending,66,2021-04-18,2021,1,1,0,1.0,100.0,True,True
descending,66,2021-04-24,2021,2,2,0,1.0,100.0,True,True
descending,66,2021-04-30,2021,1,1,0,1.0,100.0,True,True
descending,66,2021-05-06,2021,2,2,0,1.0,100.0,True,True
descending,66,2021-05-12,2021,1,1,0,1.0,100.0,True,True
descending,66,2021-05-18,2021,2,2,0,1.0,100.0,True,True
descending,66,2021-05-24,2021,1,1,0,1.0,100.0,True,True
descending,66,2021-05-30,2021,2,2,0,1.0,100.0,True,True
descending,66,2021-06-05,2021,1,1,0,1.0,100.0,True,True
descending,66,2021-06-11,2021,2,2,0,1.0,100.0,True,True
descending,66,2021-06-17,2021,1,1,0,1.0,100.0,True,True
descending,66,2021-06-23,2021,2,2,0,1.0,100.0,True,True
descending,66,2021-06-29,2021,1,1,0,1.0,100.0,True,True
descending,66,2021-07-05,2021,2,2,0,1.0,100.0,True,True
descending,66,2021-07-11,2021,1,1,0,1.0,100.0,True,True
descending,66,2021-07-17,2021,2,2,0,1.0,100.0,True,True
descending,66,2021-07-23,2021,1,1,0,1.0,100.0,True,True
descending,66,2021-07-29,2021,2,2,0,1.0,100.0,True,True
descending,66,2021-08-04,2021,1,1,0,1.0,100.0,True,True
descending,66,2021-08-10,2021,2,2,0,1.0,100.0,True,True
descending,66,2021-08-22,2021,2,2,0,1.0,100.0,True,True
descending,66,2021-08-28,2021,1,1,0,1.0,100.0,True,True
descending,66,2021-09-03,2021,2,2,0,1.0,100.0,True,True
descending,66,2021-09-09,2021,1,1,0,1.0,100.0,True,True
descending,66,2021-09-15,2021,2,2,0,1.0,100.0,True,True
descending,66,2021-09-21,2021,1,1,0,1.0,100.0,True,True
descending,66,2021-09-27,2021,2,2,0,1.0,100.0,True,True
descending,66,2022-04-07,2022,2,2,0,1.0,100.0,True,True
descending,66,2022-04-19,2022,2,2,0,1.0,100.0,True,True
descending,66,2022-05-01,2022,2,2,0,1.0,100.0,True,True
descending,66,2022-05-13,2022,2,2,0,1.0,100.0,True,True
descending,66,2022-05-25,2022,2,2,0,1.0,100.0,True,True
descending,66,2022-06-06,2022,2,2,0,1.0,100.0,True,True
descending,66,2022-06-18,2022,2,2,0,1.0,100.0,True,True
descending,66,2022-06-30,2022,2,2,0,1.0,100.0,True,True
descending,66,2022-07-12,2022,2,2,0,1.0,100.0,True,True
descending,66,2022-07-24,2022,2,2,0,1.0,100.0,True,True
descending,66,2022-08-05,2022,2,2,0,1.0,100.0,True,True
descending,66,2022-08-17,2022,2,2,0,1.0,100.0,True,True
descending,66,2022-08-29,2022,2,2,0,1.0,100.0,True,True
descending,66,2022-09-10,2022,2,2,0,1.0,100.0,True,True
descending,66,2022-09-22,2022,2,2,0,1.0,100.0,True,True
descending,66,2023-04-02,2023,2,2,0,1.0,100.0,True,True
descending,66,2023-04-14,2023,2,2,0,1.0,100.0,True,True
descending,66,2023-04-26,2023,2,2,0,1.0,100.0,True,True
descending,66,2023-05-08,2023,2,2,0,1.0,100.0,True,True
descending,66,2023-05-20,2023,2,2,0,1.0,100.0,True,True
descending,66,2023-06-01,2023,2,2,0,1.0,100.0,True,True
descending,66,2023-06-13,2023,2,2,0,1.0,100.0,True,True
descending,66,2023-06-25,2023,2,2,0,1.0,100.0,True,True
descending,66,2023-07-07,2023,2,2,0,1.0,100.0,True,True
descending,66,2023-07-19,2023,2,2,0,1.0,100.0,True,True
descending,66,2023-07-31,2023,2,2,0,1.0,100.0,True,True
descending,66,2023-08-12,2023,2,2,0,1.0,100.0,True,True
descending,66,2023-08-24,2023,2,2,0,1.0,100.0,True,True
descending,66,2023-09-05,2023,2,2,0,1.0,100.0,True,True
descending,66,2023-09-17,2023,2,2,0,1.0,100.0,True,True
descending,66,2023-09-29,2023,2,2,0,1.0,100.0,True,True
descending,66,2024-04-08,2024,2,2,0,1.0,100.0,True,True
descending,66,2024-04-20,2024,2,2,0,1.0,100.0,True,True
descending,66,2024-05-02,2024,2,2,0,1.0,100.0,True,True
descending,66,2024-05-14,2024,2,2,0,1.0,100.0,True,True
descending,66,2024-05-26,2024,2,2,0,1.0,100.0,True,True
descending,66,2024-06-07,2024,2,2,0,1.0,100.0,True,True
descending,66,2024-06-19,2024,2,2,0,1.0,100.0,True,True
descending,66,2024-07-01,2024,2,2,0,1.0,100.0,True,True
descending,66,2024-07-13,2024,2,2,0,1.0,100.0,True,True
descending,66,2024-07-25,2024,2,2,0,1.0,100.0,True,True
descending,66,2024-08-06,2024,2,2,0,1.0,100.0,True,True
descending,66,2024-08-18,2024,4,4,0,1.0,100.0,True,True
descending,66,2024-08-30,2024,2,2,0,1.0,100.0,True,True
descending,66,2024-09-11,2024,2,2,0,1.0,100.0,True,True
descending,66,2024-09-23,2024,2,2,0,1.0,100.0,True,True
descending,66,2025-04-03,2025,2,2,0,1.0,100.0,True,True
descending,66,2025-04-15,2025,2,2,0,1.0,100.0,True,True
descending,66,2025-04-21,2025,1,1,0,0.8216016872252929,82.16016872252929,False,False
descending,66,2025-04-27,2025,2,2,0,1.0,100.0,True,True
descending,66,2025-05-03,2025,1,1,0,1.0,100.0,True,True
descending,66,2025-05-09,2025,2,2,0,1.0,100.0,True,True
descending,66,2025-05-15,2025,1,1,0,1.0,100.0,True,True
descending,66,2025-05-21,2025,2,2,0,1.0,100.0,True,True
descending,66,2025-05-27,2025,1,1,0,1.0,100.0,True,True
descending,66,2025-06-02,2025,2,2,0,1.0,100.0,True,True
descending,66,2025-06-08,2025,1,1,0,1.0,100.0,True,True
descending,66,2025-06-14,2025,2,2,0,1.0,100.0,True,True
descending,66,2025-06-20,2025,1,1,0,1.0,100.0,True,True
descending,66,2025-06-26,2025,2,2,0,1.0,100.0,True,True
descending,66,2025-07-02,2025,1,1,0,1.0,100.0,True,True
descending,66,2025-07-08,2025,2,2,0,1.0,100.0,True,True
descending,66,2025-07-14,2025,1,1,0,1.0,100.0,True,True
descending,66,2025-07-20,2025,2,2,0,1.0,100.0,True,True
descending,66,2025-07-26,2025,1,1,0,1.0,100.0,True,True
descending,66,2025-08-01,2025,2,2,0,1.0,100.0,True,True
descending,66,2025-08-13,2025,2,2,0,1.0,100.0,True,True
descending,66,2025-08-19,2025,1,1,0,1.0,100.0,True,True
descending,66,2025-08-25,2025,2,2,0,1.0,100.0,True,True
descending,66,2025-08-31,2025,1,1,0,1.0,100.0,True,True
descending,66,2025-09-06,2025,2,2,0,1.0,100.0,True,True
descending,66,2025-09-12,2025,1,1,0,1.0,100.0,True,True
descending,66,2025-09-18,2025,2,2,0,1.0,100.0,True,True
descending,66,2025-09-24,2025,1,1,0,1.0,100.0,True,True
descending,66,2025-09-30,2025,2,2,0,1.0,100.0,True,True
descending,168,2015-04-03,2015,2,2,0,0.6598339980251201,65.98339980251201,False,False
descending,168,2015-04-15,2015,2,2,0,0.7013485350547347,70.13485350547347,False,False
descending,168,2015-04-27,2015,2,2,0,0.7007212431859129,70.07212431859129,False,False
descending,168,2015-05-09,2015,1,1,0,0.6872383307155029,68.72383307155029,False,False
