year,treatment,date,irrigation_inflow_mm,irrigation_outflow_mm,net_irrigation_calculated_mm,net_irrigation_reported_mm,difference_mm,absolute_difference_mm
2020,AWD,2020-07-12,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-07-13,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-07-14,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-07-15,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-07-16,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-07-17,95.4882659877769,0.0,95.4882659877769,95.4882659877769,0.0,0.0
2020,AWD,2020-07-18,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-07-19,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-07-20,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-07-21,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-07-22,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-07-23,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-07-24,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-07-25,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-07-26,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-07-27,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-07-28,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-07-29,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-07-30,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-07-31,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-08-02,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-08-03,68.0113850554462,0.0,68.0113850554462,68.0113850554462,0.0,0.0
2020,AWD,2020-08-04,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-08-05,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-08-06,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-08-07,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-08-08,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-08-09,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-08-10,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-08-11,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-08-12,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-08-13,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-08-14,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-08-15,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-08-16,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-08-17,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-08-18,68.767323435991,0.0,68.767323435991,68.767323435991,0.0,0.0
2020,AWD,2020-08-19,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-08-20,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-08-21,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-08-22,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-08-23,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-08-24,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-08-25,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-08-26,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-08-27,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-08-28,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-08-29,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-08-30,0.0,0.0186826439703384,-0.0186826439703384,-0.0186826439703384,0.0,0.0
2020,AWD,2020-08-31,0.0,54.0399371322472,-54.0399371322472,-54.0399371322472,0.0,0.0
2020,AWD,2020-09-01,0.0,0.0686413418536775,-0.0686413418536775,-0.0686413418536775,0.0,0.0
2020,AWD,2020-09-02,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-09-03,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-09-04,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-09-05,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-09-06,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-09-07,0.0,0.189368267604577,-0.189368267604577,-0.189368267604577,0.0,0.0
2020,AWD,2020-09-08,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-09-09,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-09-10,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-09-11,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-09-12,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-09-13,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-09-14,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-09-15,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-09-16,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-09-17,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-09-18,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-09-19,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-09-20,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-09-21,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-09-22,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-09-23,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-09-24,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-09-25,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-09-26,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-09-27,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-09-28,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-09-29,0.0,0.0,0.0,0.0,0.0,0.0
2020,AWD,2020-09-30,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-04-24,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-04-25,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-04-26,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-04-27,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-04-28,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-04-29,2.79434452296701,5.34510943550619,-2.55076491253918,-2.55076491253918,0.0,0.0
2020,DFL,2020-04-30,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-05-02,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-05-03,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-05-04,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-05-05,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-05-06,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-05-07,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-05-08,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-05-09,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-05-10,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-05-11,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-05-12,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-05-13,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-05-14,0.0,28.3085280203432,-28.3085280203432,-28.3085280203432,0.0,0.0
2020,DFL,2020-05-15,0.0,11.3816958211961,-11.3816958211961,-11.3816958211961,0.0,0.0
2020,DFL,2020-05-16,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-05-17,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-05-18,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-05-19,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-05-20,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-05-21,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-05-22,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-05-23,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-05-24,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-05-25,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-05-26,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-05-27,116.48794744218,0.0,116.48794744218,116.48794744218,0.0,0.0
2020,DFL,2020-05-28,35.5328676067766,0.0,35.5328676067766,35.5328676067766,0.0,0.0
2020,DFL,2020-05-29,21.1855224375253,0.0,21.1855224375253,21.1855224375253,0.0,0.0
2020,DFL,2020-05-30,10.9325819390048,0.0,10.9325819390048,10.9325819390048,0.0,0.0
2020,DFL,2020-05-31,15.5548876916049,0.0,15.5548876916049,15.5548876916049,0.0,0.0
2020,DFL,2020-06-01,40.0923262927194,0.0,40.0923262927194,40.0923262927194,0.0,0.0
2020,DFL,2020-06-02,0.287795557672623,0.0,0.287795557672623,0.287795557672623,0.0,0.0
2020,DFL,2020-06-03,23.2759525608508,0.0,23.2759525608508,23.2759525608508,0.0,0.0
2020,DFL,2020-06-04,11.5842774873042,0.0,11.5842774873042,11.5842774873042,0.0,0.0
2020,DFL,2020-06-05,10.8368007398666,0.0,10.8368007398666,10.8368007398666,0.0,0.0
2020,DFL,2020-06-06,8.85520652687308,0.0,8.85520652687308,8.85520652687308,0.0,0.0
2020,DFL,2020-06-07,10.7867828087757,0.0,10.7867828087757,10.7867828087757,0.0,0.0
2020,DFL,2020-06-08,9.21746939469247,0.144899946834418,9.07256944785805,9.07256944785805,0.0,0.0
2020,DFL,2020-06-09,8.78931466911349,0.0,8.78931466911349,8.78931466911349,0.0,0.0
2020,DFL,2020-06-10,10.861403107744,0.0,10.861403107744,10.861403107744,0.0,0.0
2020,DFL,2020-06-11,22.5447877527656,0.0,22.5447877527656,22.5447877527656,0.0,0.0
2020,DFL,2020-06-12,8.31786678975517,0.0,8.31786678975517,8.31786678975517,0.0,0.0
2020,DFL,2020-06-13,6.13075532971573,0.0,6.13075532971573,6.13075532971573,0.0,0.0
2020,DFL,2020-06-14,5.98296561300087,0.0472053298980001,5.93576028310287,5.93576028310287,0.0,0.0
2020,DFL,2020-06-15,13.5989785938959,0.0,13.5989785938959,13.5989785938959,0.0,0.0
2020,DFL,2020-06-16,14.9851287482428,0.0019191674021527,14.9832095808406,14.9832095808406,0.0,0.0
2020,DFL,2020-06-17,9.17039914630187,0.0,9.17039914630187,9.17039914630187,0.0,0.0
2020,DFL,2020-06-18,30.4533692394944,0.0,30.4533692394944,30.4533692394944,0.0,0.0
2020,DFL,2020-06-19,19.1735790308106,0.202702932636842,18.9708760981738,18.9708760981738,0.0,0.0
2020,DFL,2020-06-20,8.85282025846407,0.462625818962914,8.39019443950115,8.39019443950115,0.0,0.0
2020,DFL,2020-06-21,10.2863579505348,0.934133979599651,9.35222397093515,9.35222397093515,0.0,0.0
2020,DFL,2020-06-22,53.1051802530226,9.0780323967422,44.0271478562804,44.0271478562804,0.0,0.0
2020,DFL,2020-06-23,17.2455314428794,9.66659255626465,7.57893888661475,7.57893888661475,0.0,0.0
2020,DFL,2020-06-24,12.1524341953037,1.90201243274083,10.2504217625629,10.2504217625629,0.0,0.0
2020,DFL,2020-06-25,17.6791158184567,2.11230664934789,15.5668091691088,15.5668091691088,0.0,0.0
2020,DFL,2020-06-26,16.7956611078719,4.40204608397624,12.3936150238957,12.3936150238957,0.0,0.0
2020,DFL,2020-06-27,23.0378588070611,6.88292651838634,16.1549322886748,16.1549322886748,0.0,0.0
2020,DFL,2020-06-28,17.2900508740968,6.88292651838634,10.4071243557105,10.4071243557105,0.0,0.0
2020,DFL,2020-06-29,27.5925507664129,11.4715441973106,16.1210065691023,16.1210065691023,0.0,0.0
2020,DFL,2020-06-30,28.0618578445866,13.7658530367727,14.2960048078139,14.2960048078139,0.0,0.0
2020,DFL,2020-07-01,18.0591414740371,8.89044675291569,9.16869472112141,9.16869472112141,0.0,0.0
2020,DFL,2020-07-02,11.8762006932615,12.5709013934295,-0.694700700167999,-0.694700700167999,0.0,0.0
2020,DFL,2020-07-03,13.7485434970319,13.936387281473,-0.1878437844411,-0.1878437844411,0.0,0.0
2020,DFL,2020-07-04,16.0718762448143,10.4677840800459,5.6040921647684,5.6040921647684,0.0,0.0
2020,DFL,2020-07-05,6.6933286888898,3.44146325919317,3.25186542969663,3.25186542969663,0.0,0.0
2020,DFL,2020-07-06,1.27895809857233,80.8836540742678,-79.6046959756955,-79.6046959756955,0.0,0.0
2020,DFL,2020-07-07,0.0,0.0323938556184882,-0.0323938556184882,-0.0323938556184882,0.0,0.0
2020,DFL,2020-07-08,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-07-09,128.650635138554,5.21086239271646,123.439772745838,123.439772745838,0.0,0.0
2020,DFL,2020-07-10,14.7323659984008,6.14812080814253,8.58424519025827,8.58424519025827,0.0,0.0
2020,DFL,2020-07-11,6.26739263137326,0.680246391358294,5.58714624001497,5.58714624001497,0.0,0.0
2020,DFL,2020-07-12,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-07-13,30.2181985194059,0.0,30.2181985194059,30.2181985194059,0.0,0.0
2020,DFL,2020-07-14,9.57888333458268,0.0,9.57888333458268,9.57888333458268,0.0,0.0
2020,DFL,2020-07-15,10.1186653375288,0.0,10.1186653375288,10.1186653375288,0.0,0.0
2020,DFL,2020-07-16,31.5557952326766,7.31310942578549,24.2426858068911,24.2426858068911,0.0,0.0
2020,DFL,2020-07-17,23.6250173984306,11.7009750812568,11.9240423171738,11.9240423171738,0.0,0.0
2020,DFL,2020-07-18,25.0712238699666,12.6453810337933,12.4258428361733,12.4258428361733,0.0,0.0
2020,DFL,2020-07-19,40.291677491636,18.5957074241006,21.6959700675354,21.6959700675354,0.0,0.0
2020,DFL,2020-07-20,34.4157671787437,18.3257918552036,16.0899753235401,16.0899753235401,0.0,0.0
2020,DFL,2020-07-21,23.8407441435849,11.7009750812568,12.1397690623281,12.1397690623281,0.0,0.0
2020,DFL,2020-07-22,24.9482026810875,11.7009750812568,13.2472275998307,13.2472275998307,0.0,0.0
2020,DFL,2020-07-23,20.7472540137301,11.7009750812568,9.0462789324733,9.0462789324733,0.0,0.0
2020,DFL,2020-07-24,24.7439529004313,27.4255595411863,-2.681606640755,-2.681606640755,0.0,0.0
2020,DFL,2020-07-25,27.4785753636533,14.4541456886113,13.024429675042,13.024429675042,0.0,0.0
2020,DFL,2020-07-26,28.9761427925362,14.4541456886113,14.5219971039249,14.5219971039249,0.0,0.0
2020,DFL,2020-07-27,24.5999935696808,14.4541456886113,10.1458478810695,10.1458478810695,0.0,0.0
2020,DFL,2020-07-28,26.2446378423504,14.4541456886113,11.7904921537391,11.7904921537391,0.0,0.0
2020,DFL,2020-07-29,33.1839278914568,14.4541456886113,18.7297822028455,18.7297822028455,0.0,0.0
2020,DFL,2020-07-30,28.9527991483384,14.4541456886113,14.4986534597271,14.4986534597271,0.0,0.0
2020,DFL,2020-07-31,21.8798275624619,14.4541456886113,7.4256818738506,7.4256818738506,0.0,0.0
2020,DFL,2020-08-01,14.3282932509332,4.81804856287043,9.51024468806277,9.51024468806277,0.0,0.0
2020,DFL,2020-08-02,8.54406399581434,9.10152488727566,-0.55746089146132,-0.55746089146132,0.0,0.0
2020,DFL,2020-08-03,22.4016549562601,17.6152632001098,4.7863917561503,4.7863917561503,0.0,0.0
2020,DFL,2020-08-04,26.5576641872204,15.1424383404499,11.4152258467705,11.4152258467705,0.0,0.0
2020,DFL,2020-08-05,25.178162281085,12.2745522911223,12.9036099899627,12.9036099899627,0.0,0.0
2020,DFL,2020-08-06,23.3707377962359,11.7009750812568,11.6697627149791,11.6697627149791,0.0,0.0
2020,DFL,2020-08-07,15.3210009160235,7.22707284430566,8.09392807171784,8.09392807171784,0.0,0.0
2020,DFL,2020-08-08,6.07751211140889,3.44146325919317,2.63604885221572,2.63604885221572,0.0,0.0
2020,DFL,2020-08-09,0.0,3.44146325919317,-3.44146325919317,-3.44146325919317,0.0,0.0
2020,DFL,2020-08-10,39.2274424236346,8.46026384551656,30.767178578118,30.767178578118,0.0,0.0
2020,DFL,2020-08-11,26.0336502869671,13.4790644318399,12.5545858551272,12.5545858551272,0.0,0.0
2020,DFL,2020-08-12,15.6179653946888,3.44146325919317,12.1765021354956,12.1765021354956,0.0,0.0
2020,DFL,2020-08-13,15.8426591697212,2.58109744439488,13.2615617253263,13.2615617253263,0.0,0.0
2020,DFL,2020-08-14,20.9086247956408,1.72073162959658,19.1878931660442,19.1878931660442,0.0,0.0
2020,DFL,2020-08-15,16.4651086438626,2.86788604932764,13.597222594535,13.597222594535,0.0,0.0
2020,DFL,2020-08-16,2.18067380566547,0.0,2.18067380566547,2.18067380566547,0.0,0.0
2020,DFL,2020-08-17,36.3954780250728,9.32062966031483,27.074848364758,27.074848364758,0.0,0.0
2020,DFL,2020-08-18,30.9874305691208,17.2073162959658,13.780114273155,13.780114273155,0.0,0.0
2020,DFL,2020-08-19,23.4029021027852,10.7545726849787,12.6483294178065,12.6483294178065,0.0,0.0
2020,DFL,2020-08-20,20.2351349380619,6.88292651838634,13.3522084196756,13.3522084196756,0.0,0.0
2020,DFL,2020-08-21,43.0256969904878,14.3394302466382,28.6862667438496,28.6862667438496,0.0,0.0
2020,DFL,2020-08-22,34.528204884532,24.7785354661908,9.7496694183412,9.7496694183412,0.0,0.0
2020,DFL,2020-08-23,22.0847904176009,5.46439677745792,16.620393640143,16.620393640143,0.0,0.0
2020,DFL,2020-08-24,14.467201059419,2.28219217295407,12.1850088864649,12.1850088864649,0.0,0.0
2020,DFL,2020-08-25,1.62726896963959,90.8045928619484,-89.1773238923088,-89.1773238923088,0.0,0.0
2020,DFL,2020-08-26,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-08-27,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-08-28,0.0,21.252976505845,-21.252976505845,-21.252976505845,0.0,0.0
2020,DFL,2020-08-29,0.0,11.4541997397819,-11.4541997397819,-11.4541997397819,0.0,0.0
2020,DFL,2020-08-30,0.0,8.5818910856166,-8.5818910856166,-8.5818910856166,0.0,0.0
2020,DFL,2020-08-31,0.0,16.8918365869022,-16.8918365869022,-16.8918365869022,0.0,0.0
2020,DFL,2020-09-01,0.0,0.001615776082508,-0.001615776082508,-0.001615776082508,0.0,0.0
2020,DFL,2020-09-02,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-09-03,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-09-04,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-09-05,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-09-06,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-09-07,0.0,4.88252890048026,-4.88252890048026,-4.88252890048026,0.0,0.0
2020,DFL,2020-09-08,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-09-09,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-09-10,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-09-11,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-09-12,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-09-13,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-09-14,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-09-15,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-09-16,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-09-17,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-09-18,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-09-19,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-09-20,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-09-21,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-09-22,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-09-23,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-09-24,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-09-25,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-09-26,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-09-27,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-09-28,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-09-29,0.0,0.0,0.0,0.0,0.0,0.0
2020,DFL,2020-09-30,0.0,0.0,0.0,0.0,0.0,0.0
2020,WFL,2020-05-06,0.0,0.0,0.0,0.0,0.0,0.0
