"workbook","sheet","row","column","value"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","3","1","4/29/2019"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","3","2","-17"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","3","10","0.258"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","3","11","0.420"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","3","13","< LOQ"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","3","14","0.213"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","3","16","< LOQ"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","3","17","< LOQ"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","3","19","0.087"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","3","20","0.228"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","3","22","7.710"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","3","23","10.887"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","3","25","0.218"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","3","26","0.368"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","3","28","< LOQ"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","3","29","6.610"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","3","37","< LOD"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","3","38","3.73153E-05"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","3","40","< LOD"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","3","41","< LOD"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","4","1","4/30/2019"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","4","2","-16"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","5","1","5/1/2019"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","5","2","-15"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","6","1","5/2/2019"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","6","2","-14"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","7","1","5/3/2019"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","7","2","-13"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","8","1","5/4/2019"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","8","2","-12"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","9","1","5/5/2019"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","9","2","-11"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","10","1","5/6/2019"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","10","2","-10"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","11","1","5/7/2019"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","11","2","-9"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","12","1","5/8/2019"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","12","2","-8"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","13","1","5/9/2019"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","13","2","-7"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","14","1","5/10/2019"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","14","2","-6"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","14","9","0.297"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","14","10","< LOQ"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","14","11","< LOQ"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","14","12","< LOQ"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","14","13","0.407"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","14","14","< LOQ"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","14","15","< LOQ"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","14","16","< LOQ"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","14","17","< LOQ"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","14","18","0.089"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","14","19","0.034"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","14","20","0.084"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","14","21","11.420"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","14","22","12.663"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","14","23","10.693"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","14","24","0.333"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","14","25","0.143"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","14","26","0.096"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","14","27","< LOQ"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","14","28","6.350"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","14","29","< LOQ"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","14","36","< LOD"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","14","37","< LOD"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","14","38","1.76846E-05"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","14","39","< LOD"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","14","40","< LOD"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","14","41","< LOD"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","15","1","5/11/2019"
"MEDWATERICE DMP_CS1_ITALY_WFL_2019.xlsx","Groundwater","15","2","-5"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","1","1","GROUNDWATER"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","2","1","Date"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","2","2","Days after sowing"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","2","3","Depth (cm) PIEZOMETER P1
"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","2","4","Depth (cm) PIEZOMETER P2
"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","2","5","Depth (cm) PIEZOMETER P5
"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","2","6","Salinity (dS/m)
"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","2","7","Salinity (dS/m)
"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","2","8","Salinity (dS/m)
"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","2","9","N-NO3 (mg/l) PIEZOMETER P1
"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","2","10","N-NO3 (mg/l) PIEZOMETER P2
"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","2","11","N-NO3 (mg/l) PIEZOMETER P5
"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","2","12","N-NO2 (mg/l) PIEZOMETER P1"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","2","13","N-NO2 (mg/l)
PIEZOMETER P2"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","2","14","N-NO2 (mg/l)
PIEZOMETER P5"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","2","15","N-UREA (mg/l) PIEZOMETER 1"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","2","16","N-UREA (mg/l) PIEZOMETER 2"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","2","17","N-UREA (mg/l) PIEZOMETER 5"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","2","18","N-NH3 (mg/l)
PIEZOMETER P1"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","2","19","N-NH3 (mg/l)
PIEZOMETER P2"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","2","20","N-NH3 (mg/l) PIEZOMETER
P5"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","2","21","N-TOT (mg/l) PIEZOMETER
P1"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","2","22","N-TOT (mg/l) PIEZOMETER
P2"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","2","23","N-TOT (mg/l) PIEZOMETER
P5"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","2","24","P-PO4 (mg/l) PIEZOMETER P1"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","2","25","P-PO4 (mg/l) PIEZOMETER P2"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","2","26","P-PO4 (mg/l) PIEZOMETER P5"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","2","27","K (mg/l) PIEZOMETER P1"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","2","28","K (mg/l) PIEZOMETER P2"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","2","29","K (mg/l) PIEZOMETER P5"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","2","30","Arsenic (mg/L)
"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","2","31","Arsenic (mg/L)
"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","2","32","Arsenic (mg/L)
"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","2","33","Cadmium (mg/L)
"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","2","34","Cadmium (mg/L)
"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","2","35","Cadmium (mg/L)
"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","2","36","Pesticides content: MCPA (µg/L)  PIEZOMETER P1
"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","2","37","Pesticides content: MCPA (µg/L) PIEZOMETER P2
"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","2","38","Pesticides content: MCPA (µg/L) PIEZOMETER P5
"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","2","39","Pesticides content: Clomazone  (µg/L)  PIEZOMETER P1
"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","2","40","Pesticides content: Clomazone  (µg/L) PIEZOMETER P2
"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","2","41","Pesticides content: Clomazone (µg/L) PIEZOMETER P5
"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","3","1","4/23/2020"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","3","2","-15"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","3","9","1/10/1900"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","3","10","8.890"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","3","11","< LOQ"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","3","12","-"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","3","14","0.060"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","3","15","-"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","3","17","0.000"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","3","18","1/0/1900"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","3","19","0.155"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","3","20","0.377"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","3","21","1/11/1900"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","3","22","9.045"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","3","23","0.437"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","3","24","1/0/1900"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","3","25","2.670"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","3","26","< LOQ"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","3","27","< LOQ"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","3","28","< LOQ"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","3","29","< LOQ"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","3","36","1/0/1900"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","3","37","< LOQ"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","3","38","< LOQ"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","3","39","< LOQ"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","3","40","< LOQ"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","3","41","< LOQ"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","4","1","4/24/2020"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","4","2","-14"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","5","1","4/25/2020"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","5","2","-13"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","6","1","4/26/2020"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","6","2","-12"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","7","1","4/27/2020"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","7","2","-11"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","8","1","4/28/2020"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","8","2","-10"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","9","1","4/29/2020"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","9","2","-9"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","10","1","4/30/2020"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","10","2","-8"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","11","1","5/1/2020"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","11","2","-7"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","12","1","5/2/2020"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","12","2","-6"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","13","1","5/3/2020"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","13","2","-5"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","14","1","5/4/2020"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","14","2","-4"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","14","9","1/4/1900"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","14","10","5.330"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","14","11","< LOQ"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","14","12","1/0/1900"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","14","13","0.713"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","14","14","0.162"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","14","15","< LOQ"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","14","16","0.076"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","14","17","0.000"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","14","18","1/20/1900"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","14","19","0.150"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","14","20","0.168"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","14","21","1/25/1900"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","14","22","6.269"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","14","23","0.330"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","14","24","1/2/1900"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","14","25","0.408"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","14","26","< LOQ"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","14","27","< LOQ"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","14","28","< LOQ"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","14","29","< LOQ"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","14","36","< LOQ"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","14","37","< LOQ"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","14","38","0.016"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","14","39","< LOQ"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","14","40","< LOQ"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","14","41","< LOQ"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","15","1","5/5/2020"
"MEDWATERICE DMP_CS1_ITALY_AWD_2020_03_12_2021.xlsx","Groundwater","15","2","-3"
"MEDWATERICE DMP_CS1_ITALY_DFL_2020_03_12_2021.xlsx","Groundwater","1","1","GROUNDWATER"
"MEDWATERICE DMP_CS1_ITALY_DFL_2020_03_12_2021.xlsx","Groundwater","2","1","Date"
"MEDWATERICE DMP_CS1_ITALY_DFL_2020_03_12_2021.xlsx","Groundwater","2","2","Days after sowing"
"MEDWATERICE DMP_CS1_ITALY_DFL_2020_03_12_2021.xlsx","Groundwater","2","3","Depth (cm) PIEZOMETER P3
"
"MEDWATERICE DMP_CS1_ITALY_DFL_2020_03_12_2021.xlsx","Groundwater","2","4","Depth (cm) PIEZOMETER P4
"
"MEDWATERICE DMP_CS1_ITALY_DFL_2020_03_12_2021.xlsx","Groundwater","2","5","Depth (cm) PIEZOMETER P7
"
"MEDWATERICE DMP_CS1_ITALY_DFL_2020_03_12_2021.xlsx","Groundwater","2","6","Salinity (dS/m)
"
"MEDWATERICE DMP_CS1_ITALY_DFL_2020_03_12_2021.xlsx","Groundwater","2","7","Salinity (dS/m)
"
"MEDWATERICE DMP_CS1_ITALY_DFL_2020_03_12_2021.xlsx","Groundwater","2","8","Salinity (dS/m)
"
"MEDWATERICE DMP_CS1_ITALY_DFL_2020_03_12_2021.xlsx","Groundwater","2","9","N-NO3 (mg/l) PIEZOMETER P3
"
"MEDWATERICE DMP_CS1_ITALY_DFL_2020_03_12_2021.xlsx","Groundwater","2","10","N-NO3 (mg/l) PIEZOMETER P4
"
"MEDWATERICE DMP_CS1_ITALY_DFL_2020_03_12_2021.xlsx","Groundwater","2","11","N-NO3 (mg/l) PIEZOMETER P7
"
"MEDWATERICE DMP_CS1_ITALY_DFL_2020_03_12_2021.xlsx","Groundwater","2","12","N-NO2 (mg/l) PIEZOMETER
P3"
"MEDWATERICE DMP_CS1_ITALY_DFL_2020_03_12_2021.xlsx","Groundwater","2","13","N-NO2 (mg/l)
PIEZOMETER P4"
"MEDWATERICE DMP_CS1_ITALY_DFL_2020_03_12_2021.xlsx","Groundwater","2","14","N-NO2 (mg/l)
PIEZOMETER P7"
"MEDWATERICE DMP_CS1_ITALY_DFL_2020_03_12_2021.xlsx","Groundwater","2","15","N-UREA (mg/l) PIEZOMETER P3"
"MEDWATERICE DMP_CS1_ITALY_DFL_2020_03_12_2021.xlsx","Groundwater","2","16","N-UREA (mg/l) PIEZOMETER P4"
"MEDWATERICE DMP_CS1_ITALY_DFL_2020_03_12_2021.xlsx","Groundwater","2","17","N-UREA (mg/l) PIEZOMETER P7"
"MEDWATERICE DMP_CS1_ITALY_DFL_2020_03_12_2021.xlsx","Groundwater","2","18","N-NH3 (mg/l)
PIEZOMETER P3"
"MEDWATERICE DMP_CS1_ITALY_DFL_2020_03_12_2021.xlsx","Groundwater","2","19","N-NH3 (mg/l)
PIEZOMETER P4"
"MEDWATERICE DMP_CS1_ITALY_DFL_2020_03_12_2021.xlsx","Groundwater","2","20","N-NH3 (mg/l) PIEZOMETER
P7"
"MEDWATERICE DMP_CS1_ITALY_DFL_2020_03_12_2021.xlsx","Groundwater","2","21","N-TOT (mg/l) PIEZOMETER
P3"
"MEDWATERICE DMP_CS1_ITALY_DFL_2020_03_12_2021.xlsx","Groundwater","2","22","N-TOT (mg/l) PIEZOMETER
P4"
"MEDWATERICE DMP_CS1_ITALY_DFL_2020_03_12_2021.xlsx","Groundwater","2","23","N-TOT (mg/l) PIEZOMETER
P7"
"MEDWATERICE DMP_CS1_ITALY_DFL_2020_03_12_2021.xlsx","Groundwater","2","24"," P-PO4 (mg/l) PIEZOMETER P3"
"MEDWATERICE DMP_CS1_ITALY_DFL_2020_03_12_2021.xlsx","Groundwater","2","25","P-PO4 (mg/l) PIEZOMETER P4"
"MEDWATERICE DMP_CS1_ITALY_DFL_2020_03_12_2021.xlsx","Groundwater","2","26","P-PO4 (mg/l) PIEZOMETER P7"
"MEDWATERICE DMP_CS1_ITALY_DFL_2020_03_12_2021.xlsx","Groundwater","2","27","K (mg/l) PIEZOMETER P3"
"MEDWATERICE DMP_CS1_ITALY_DFL_2020_03_12_2021.xlsx","Groundwater","2","28","K (mg/l) PIEZOMETER P4"
"MEDWATERICE DMP_CS1_ITALY_DFL_2020_03_12_2021.xlsx","Groundwater","2","29","K (mg/l) PIEZOMETER P7"
"MEDWATERICE DMP_CS1_ITALY_DFL_2020_03_12_2021.xlsx","Groundwater","2","30","Arsenic (mg/L)
"
"MEDWATERICE DMP_CS1_ITALY_DFL_2020_03_12_2021.xlsx","Groundwater","2","31","Arsenic (mg/L)
"
"MEDWATERICE DMP_CS1_ITALY_DFL_2020_03_12_2021.xlsx","Groundwater","2","32","Arsenic (mg/L)
"
"MEDWATERICE DMP_CS1_ITALY_DFL_2020_03_12_2021.xlsx","Groundwater","2","33","Cadmium (mg/L)
"
"MEDWATERICE DMP_CS1_ITALY_DFL_2020_03_12_2021.xlsx","Groundwater","2","34","Cadmium (mg/L)
"
"MEDWATERICE DMP_CS1_ITALY_DFL_2020_03_12_2021.xlsx","Groundwater","2","35","Cadmium (mg/L)
"
"MEDWATERICE DMP_CS1_ITALY_DFL_2020_03_12_2021.xlsx","Groundwater","2","36","Pesticides content: MCPA (µg/L)  PIEZOMETER P3
"
"MEDWATERICE DMP_CS1_ITALY_DFL_2020_03_12_2021.xlsx","Groundwater","2","37","Pesticides content: MCPA (µg/L) PIEZOMETER P4
"
"MEDWATERICE DMP_CS1_ITALY_DFL_2020_03_12_2021.xlsx","Groundwater","2","38","Pesticides content: MCPA (µg/L) PIEZOMETER P7
"
"MEDWATERICE DMP_CS1_ITALY_DFL_2020_03_12_2021.xlsx","Groundwater","2","39","Pesticides content: Clomazone  (µg/L)  PIEZOMETER P3
"
