filename,year,size_bytes,sha256,product,version,tile
MOD09A1.A2018065.h18v04.061.2021318232231.hdf,2018,69593730,12b1c2324852d0ca3ac4536c0fb00b5681e90da89646ada50e1fa656f849adaf,MOD09A1,061,h18v04
MOD09A1.A2018073.h18v04.061.2021320005915.hdf,2018,75591824,1309cde7d38bb293d1c7b9fc8440eda3d07ea3501c865b5b66148c760072f45e,MOD09A1,061,h18v04
MOD09A1.A2018081.h18v04.061.2021322213232.hdf,2018,69960841,a9e51db38c2416e5023cf393bc48f9aa56d30d0114e9af46cf8769e803a23c98,MOD09A1,061,h18v04
MOD09A1.A2018089.h18v04.061.2021323102107.hdf,2018,70778786,537e1126b446066cd183f36806929944fa4b3302f3f6459a4dab54eee2b38c48,MOD09A1,061,h18v04
MOD09A1.A2018097.h18v04.061.2021324001233.hdf,2018,70548185,41aba4b785e8391f52395caca750cd372b15489c47d6194e1aaf5520798e53cc,MOD09A1,061,h18v04
MOD09A1.A2018105.h18v04.061.2021325103700.hdf,2018,68826836,cc9577fe8c1a40dd4fac49490ff88b757465e5f1fcc7b31ba9983e4f84de2bb9,MOD09A1,061,h18v04
MOD09A1.A2018113.h18v04.061.2021327231517.hdf,2018,71052866,06e7861c883b431b12c0b0aa0c49ba55c4b28b0294b95a6d10a863815874101d,MOD09A1,061,h18v04
MOD09A1.A2018121.h18v04.061.2021329025331.hdf,2018,72510446,0669fdcc6159733a89f690e8ebee61ea1c3a7dfc88ce4bc3b227bd77d0c185ae,MOD09A1,061,h18v04
MOD09A1.A2018129.h18v04.061.2021329113429.hdf,2018,72176532,1aa4d1e098ee463cbc1ddefde324c7c4221271936c14f5d858c6db09981f6ba0,MOD09A1,061,h18v04
MOD09A1.A2018137.h18v04.061.2021330223346.hdf,2018,72122392,4acd2c65234a7c094f6330732f20d68f504a31c19f3c1dac51726c824bb32268,MOD09A1,061,h18v04
MOD09A1.A2018145.h18v04.061.2021331070654.hdf,2018,70754906,4a66907cb99e896752656f2d0b96d0c28ec53f620c5d1b45bad66abc06ade19b,MOD09A1,061,h18v04
MOD09A1.A2018153.h18v04.061.2021332152617.hdf,2018,78025767,67555b21f81d804a7f50bcd20eab6cef7a7fa2e450b5c7d1264a1fbb7b746112,MOD09A1,061,h18v04
MOD09A1.A2018161.h18v04.061.2021332211044.hdf,2018,74131230,434f381b089d2699cc0aeb0aa02552d6667e9bc9e0b39d7004044d0f3cbdd65b,MOD09A1,061,h18v04
MOD09A1.A2018169.h18v04.061.2021335014424.hdf,2018,71494006,b0616380aafa73b3171b91bb75053d5592132f1461b222096d6b3b894161d48c,MOD09A1,061,h18v04
MOD09A1.A2018177.h18v04.061.2021335080025.hdf,2018,68727502,1ae5cc1c24fd9d1d9a9873ce01006dbc897cd880a798ad8193aa6e9ef78e783d,MOD09A1,061,h18v04
