filename,year,size_bytes,sha256,product,version,tile
MOD09A1.A2023065.h18v04.061.2023074090016.hdf,2023,70721725,a9941cc034ee68a8bf60355834decef2ea1f2179fdb19d29f272a08f61c24a7f,MOD09A1,061,h18v04
MOD09A1.A2023073.h18v04.061.2023082042318.hdf,2023,69437178,6fa0582b5f70f43506783de171d58047636c5aaf74a680ba9a401e301f860b93,MOD09A1,061,h18v04
MOD09A1.A2023081.h18v04.061.2023090070202.hdf,2023,70615649,7b0d9d5b9ef7bc08df80b5601a22a5b7638c2506784f6072182bd9ae6770881e,MOD09A1,061,h18v04
MOD09A1.A2023089.h18v04.061.2023100040704.hdf,2023,68838348,07caf68e17c12b1b622894715335d6abb4b65c0e4b5633603cd5989cba1d419b,MOD09A1,061,h18v04
MOD09A1.A2023097.h18v04.061.2023115134006.hdf,2023,67162003,750a394a490546bc872159fcbf1aabc30324625965b971fc98401ec022c790b5,MOD09A1,061,h18v04
MOD09A1.A2023105.h18v04.061.2023114150737.hdf,2023,69674961,3709360d4d973cbe5aa7a87270730916edc1a85f09a82cf5abcb3ac04421bccd,MOD09A1,061,h18v04
MOD09A1.A2023113.h18v04.061.2023122031428.hdf,2023,72762189,2ba5ba110db0b4ea2ce1f72185b49eabfe08c587e50c0bc9791838fee318d0f0,MOD09A1,061,h18v04
MOD09A1.A2023121.h18v04.061.2023130042112.hdf,2023,68928845,9d0d6539700aa4c1ea44775ade624c666a703090f15ed59b682b005e31c0dd0f,MOD09A1,061,h18v04
MOD09A1.A2023129.h18v04.061.2023138045038.hdf,2023,74292946,4b5b1ee3e0aa234041aff0241ebbfbc78dcb23267be72969aa00f836f4d052e2,MOD09A1,061,h18v04
MOD09A1.A2023137.h18v04.061.2023146171016.hdf,2023,69576430,8253178a8b71a9865d86e6a987248d35d689c82a52e4860b1e6fc18d82d6a21c,MOD09A1,061,h18v04
MOD09A1.A2023145.h18v04.061.2023154052032.hdf,2023,71598632,f7e411d233e62133cd82bf2f517841841fcc86c9daaa1d0c60bc67e5561be196,MOD09A1,061,h18v04
MOD09A1.A2023153.h18v04.061.2023164035033.hdf,2023,72119640,995a2dc5a510581ff2caa634aa37c6fb9674d05eeda024a232c1442db8476794,MOD09A1,061,h18v04
MOD09A1.A2023161.h18v04.061.2023170174904.hdf,2023,70747458,b162412951569e11f453a2b63682aaa4e63b8162e051e8775bb0e6af6da09585,MOD09A1,061,h18v04
MOD09A1.A2023169.h18v04.061.2023178032950.hdf,2023,67317409,c981e36726caf43238fab6fa17787f9858cd60fe31de521e4099a14d8c9cfcd6,MOD09A1,061,h18v04
MOD09A1.A2023177.h18v04.061.2023192000840.hdf,2023,66878392,c9cc74892e9d768e92ab714c43071795517ed65715f08e2226a6828e1e0c4147,MOD09A1,061,h18v04
