filename,year,size_bytes,sha256,product,version,tile
MOD09A1.A2024065.h18v04.061.2024074034901.hdf,2024,68877655,bdd7a43af54dc297148c8129e9e3a1e66b8c456fc04deba9adee2980d6abd142,MOD09A1,061,h18v04
MOD09A1.A2024073.h18v04.061.2024085211745.hdf,2024,70909581,4c78b7f19fc313281a86428c06fcfb79a7daa3a59b393164f43eb2f4fb3bdcea,MOD09A1,061,h18v04
MOD09A1.A2024081.h18v04.061.2024094201756.hdf,2024,73131943,63b8fac75e8d0eaa51615af57c7f60344c990d359b670fe110fa5f47d5f70066,MOD09A1,061,h18v04
MOD09A1.A2024089.h18v04.061.2024099144328.hdf,2024,72515035,871c65cb4b66967805f69ce471883f29cb137055d9d368cafe015910b7de3181,MOD09A1,061,h18v04
MOD09A1.A2024097.h18v04.061.2024106141649.hdf,2024,69528089,fac8854a1beceb07d8859c8b45f567c00be4ae5cf962a22e81630bc7c9b72712,MOD09A1,061,h18v04
MOD09A1.A2024105.h18v04.061.2024115214032.hdf,2024,71192209,7b285057ff9d2e3404ce405b3701c03448ee54b2670b8f676fbc6b9301c63b75,MOD09A1,061,h18v04
MOD09A1.A2024113.h18v04.061.2024122121252.hdf,2024,73357647,d9b0eeb5945c5f4b4ca428d38fbf202d8c99aa214dbdbd6d8b9ec6791c24a45c,MOD09A1,061,h18v04
MOD09A1.A2024121.h18v04.061.2024132011547.hdf,2024,71935398,c3c18058e0e19eb686273915b900eb779b98539d4d94a07c46414432af244e1e,MOD09A1,061,h18v04
MOD09A1.A2024129.h18v04.061.2024154010913.hdf,2024,66941459,df2b0eddf0ae1210c391aa377976668451cf32457fe3437db0b21beba4a7a665,MOD09A1,061,h18v04
MOD09A1.A2024137.h18v04.061.2024148191642.hdf,2024,75165875,ca9e1535bd84eabcd60ef6bc1f152d9634894cdd8adb86aad254ebcdaf8827e4,MOD09A1,061,h18v04
MOD09A1.A2024145.h18v04.061.2024157203043.hdf,2024,73290104,8ff83496176d2576eaf3dd4d48aec370a67514720ad70d2161a7c32062de0bc7,MOD09A1,061,h18v04
MOD09A1.A2024153.h18v04.061.2024162210740.hdf,2024,72014641,fb2557f281c7a44b9f732df081d101dd63bf704745cb339a90a8dab0f9d6e7b9,MOD09A1,061,h18v04
MOD09A1.A2024161.h18v04.061.2024175161634.hdf,2024,71603681,94577e31481015c9f15d76b4f727169cbc16fd18025e47dea90603e65972825e,MOD09A1,061,h18v04
MOD09A1.A2024169.h18v04.061.2024181133519.hdf,2024,67583986,0a7ab2a9e8d415b28547b914997f292d666f7804d11380749baafc7efeb15a4d,MOD09A1,061,h18v04
MOD09A1.A2024177.h18v04.061.2024186041538.hdf,2024,67435161,63f5ced358c9423b86c8ff8c69dc223c219a18182a7bd33b545762364b758bf8,MOD09A1,061,h18v04
