filename,year,size_bytes,sha256,product,version,tile
MOD09A1.A2011065.h18v04.061.2021184030744.hdf,2011,68884686,c0c6ec0e9dd11821cb18853b3f49abfe9a9a9643319f023676e67876c05452ff,MOD09A1,061,h18v04
MOD09A1.A2011073.h18v04.061.2021185023223.hdf,2011,68184549,5fbab52c9daeb789e367586c377595b92195ed8743062fd11f5208db1e3f99f2,MOD09A1,061,h18v04
MOD09A1.A2011081.h18v04.061.2021185150113.hdf,2011,68450394,f413cf5a9f1c221758c75a8cb14d2799b956b20d6a2afb7103741ff18e67f6c2,MOD09A1,061,h18v04
MOD09A1.A2011089.h18v04.061.2021187165252.hdf,2011,66267422,b315509184392e11b5256e459d02fe9e7b3c306c7f3034d5629895ccedf86112,MOD09A1,061,h18v04
MOD09A1.A2011097.h18v04.061.2021188074122.hdf,2011,67833765,d67a6b12feae71a7ad871a65a8f2e72e0b0d4c692b688f5d97a26ba1a9121a87,MOD09A1,061,h18v04
MOD09A1.A2011105.h18v04.061.2021188162541.hdf,2011,68204798,de028fc657b02bcbed54008774274dc9631167caee4624cf752cc2f4a0958ae4,MOD09A1,061,h18v04
MOD09A1.A2011113.h18v04.061.2021189043520.hdf,2011,70607973,b134f5e17aeca2530633a60da666b8499ebce842084c90a51bd1cc61fa7fbd73,MOD09A1,061,h18v04
MOD09A1.A2011121.h18v04.061.2021189144132.hdf,2011,68119857,5aa19cebbff5ce0d796e7f178c3dd181900208894020093dbcf3d2a63a769268,MOD09A1,061,h18v04
MOD09A1.A2011129.h18v04.061.2021189210320.hdf,2011,67925321,a7ed2826a9fb9c4fcaace3b973ef6e6446f3b9f154e3e4acdae37c39f50da5bc,MOD09A1,061,h18v04
MOD09A1.A2011137.h18v04.061.2021190082116.hdf,2011,69739521,6f68f445203928c81d879e25f31c87ade127734c6300fa9c8b0a1ef7f5abbd99,MOD09A1,061,h18v04
MOD09A1.A2011145.h18v04.061.2021190154101.hdf,2011,67171162,6d1043337150c7890811715320473f569a98e9313885b4b3727bf732eb0676e2,MOD09A1,061,h18v04
MOD09A1.A2011153.h18v04.061.2021191202314.hdf,2011,72598452,586078360b3ab8e58504cbf341e93e228db39816a338e1ed005fbe8166652b8c,MOD09A1,061,h18v04
MOD09A1.A2011161.h18v04.061.2021192033331.hdf,2011,74355452,53c21a8f5898a49560b36fb44d52a70a94a3a059ce9620efeaebffd0f242cf7f,MOD09A1,061,h18v04
MOD09A1.A2011169.h18v04.061.2021192124000.hdf,2011,69584794,ff43f3ceca113c923f44a3af68d890ee3993905c24823b243d7c2f216a6837dd,MOD09A1,061,h18v04
MOD09A1.A2011177.h18v04.061.2021192225802.hdf,2011,66851879,7d0b3c643cbe6625fcbe1ab5d7b9aebf6afef33007a4f42a03667b96554adfeb,MOD09A1,061,h18v04
