filename,year,size_bytes,sha256,product,version,tile
MOD09A1.A2013065.h18v04.061.2021227051329.hdf,2013,73681634,7d0f9cbe51aa694c8e9cec63e904c84f4d203feed7ce6d724db9190c0c6f088e,MOD09A1,061,h18v04
MOD09A1.A2013073.h18v04.061.2021227174733.hdf,2013,69780339,0f98862eb31864224f0a48186d6e5373415d11f72bd3a612620660e8099f765c,MOD09A1,061,h18v04
MOD09A1.A2013081.h18v04.061.2021228001709.hdf,2013,71602617,d8c8805f73b476ff2caecd1d4a7a03dc8c8aab848f88ee709b26563d85d1b3ef,MOD09A1,061,h18v04
MOD09A1.A2013089.h18v04.061.2021228112158.hdf,2013,70999776,8680d417b15a3d772b368989e3f0a764ea20cc1df3e977ed77b3c7e428f6af63,MOD09A1,061,h18v04
MOD09A1.A2013097.h18v04.061.2021228220622.hdf,2013,66424304,6e4876edac592804b73962d797f0ec06546042e51198b11b44f3b53df757d30f,MOD09A1,061,h18v04
MOD09A1.A2013105.h18v04.061.2021229041150.hdf,2013,69147498,a51e0e32de75adb6d91b88d6ef00f5623c79aaea17c8f45ccc2015b0e3edda74,MOD09A1,061,h18v04
MOD09A1.A2013113.h18v04.061.2021229162922.hdf,2013,68180784,d1d1b931efb69833e3e1d4baa0fbd13506f9160e13c4355279d5cbe729ff854a,MOD09A1,061,h18v04
MOD09A1.A2013121.h18v04.061.2021230025428.hdf,2013,70489756,244943e9c27408256b047be7bac630346b72b3a66e744bf64bc79e249318e32b,MOD09A1,061,h18v04
MOD09A1.A2013129.h18v04.061.2021230115022.hdf,2013,72954056,4e9dcb103089586172140dc88a3985e09537a623a464c6f5554e6133d83eaf3e,MOD09A1,061,h18v04
MOD09A1.A2013137.h18v04.061.2021230192047.hdf,2013,72489583,1a5969beea0b810c06f68c1b5d0132fc3d1ab1b253c025a817b159d60d7eaa46,MOD09A1,061,h18v04
MOD09A1.A2013145.h18v04.061.2021231042427.hdf,2013,72303225,db043394deadcb7e7ecc3f76416f11a1542def46cf3ba089ae75c7a51aa74420,MOD09A1,061,h18v04
MOD09A1.A2013153.h18v04.061.2021231130719.hdf,2013,71418663,e317cd089fb6a9fa7e6fcd02d66cb34fc92c9158950bf04ca654c7e8eb07813a,MOD09A1,061,h18v04
MOD09A1.A2013161.h18v04.061.2021231224009.hdf,2013,70306572,66779c7cdda3cf0de58926a0687f95239db98c381f20110dd6f2226b57d32042,MOD09A1,061,h18v04
MOD09A1.A2013169.h18v04.061.2021232115532.hdf,2013,71226114,e7ef9f0fe95e031bea1f07b9f3b8e0907cba71f53264b4af9896e56d3432d145,MOD09A1,061,h18v04
MOD09A1.A2013177.h18v04.061.2021233061557.hdf,2013,70932503,02d70be67fffebc6518e2a8286bef5abd532cda288d0345891868031c3034eed,MOD09A1,061,h18v04
