filename,year,size_bytes,sha256,product,version,tile
MOD09A1.A2025065.h18v04.061.2025074035753.hdf,2025,72162619,3357a5a14a0712ecbb1ece861c310372f9e5e19db5ed3ea1ba7e57c2e56f7e89,MOD09A1,061,h18v04
MOD09A1.A2025073.h18v04.061.2025085122505.hdf,2025,71538288,491b00bd93d7aefcde8ccd27f187d0d2dd02acc4c56876081fa06af7ae800183,MOD09A1,061,h18v04
MOD09A1.A2025081.h18v04.061.2025092134630.hdf,2025,71767205,b5f026d8eb1663bc301ff142bb9d8b988fe57925a18f1f97d1f03d6e95a6f9ea,MOD09A1,061,h18v04
MOD09A1.A2025089.h18v04.061.2025098211308.hdf,2025,69727892,b8cc19aeb2b0abb4306ed10b4d9364cdbc6ab43b2639c1aefebc97c952a71561,MOD09A1,061,h18v04
MOD09A1.A2025097.h18v04.061.2025106042356.hdf,2025,69356522,c9968620889019313259c0eb0f442efda14667db2afd79db5738b3234817a6a7,MOD09A1,061,h18v04
MOD09A1.A2025105.h18v04.061.2025114043811.hdf,2025,66979142,ea33b879b5cc60822c8035bbbb6932c0a34878df204310e578afe18e3352149c,MOD09A1,061,h18v04
MOD09A1.A2025113.h18v04.061.2025125151009.hdf,2025,69543064,c7a3c00a3f1d2abc9bf96b3e4b02fb5d949fba4141a06d8ebc88fcdaacb17a96,MOD09A1,061,h18v04
MOD09A1.A2025121.h18v04.061.2025133155441.hdf,2025,67444144,de2e85035aa1b98d423bbc27d317758d857a6866ce8b5d6fac4fe029d27281bd,MOD09A1,061,h18v04
MOD09A1.A2025129.h18v04.061.2025140153646.hdf,2025,69714377,6bab570302aefd51064d0db022fc16452625bb83ae12f8d401b34feb6f5b9367,MOD09A1,061,h18v04
MOD09A1.A2025137.h18v04.061.2025148123504.hdf,2025,69573506,8bc90fa29c2f5b64237efa92e5481d89a6a3e1da2f210e72749ffc3e1eb5c55d,MOD09A1,061,h18v04
MOD09A1.A2025145.h18v04.061.2025154053710.hdf,2025,67075589,a1f4f8b84249a86625c181a32af6e26f88cb648a00a326c3f424c7e37e94f1c2,MOD09A1,061,h18v04
MOD09A1.A2025153.h18v04.061.2025218195240.hdf,2025,67799002,dc153cbeeee34c6a95c8f13cb7d83359cb891ed6001116b3ad7a5b3f62c918c7,MOD09A1,061,h18v04
MOD09A1.A2025161.h18v04.061.2025171215028.hdf,2025,67947397,5e0c47ab230caf8e9dfc380a2b82d7ce30e44cb637a03939568bd2d9a73b0f29,MOD09A1,061,h18v04
MOD09A1.A2025169.h18v04.061.2025178155209.hdf,2025,67732067,56e76c6c20c0ca5813dc7b102bde8accc2c2193f900fb56479dcc05c61b2d991,MOD09A1,061,h18v04
MOD09A1.A2025177.h18v04.061.2025189031839.hdf,2025,68163318,29be3d0455b7d4c9b51608b7bf25d9ed996d738169c11d5bbcd2e05e4267f6ac,MOD09A1,061,h18v04
