filename,year,size_bytes,sha256,product,version,tile
MOD09A1.A2017065.h18v04.061.2021268042945.hdf,2017,69303899,a2d57a89f2a3c955a13e11101461adbedfb3c023cc3b0552082c4b4fd8a12b7a,MOD09A1,061,h18v04
MOD09A1.A2017073.h18v04.061.2021268110151.hdf,2017,68615247,e95e4a42f1a9edc12ee4707572665451c12bb3e7aae51456aa9d679dce14f303,MOD09A1,061,h18v04
MOD09A1.A2017081.h18v04.061.2021269135129.hdf,2017,68804232,37e5afe4c4dd90bebde32d1dcdb60dd2d40769a42dedc32f4eb9b9b489067909,MOD09A1,061,h18v04
MOD09A1.A2017089.h18v04.061.2021269202030.hdf,2017,68244875,a7d5f1b42c9e5a72a3032fbf17b4ccaaf9fe9a675d8a13372d3f25611e320c15,MOD09A1,061,h18v04
MOD09A1.A2017097.h18v04.061.2021270163809.hdf,2017,70056653,85dcc913b952271521bcc51b2858c8a9954de68766df0739e105496be2330efe,MOD09A1,061,h18v04
MOD09A1.A2017105.h18v04.061.2021270224206.hdf,2017,68725378,317767273fa653d31dfc06ca724fabb983473c3d2e25d33251c84d6b5cb06485,MOD09A1,061,h18v04
MOD09A1.A2017113.h18v04.061.2021271164014.hdf,2017,67964115,93f477ca70dff9a03d663c957875c0af8bed9a69ae56e9f6624aae8abaad2fb6,MOD09A1,061,h18v04
MOD09A1.A2017121.h18v04.061.2021271212855.hdf,2017,72923311,470e6e2f1acab0ebcd4292e4b9c3ca7fe2c3f8682a04044c6c79046dc6510d84,MOD09A1,061,h18v04
MOD09A1.A2017129.h18v04.061.2021272153251.hdf,2017,69425547,b7ef0f5b00b36a4a7a2c685a91ed8fda6817cdd74c984345bfe7be847438b408,MOD09A1,061,h18v04
MOD09A1.A2017137.h18v04.061.2021272224857.hdf,2017,69850356,4d9a00211378db0f699e50da5db7c6d56e57f6e9734b42dcb82c2fb6ecf2c752,MOD09A1,061,h18v04
MOD09A1.A2017145.h18v04.061.2021273080009.hdf,2017,69620042,12334c0626e76bd85712f58acb1fd657c7bd8829025645e04a26ec97a84282cf,MOD09A1,061,h18v04
MOD09A1.A2017153.h18v04.061.2021274055829.hdf,2017,68776045,d5efacef58f18e6fc1e4c57ac3ca0ecd4f080c6d0c1015dc14bdd6f9067ae3d7,MOD09A1,061,h18v04
MOD09A1.A2017161.h18v04.061.2021274112744.hdf,2017,69512137,3285a9f4567ba9f0791a1acb36d9cdb458aced5f429a606f637b3ab04c3eb5b4,MOD09A1,061,h18v04
MOD09A1.A2017169.h18v04.061.2021275153923.hdf,2017,68570396,7543605317b78f783cf98a66a4dacbed75789a2169e0f15482be6d56ea07d929,MOD09A1,061,h18v04
MOD09A1.A2017177.h18v04.061.2021276011009.hdf,2017,73084299,bab2d24b16d01af0f5bc9059dbc1cff0ea2de90de270c3fcbd0e8e6dd4595bb5,MOD09A1,061,h18v04
