years_generated,baseline_years,baseline_n_years,rice_cells,panel_rows,post2021_rows,max_abs_cell_baseline_residual,bridge_intercept,bridge_slope
2010-2025,2010-2021,12,4331,69296,17324,1.1564823173178715e-16,-0.5896816155397981,15.145272547527911
