filename,year,size_bytes,sha256,product,version,tile
MOD09A1.A2014065.h18v04.061.2021250213826.hdf,2014,69660900,cfdf651084a81c1689080e8e3435ae4a3410563343cf482498b850237c43046a,MOD09A1,061,h18v04
MOD09A1.A2014073.h18v04.061.2021251161705.hdf,2014,69806196,ae1226e0d78bb016dc4c26c93904e1e982a473e5373b13ec684c3aad9b5405e5,MOD09A1,061,h18v04
MOD09A1.A2014081.h18v04.061.2021252173309.hdf,2014,68685258,c9c43f73c313ee48f8f7aa1213c4b4f8acf4c57ef6515c013bdd7516d5a68e25,MOD09A1,061,h18v04
MOD09A1.A2014089.h18v04.061.2021253001024.hdf,2014,71430997,c4813734cf6eb80a525392f821b03dab8437780047c79a029d0bfebee2251495,MOD09A1,061,h18v04
MOD09A1.A2014097.h18v04.061.2021253084302.hdf,2014,68110003,1aec43e21cb023dd4c9a76ab5a8d642cb98fb665d6461e90781e6062445b6952,MOD09A1,061,h18v04
MOD09A1.A2014105.h18v04.061.2021253151826.hdf,2014,67511191,309ca0ce517170687c75b34fbebbaaa58baca28b19348e37a277cc361d4359cd,MOD09A1,061,h18v04
MOD09A1.A2014113.h18v04.061.2021253234909.hdf,2014,73484238,98768c4b71ca4cf851d13fbd23c0cc6c0c7425bd3bff6e0949b10d5c81fe75ca,MOD09A1,061,h18v04
MOD09A1.A2014121.h18v04.061.2021254183519.hdf,2014,68125943,38fd2a7eff5aff8c375f6099e7912f9feeb8fdb319ec82cfff3bea1685937578,MOD09A1,061,h18v04
MOD09A1.A2014129.h18v04.061.2021255000957.hdf,2014,72719997,26208a28f261cd29668e3e2717d7f7e5551f8d9da32dc6ee1deb86fc41f79b6c,MOD09A1,061,h18v04
MOD09A1.A2014137.h18v04.061.2021255104646.hdf,2014,67398266,9b6ec20d398e46390d4134d37c9a72692b4d914c39c73dcd897b3cf9b31d5b77,MOD09A1,061,h18v04
MOD09A1.A2014145.h18v04.061.2021255191423.hdf,2014,74266037,81bad266d09a02fba58a05c5f08ba29668610767f017a90d5c15aa38fa812f24,MOD09A1,061,h18v04
MOD09A1.A2014153.h18v04.061.2021256111304.hdf,2014,68327849,0155a811b4927f1acfe6cbf2e0aa95d31a3ad9cfdaeaa40d4a37ffd856b05f47,MOD09A1,061,h18v04
MOD09A1.A2014161.h18v04.061.2021256181649.hdf,2014,68237477,1bc1277d1a228ea77a84bf75c801d6396e0823e5c647f8bc3a0ca1f2a7c0fe44,MOD09A1,061,h18v04
MOD09A1.A2014169.h18v04.061.2021257092600.hdf,2014,68428322,fcb5588591068490a7aa817ab0a171683bf30e33a1bacb9c84f6db7292fb6b04,MOD09A1,061,h18v04
MOD09A1.A2014177.h18v04.061.2021257190709.hdf,2014,68012352,381ac3415dc29f44833c90d8b760d025215fb6afd2a97247a186c010c7f79072,MOD09A1,061,h18v04
