year,station_i,station_j,distance_km,distance_band,residual_i,residual_j,residual_product,absolute_residual_difference
2024,PO018072NUP001,PO018176NUP001,7.248482862071551,5-10 km,0.10242911524790443,0.17029145242862098,0.017442802806544255,0.06786233718071655
2024,PO018072NUP001,PO018180NUP001,16.105172928161235,10-20 km,0.10242911524790443,-0.05933878057246744,-0.006078018793927381,0.16176789582037188
2024,PO0180810U0111,PO0181100U0111,11.811751140283985,10-20 km,0.059417888361811944,-0.6117948739247021,-0.03635155951918676,0.671212762286514
2024,PO0180810U0111,PO0181140U0002,14.611867094933489,10-20 km,0.059417888361811944,-0.47912835347548155,-0.028468795017784935,0.5385462418372935
2024,PO0180810U0111,PO018162NUP001,8.329417985493851,5-10 km,0.059417888361811944,-0.42507602454838,-0.025257119771898477,0.48449391291019195
2024,PO0180810U0111,PO018173NUP001,18.546412241139294,10-20 km,0.059417888361811944,0.8015497078663355,0.0476263910584449,0.7421318195045236
2024,PO0180810U0111,PO018176NUP001,15.658775872031653,10-20 km,0.059417888361811944,0.17029145242862098,0.010118358509374611,0.11087356406680904
2024,PO0180810U0111,PO018180NUP001,9.652316154229267,5-10 km,0.059417888361811944,-0.05933878057246744,-0.003525785039580926,0.11875666893427939
2024,PO0181100U0111,PO0181140U0002,26.304388702267914,20-40 km,-0.6117948739247021,-0.47912835347548155,0.29312827060828234,0.13266652044922056
2024,PO0181100U0111,PO018162NUP001,7.342039032426479,5-10 km,-0.6117948739247021,-0.42507602454838,0.26005933284698973,0.1867188493763221
2024,PO0181100U0111,PO018173NUP001,7.330347667035174,5-10 km,-0.6117948739247021,0.8015497078663355,-0.49038400246846653,1.4133445817910375
2024,PO0181100U0111,PO018176NUP001,11.387767871401273,10-20 km,-0.6117948739247021,0.17029145242862098,-0.10418343766902258,0.7820863263533231
2024,PO0181100U0111,PO018180NUP001,17.029097134821754,10-20 km,-0.6117948739247021,-0.05933878057246744,0.036303161779178285,0.5524560933522347
2024,PO0181140U0002,PO018162NUP001,22.352150660512827,20-40 km,-0.47912835347548155,-0.42507602454838,0.20366597574376868,0.054052328927101545
