filename,year,size_bytes,sha256,product,version,tile
MOD09A1.A2019065.h18v04.061.2020289143120.hdf,2019,74604134,79731b784fa5546877c4383d79657ed9a48fd066977faddf8f69dc03fe4a5319,MOD09A1,061,h18v04
MOD09A1.A2019073.h18v04.061.2020290202105.hdf,2019,68711691,fa402d6cff02a2bece6a6b7d2ea2b7019c7b4331255999776f614642ec91bb76,MOD09A1,061,h18v04
MOD09A1.A2019081.h18v04.061.2020291062700.hdf,2019,69162052,ca61683376994a38877ee8d8fcb95f58ec7946792a0abef2036528cefa7034c9,MOD09A1,061,h18v04
MOD09A1.A2019089.h18v04.061.2020291201040.hdf,2019,70798004,81309777a73ce0e9d447b2c2022fa966589dea696f64928762f3fb50b95fc02d,MOD09A1,061,h18v04
MOD09A1.A2019097.h18v04.061.2020292093149.hdf,2019,72005036,f9b8cfe770ecd54ca439976f2603507b7cd9ef4a52f11e13ac72ff3f859723ca,MOD09A1,061,h18v04
MOD09A1.A2019105.h18v04.061.2020292170137.hdf,2019,69707977,43de8d298dd7e2b78807be01329b473944784e4dcfbfb502b89012d88b916992,MOD09A1,061,h18v04
MOD09A1.A2019113.h18v04.061.2020293051547.hdf,2019,73553951,c8a587d40d689bff232f2e146bdbd224af522e96b5021231d020f3a587bfc560,MOD09A1,061,h18v04
MOD09A1.A2019121.h18v04.061.2020293193553.hdf,2019,69149637,fdd09256e7d669ac229e7ddd2633a680430f6c84aef1956ddee3f82213f6285c,MOD09A1,061,h18v04
MOD09A1.A2019129.h18v04.061.2020294033402.hdf,2019,70641311,c59a150d050bf70f0aceea73fdfcace8276e6f59d290356907b6a16cce280ec9,MOD09A1,061,h18v04
MOD09A1.A2019137.h18v04.061.2020294185338.hdf,2019,72529439,858eb22b5b45c60c6b6eaa899a841decce42371574d9f32b467f666e20ae706f,MOD09A1,061,h18v04
MOD09A1.A2019145.h18v04.061.2020297221147.hdf,2019,69312036,34b104fccd92a5a387176cf6983d45f4b4a9cc60cb725c0d5e188b23f6c3ce59,MOD09A1,061,h18v04
MOD09A1.A2019153.h18v04.061.2020298074029.hdf,2019,66284513,db1f6b65a155a367e6daa7a1eb88ad184a5dba7dbf820104bacbc89a1f35eca1,MOD09A1,061,h18v04
MOD09A1.A2019161.h18v04.061.2020298152413.hdf,2019,68899304,b53c06ebcef2b4f96f13a057a14b733b4dff5aa05ebf1395296b3f52461637a1,MOD09A1,061,h18v04
MOD09A1.A2019169.h18v04.061.2020298235818.hdf,2019,68330008,0c4c92f1d82cbfe9baf7a1be82ea6a3a607bad109179987b9338e21b396216db,MOD09A1,061,h18v04
MOD09A1.A2019177.h18v04.061.2020302072141.hdf,2019,68930950,29bb8400e5185e58da9f3729f522c28d20166cf335a847bc829452e14e94d905,MOD09A1,061,h18v04
