filename,year,size_bytes,sha256,product,version,tile
MOD09A1.A2012065.h18v04.061.2021205115055.hdf,2012,67206054,3ef2f0ffa047953719e5889d2927b4c2cc9a46214b7c430ea5cb80d9c8a75baf,MOD09A1,061,h18v04
MOD09A1.A2012073.h18v04.061.2021205153403.hdf,2012,67757012,5d81d88db0f2603da303937269fddf4c0509b6df9aabdfabf6d7cb311e8a0639,MOD09A1,061,h18v04
MOD09A1.A2012081.h18v04.061.2021206111140.hdf,2012,69154168,3fe2ea44bf6c95e268bcf601d7c28deaab7fae41923f9123d0ec9dd0aa4960eb,MOD09A1,061,h18v04
MOD09A1.A2012089.h18v04.061.2021206195004.hdf,2012,67923641,de1443180fd8ebec410465a965b2c4b2420f7bbadbe78470a79f255ec4cf88a9,MOD09A1,061,h18v04
MOD09A1.A2012097.h18v04.061.2021207091146.hdf,2012,70214527,3c93e7f6ed7ca431a711547080b257fdbfeb3acbe50103b7152a228eb6ed1c23,MOD09A1,061,h18v04
MOD09A1.A2012105.h18v04.061.2021207143027.hdf,2012,74268356,bd0ab02333e559695ae9b1d60b06a759519f8c2b6141b27cfd1fbcb393d94283,MOD09A1,061,h18v04
MOD09A1.A2012113.h18v04.061.2021207205228.hdf,2012,70110925,bfa476ba321756cd4be483960db4638a6b2376c487ddc48647457181bb4dba34,MOD09A1,061,h18v04
MOD09A1.A2012121.h18v04.061.2021208095956.hdf,2012,71223888,5ba1ee58468fae8e5eb6ccaaf10f99eacd7d297925e93b54063b1cbccfd3b630,MOD09A1,061,h18v04
MOD09A1.A2012129.h18v04.061.2021208184643.hdf,2012,68834963,9daedc42ace734f676ef9663158c04c56b7b0f7694e4af2b8f4ea0c2e27dc351,MOD09A1,061,h18v04
MOD09A1.A2012137.h18v04.061.2021209083824.hdf,2012,67331780,b8495dc1bdf20f5ac307e62bf8774f758411bc52dbe3048f7a3659d4bd41e3ab,MOD09A1,061,h18v04
MOD09A1.A2012145.h18v04.061.2021209193918.hdf,2012,70435123,9f6748e87fae1324c92e4f7884706af909f81e14aed18e1f3250d1850e119126,MOD09A1,061,h18v04
MOD09A1.A2012153.h18v04.061.2021210035943.hdf,2012,70564150,bb090ebc1dcb903d22915b46b0c14f3f8d6a0cb02e6a4928d0d2196c3dfd43aa,MOD09A1,061,h18v04
MOD09A1.A2012161.h18v04.061.2021210153715.hdf,2012,68623358,ebfe469cd46a3b112fd4d709f892b1c984682bf4ea7e8ec2dadd8508942b06c4,MOD09A1,061,h18v04
MOD09A1.A2012169.h18v04.061.2021210205601.hdf,2012,70647031,2b8d73c253eb9ba2fbacbe11cd6d86ab9f9001989742feeb436781842a3a8ef1,MOD09A1,061,h18v04
MOD09A1.A2012177.h18v04.061.2021211083717.hdf,2012,66306143,23f2552de991d1ee5788b06111b2cab8bab771f7cd52c4552f49e928fbf3ca95,MOD09A1,061,h18v04
