filename,year,size_bytes,sha256,product,version,tile
MOD09A1.A2010065.h18v04.061.2021154174203.hdf,2010,74147127,47bdaca8386a5e3ad52f3ef6b35487bd008f3300a837d025e5d9e793181f3e18,MOD09A1,061,h18v04
MOD09A1.A2010073.h18v04.061.2021155032135.hdf,2010,69039827,2ac15f1c886a812cc62dcb7ff3602ae738ab0d3f3163dad24f8baf046642dc8d,MOD09A1,061,h18v04
MOD09A1.A2010081.h18v04.061.2021155215151.hdf,2010,68008211,970dd0c015568ec1a9b38f83bf02595a69cecdab6621f376a01f7e58e2938270,MOD09A1,061,h18v04
MOD09A1.A2010089.h18v04.061.2021156143449.hdf,2010,64872909,94c5b119d611f516c9d55db3d9b1cf08e35fb26ecce12d85ff2f68f588679855,MOD09A1,061,h18v04
MOD09A1.A2010097.h18v04.061.2021157105211.hdf,2010,66274391,dffe8751a002efeefe4632d9f87632725e97fcbbe1aa335ddc6b200d6e5c151a,MOD09A1,061,h18v04
MOD09A1.A2010105.h18v04.061.2021158213224.hdf,2010,68688164,24681e807a6a4da2ae6fce86bd71cffd7fd867a4ba32a6eaba0cf813491b351b,MOD09A1,061,h18v04
MOD09A1.A2010113.h18v04.061.2021159110105.hdf,2010,68857345,5a0ad2b029b02f81af74e2a45b206fd1ba2adde553a527584675c2322728dc20,MOD09A1,061,h18v04
MOD09A1.A2010121.h18v04.061.2021160010627.hdf,2010,77130207,219c3b2c7ba3cc33ff50e15a47bddafb4f4417617678b85aa6a5784461a0e4c9,MOD09A1,061,h18v04
MOD09A1.A2010129.h18v04.061.2021160153806.hdf,2010,76808218,019127f17287f81f1d9a0c0e1090e56f6f66d48f840070a51569b659a4c5ec73,MOD09A1,061,h18v04
MOD09A1.A2010137.h18v04.061.2021161030055.hdf,2010,70438529,c16bb00aebea1ae2dc301b574dc820643154ad883e8f6fb7f9cd68dfd45eec2f,MOD09A1,061,h18v04
MOD09A1.A2010145.h18v04.061.2021161162730.hdf,2010,71649642,6cfd03b3d6862673fecb383327e0d49f6b62f3b1e9e0cc5ebf998b9d41e3c26b,MOD09A1,061,h18v04
MOD09A1.A2010153.h18v04.061.2021161230324.hdf,2010,69155669,7a13aff31ab5d8fb9b1ba3f7b9841effb59f7efc8bee7a81c0ed5f071a996a7b,MOD09A1,061,h18v04
MOD09A1.A2010161.h18v04.061.2021162161522.hdf,2010,71434946,3ee21817d25c043d8f703af29e78fc76c5a9a0ce98ec854d54ffc958aa494077,MOD09A1,061,h18v04
MOD09A1.A2010169.h18v04.061.2021163095020.hdf,2010,70019459,87679fc93c7f22cdc312eea630e0e5dfc98a4ee3908cbd7beb1275bddd1e73e3,MOD09A1,061,h18v04
MOD09A1.A2010177.h18v04.061.2021165072428.hdf,2010,69890875,17bfb87ec779f6e9a6730dea5e10fe43ffd24ba75038e8e2a5f4e7964632226b,MOD09A1,061,h18v04
