model,term,estimate,hc3_se,p_value,ci95_low,ci95_high,n,df_resid,r_squared,adj_r_squared,condition_number,effect_per_0p01_ff10,ci95_low_per_0p01_ff10,ci95_high_per_0p01_ff10
PRIMARY,delta_ff10,-4.303743831038646,44.72838738406051,0.9252472252803401,-103.96480154815659,95.3573138860793,13,10.0,0.22955002016566628,0.0754600241987996,203.06082138663035,-0.04303743831038646,-1.039648015481566,0.953573138860793
