repeated_wells_n,delta_ff10_mean,delta_ff10_sd,delta_ff10_min,delta_ff10_p25,delta_ff10_median,delta_ff10_p75,delta_ff10_max,pearson_level_2022_2023,spearman_level_2022_2023
13,0.003682963720650624,0.006056670505995617,0.0011064165197761013,0.0015012633494953988,0.0019643960589596004,0.0025658510129968996,0.02373090813254801,0.9963069442636051,0.9230769230769231
