producer_granule_id,start_time,tile,scheme,host,url
MOD09A1.A2021169.h18v04.061.2021178065856,2021-06-18T00:00:00+00:00,h18v04,https,data.lpdaac.earthdatacloud.nasa.gov,https://data.lpdaac.earthdatacloud.nasa.gov/s3credentials
MOD09A1.A2021169.h18v04.061.2021178065856,2021-06-18T00:00:00+00:00,h18v04,s3,lp-prod-protected,s3://lp-prod-protected/MOD09A1.061/MOD09A1.A2021169.h18v04.061.2021178065856/MOD09A1.A2021169.h18v04.061.2021178065856.cmr.xml
MOD09A1.A2021169.h18v04.061.2021178065856,2021-06-18T00:00:00+00:00,h18v04,s3,lp-prod-protected,s3://lp-prod-protected/MOD09A1.061/MOD09A1.A2021169.h18v04.061.2021178065856/MOD09A1.A2021169.h18v04.061.2021178065856.hdf
MOD09A1.A2021169.h18v04.061.2021178065856,2021-06-18T00:00:00+00:00,h18v04,s3,lp-prod-public,s3://lp-prod-public/MOD09A1.061/MOD09A1.A2021169.h18v04.061.2021178065856/BROWSE.MOD09A1.A2021169.h18v04.061.2021178065856.1.jpg
MOD09A1.A2021177.h18v04.061.2021188183538,2021-06-26T00:00:00+00:00,h18v04,https,data.lpdaac.earthdatacloud.nasa.gov,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD09A1.061/MOD09A1.A2021177.h18v04.061.2021188183538/MOD09A1.A2021177.h18v04.061.2021188183538.cmr.xml
MOD09A1.A2021177.h18v04.061.2021188183538,2021-06-26T00:00:00+00:00,h18v04,https,data.lpdaac.earthdatacloud.nasa.gov,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD09A1.061/MOD09A1.A2021177.h18v04.061.2021188183538/MOD09A1.A2021177.h18v04.061.2021188183538.hdf
MOD09A1.A2021177.h18v04.061.2021188183538,2021-06-26T00:00:00+00:00,h18v04,https,data.lpdaac.earthdatacloud.nasa.gov,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-public/MOD09A1.061/MOD09A1.A2021177.h18v04.061.2021188183538/BROWSE.MOD09A1.A2021177.h18v04.061.2021188183538.1.jpg
MOD09A1.A2021177.h18v04.061.2021188183538,2021-06-26T00:00:00+00:00,h18v04,https,data.lpdaac.earthdatacloud.nasa.gov,https://data.lpdaac.earthdatacloud.nasa.gov/s3credentials
MOD09A1.A2021177.h18v04.061.2021188183538,2021-06-26T00:00:00+00:00,h18v04,s3,lp-prod-protected,s3://lp-prod-protected/MOD09A1.061/MOD09A1.A2021177.h18v04.061.2021188183538/MOD09A1.A2021177.h18v04.061.2021188183538.cmr.xml
MOD09A1.A2021177.h18v04.061.2021188183538,2021-06-26T00:00:00+00:00,h18v04,s3,lp-prod-protected,s3://lp-prod-protected/MOD09A1.061/MOD09A1.A2021177.h18v04.061.2021188183538/MOD09A1.A2021177.h18v04.061.2021188183538.hdf
MOD09A1.A2021177.h18v04.061.2021188183538,2021-06-26T00:00:00+00:00,h18v04,s3,lp-prod-public,s3://lp-prod-public/MOD09A1.061/MOD09A1.A2021177.h18v04.061.2021188183538/BROWSE.MOD09A1.A2021177.h18v04.061.2021188183538.1.jpg
