year_a,year_b,wells_total_n,wells_with_both_years_n,pearson,spearman,mean_change_b_minus_a,sd_change_b_minus_a,min_change_b_minus_a,max_change_b_minus_a
2022,2023,37,35,0.9934671553545202,0.973385628239249,0.006320757907562073,0.011373879096213117,-0.001942602779201802,0.055270454090393606
2022,2024,37,35,-0.34650501402632994,-0.5657655133772237,0.12954727146126863,0.04953211542853945,0.07782127831179865,0.2799240271533083
2022,2025,37,35,0.3889555781334452,0.24891441378344306,0.04367778921305313,0.03765318790922234,0.01491643224998251,0.19007786936265766
2023,2024,37,35,-0.40517283844135465,-0.5612830928701498,0.12322651355370652,0.04040181182391141,0.07585688225283903,0.23255179127699677
2023,2025,37,35,0.38951280738600647,0.2494747163468273,0.03735703130549107,0.02775037126353735,0.012974998084657267,0.13480741527226406
2024,2025,37,35,0.13777721312661878,0.0928701498809357,-0.08586948224821547,0.02018102312960111,-0.12612898917634172,-0.055872636159939294
