n_clusters,effective_ff10_clusters_inverse_herfindahl,max_ff10_partial_leverage_share,min_ff10_partial_leverage_share,partial_leverage_share_cv,top_1_information_share,top_2_information_share,top_3_information_share,max_cluster_hat_trace,min_cluster_hat_trace,cluster_hat_trace_cv,stage5_loo_available
12,1.5843785508214225,0.7880095682826245,0.003946342469773914,2.6779804173413626,0.7880095682826245,0.8652596022006451,0.9232973253052678,2.4627826940021063,1.2672508093244481,0.23453392233690162,True
