"persistent_id","dataset_title","file_id","filename","content_type","filesize_bytes","checksum_type","checksum_value","description","directory_label","restricted"
"doi:10.13130/RD_UNIMI/BDYJEY","Agricultural season 2020","214154","README FILE CS6_NILE DELTA_EGYPT__2020.txt","text/plain","5298","MD5","a2e7ba7d3fbe0cc55a093e69f9d8041b",,,"False"
"doi:10.13130/RD_UNIMI/FFENIN","Agricultural season 2021","11797","MEDWATERICE DMP_CS6_EGYPT_DRIP_2021.xlsx","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet","65233","MD5","19d1dfe6bd7d80018930f662161f7a2d","Data collected at pilot field adopting the drip irrigation strategy (DRIP) 2021",,"False"
"doi:10.13130/RD_UNIMI/FFENIN","Agricultural season 2021","11795","MEDWATERICE DMP_CS6_EGYPT_HYBRID-DRAINAGE WATER_2021.xlsx","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet","69799","MD5","82ee623a363048edbcf91d6c8a035b53","Data collected at pilot field adopting the irrigation strategy of hybrid irrigation and drainage water (HYBRID-DRAINAGE WATER)  2021",,"False"
"doi:10.13130/RD_UNIMI/FFENIN","Agricultural season 2021","11794","MEDWATERICE DMP_CS6_EGYPT_HYBRID-FRESHWATER_2021.xlsx","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet","65174","MD5","c4667c3ccecea4d59b14147009434586","Data collected at pilot field adopting the irrigation strategy of hybrid irrigation and freshwater (HYBRID-FRESHWATER)  2021",,"False"
"doi:10.13130/RD_UNIMI/FFENIN","Agricultural season 2021","11796","MEDWATERICE DMP_CS6_EGYPT_SPRINKLER_2021.xlsx","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet","65180","MD5","aee238d05d15ba73e9a8252ea1a8400b","Data collected at pilot field adopting the sprinkler irrigation strategy (SPRINKLER) 2021",,"False"
"doi:10.13130/RD_UNIMI/FFENIN","Agricultural season 2021","11799","MEDWATERICE DMP_CS6_EGYPT_varieties_2021.pdf","application/pdf","90899","MD5","6c5cefa0e9403738f93c1fe4a1fa2540","Cultivated rice varieties in 2021",,"False"
"doi:10.13130/RD_UNIMI/FFENIN","Agricultural season 2021","11793","MEDWATERICE DMP_CS6_EGYPT_WFL-DRAINAGE WATER_2021.xlsx","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet","64268","MD5","59d9af898ca44bf9c39a8ce028b59f8a","Data collected at pilot field adopting the irrigation strategy of continuous flooding and drainage water (WFL-DRAINAGE WATER)  2021",,"False"
"doi:10.13130/RD_UNIMI/FFENIN","Agricultural season 2021","11792","MEDWATERICE DMP_CS6_EGYPT_WFL-FRESHWATER_2021.xlsx","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet","63864","MD5","cb797bfcd0ab118089339daf9351482a","Data collected at pilot field adopting the irrigation strategy of continuous flooding and freshwater (WFL-FRESHWATER)  2021",,"False"
"doi:10.13130/RD_UNIMI/FFENIN","Agricultural season 2021","11798","MEDWATERICE_EXPERIMENTAL LAYOUT_CS6_EGYPT_2021.pdf","application/pdf","234423","MD5","35538cf3411c3c07f60dcfa985bc75b2","Layout of the experimental platform 2021",,"False"
"doi:10.13130/RD_UNIMI/FFENIN","Agricultural season 2021","214155","README FILE CS6_NILE DELTA_EGYPT__2021.txt","text/plain","5298","MD5","c8bf055ff7734101ae120a8bd2c666a4",,,"False"
"doi:10.13130/RD_UNIMI/0ZXBCN","Agricultural season 2019","11781","MEDWATERICE DMP_CS6_EGYPT_varieties_2019.pdf","application/pdf","89670","MD5","0542b33e656f0ad11d17db03721f90f5","Cultivated rice varieties in 2019",,"False"
"doi:10.13130/RD_UNIMI/0ZXBCN","Agricultural season 2019","11779","MEDWATERICE DMP_CS6_EGYPT_WFL-DRAINAGE WATER_2019.xlsx","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet","63344","MD5","d04d94606433293be9bfcbe914af3cfd","Data collected at pilot field adopting the irrigation strategy of continuous flooding and drainage water (WFL-DRAINAGE WATER) 2019",,"False"
"doi:10.13130/RD_UNIMI/0ZXBCN","Agricultural season 2019","11778","MEDWATERICE DMP_CS6_EGYPT_WFL-FRESHWATER_2019.xlsx","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet","68146","MD5","0e1fc7176c149fcdb5c7394a2e319df7","Data collected at pilot field adopting the irrigation strategy of continuous flooding and freshwater (WFL-FRESHWATER) 2019",,"False"
"doi:10.13130/RD_UNIMI/0ZXBCN","Agricultural season 2019","11780","MEDWATERICE_EXPERIMENTAL LAYOUT_CS6_EGYPT_2019.pdf","application/pdf","188633","MD5","33688eb83e2bc0a1510f156ca2ee29d5","Layout of the experimental platform 2019",,"False"
"doi:10.13130/RD_UNIMI/0ZXBCN","Agricultural season 2019","214153","README FILE CS6_NILE DELTA_EGYPT__2019.txt","text/plain","4878","MD5","23c9cd478f2de27c30afcff21acf0b31",,,"False"
"doi:10.13130/RD_UNIMI/XANAWW","Agricultural season 2021","8041","2021_2020_Plots location.pdf","application/pdf","4004726","MD5","0d3f9ae7482a7c2d7bae0bb2ae1e6f7d",,,"False"
"doi:10.13130/RD_UNIMI/XANAWW","Agricultural season 2021","8036","MEDWATERICE DMP_CS2_Mas Pla_Dry sowing_2021.xlsx","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet","194939","MD5","b61161332cff2dad1641d89e58095595",,,"False"
"doi:10.13130/RD_UNIMI/XANAWW","Agricultural season 2021","8034","MEDWATERICE DMP_CS2_Mas Pla_Wet sowing_2021.xlsx","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet","191012","MD5","07558ff1623d5659d72dea1bf5956292",,,"False"
"doi:10.13130/RD_UNIMI/XANAWW","Agricultural season 2021","8037","MEDWATERICE DMP_CS2_SDI_Benzinera_2021.xlsx","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet","189990","MD5","c68c50d85d27f8ac4a570b42893bb1ba",,,"False"
"doi:10.13130/RD_UNIMI/XANAWW","Agricultural season 2021","8035","MEDWATERICE DMP_CS2_SDI_Cobert_2021.xlsx","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet","179733","MD5","ddfc5f784c4942152efb4ed4f5fc53ba",,,"False"
"doi:10.13130/RD_UNIMI/XANAWW","Agricultural season 2021","8044","MEDWATERICE DMP_CS2_varieties_2021.pdf","application/pdf","39701","MD5","8bd31202192044f7e7d0b1af06865170",,,"False"
"doi:10.13130/RD_UNIMI/XANAWW","Agricultural season 2021","214131","README FILE_CS2_Baix Ter_Spain_2021.txt","text/plain","5160","MD5","4612763fecdd7e1e56f5b1451247b9bc",,,"False"
"doi:10.13130/RD_UNIMI/6ZYTLN","Agricultural season 2020","8040","2021_2020_Plots location.pdf","application/pdf","4004726","MD5","0d3f9ae7482a7c2d7bae0bb2ae1e6f7d",,,"False"
"doi:10.13130/RD_UNIMI/6ZYTLN","Agricultural season 2020","8050","MEDWATERICE DMP_CS2_Mas Pla_Dry sowing_2020.xlsx","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet","189686","MD5","9c12d1902727314f993d92f98224dcee",,,"False"
"doi:10.13130/RD_UNIMI/6ZYTLN","Agricultural season 2020","8052","MEDWATERICE DMP_CS2_Mas Pla_Wet sowing_2020.xlsx","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet","181580","MD5","1d1c2900b261624c4d0e5f5561eedbc0",,,"False"
"doi:10.13130/RD_UNIMI/6ZYTLN","Agricultural season 2020","8053","MEDWATERICE DMP_CS2_SDI_Benzinera_2020.xlsx","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet","186800","MD5","5f9ba6f48a601e4a2032476e88d78fe9",,,"False"
"doi:10.13130/RD_UNIMI/6ZYTLN","Agricultural season 2020","8051","MEDWATERICE DMP_CS2_SDI_Cobert_2020.xlsx","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet","194149","MD5","8b91cfeee53e4bf6e53db880e0c4e87e",,,"False"
"doi:10.13130/RD_UNIMI/6ZYTLN","Agricultural season 2020","8043","MEDWATERICE DMP_CS2_varieties_2020.pdf","application/pdf","39773","MD5","3ae1b7b3b280a1ba4157130edd9f4ace",,,"False"
"doi:10.13130/RD_UNIMI/6ZYTLN","Agricultural season 2020","214129","README FILE_CS2_Baix Ter_Spain_2020.txt","text/plain","5179","MD5","0d4448c1d4ffee6585c19c37a9fb200d",,,"False"
"doi:10.13130/RD_UNIMI/CAKM7U","Agricultural season 2020","206724","MEDWATERICE DMP_CS7_Bafra Valley_AWD10_2020.xlsx","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet","74505","MD5","8e9fc89a09a720f9b27af57bcbb3403f",,,"False"
"doi:10.13130/RD_UNIMI/CAKM7U","Agricultural season 2020","206725","MEDWATERICE DMP_CS7_Bafra Valley_AWD15_2020.xlsx","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet","84939","MD5","ea90d894f9c7ed2255b7e14e0a95b20e",,,"False"
"doi:10.13130/RD_UNIMI/CAKM7U","Agricultural season 2020","206723","MEDWATERICE DMP_CS7_Bafra Valley_AWD5_2020.xlsx","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet","73211","MD5","8af2c3913acf05ec236d7331306b7a65",,,"False"
"doi:10.13130/RD_UNIMI/CAKM7U","Agricultural season 2020","206729","MEDWATERICE DMP_CS7__Bafra Valley CF_2020.xlsx","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet","106036","MD5","c0626247709258309c706a6523e584ea",,,"False"
"doi:10.13130/RD_UNIMI/CAKM7U","Agricultural season 2020","206726","MEDWATERICE DMP_CS7_Bafra Valley_DI 1,75 x Epan_2020.xlsx","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet","992144","MD5","31bdb34218b6aa12bf039f929215a6e7",,,"False"
"doi:10.13130/RD_UNIMI/CAKM7U","Agricultural season 2020","206730","MEDWATERICE DMP_CS7_Bafra Valley_DI 2 X Epan_2020.xlsx","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet","71549","MD5","d8391644050e4a8c59d7085126430b3e",,,"False"
"doi:10.13130/RD_UNIMI/CAKM7U","Agricultural season 2020","206727","MEDWATERICE_EXPERIMENTAL LAYOUT_CS7_TURKEY_2020 .pdf","application/pdf","142366","MD5","1f3422197336ae2fd85525f6c1a41223",,,"False"
"doi:10.13130/RD_UNIMI/CAKM7U","Agricultural season 2020","214158","README FILE CS7_BAFRA VALLEY_TURKEY_2020.txt","text/plain","5370","MD5","9c2db2ea30f1f6cd79f03bdd8231a21a",,,"False"
"doi:10.13130/RD_UNIMI/CAKM7U","Agricultural season 2020","206728","Variety Characteristics-CS7-2020.pdf","application/pdf","101171","MD5","8c70f4d2665df72b5d9e5a0bb330f2df",,,"False"
"doi:10.13130/RD_UNIMI/LLAQ5P","Agricultural season 2021","206767","MEDWATERICE DMP_CS7__Bafra Valley AWD15_2021.xlsx","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet","94188","MD5","a8a1126d27fb545bf37c1905dd41e9e3",,,"False"
"doi:10.13130/RD_UNIMI/LLAQ5P","Agricultural season 2021","206765","MEDWATERICE DMP_CS7__Bafra Valley CF_2021.xlsx","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet","92521","MD5","4e774c1e40a5622d3cfe4b2a0efb2882",,,"False"
"doi:10.13130/RD_UNIMI/LLAQ5P","Agricultural season 2021","206768","MEDWATERICE_EXPERIMENTAL LAYOUT_CS7_TURKEY_2021 .pdf","application/pdf","47882","MD5","208ba7d8fafe8abcc223926a9f96cf0d",,,"False"
"doi:10.13130/RD_UNIMI/LLAQ5P","Agricultural season 2021","214159","README FILE CS7_BAFRA VALLEY_TURKEY_2021.txt","text/plain","4608","MD5","b2ed43a62cb554697fa98d2de6d48f31",,,"False"
"doi:10.13130/RD_UNIMI/LLAQ5P","Agricultural season 2021","206766","Variety Characteristics-CS7-2021.pdf","application/pdf","96821","MD5","3961689cc4f060357824c7ed97dbc7cb",,,"False"
"doi:10.13130/RD_UNIMI/XJZECJ","Agricultural season 2019","206737","MEDWATERICE DMP_CS7_Bafra Valley_AWD10_2019-1.xlsx","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet","66880","MD5","301272c9bf301b50eaa230111ff8bf93",,,"False"
"doi:10.13130/RD_UNIMI/XJZECJ","Agricultural season 2019","206743","MEDWATERICE DMP_CS7_Bafra Valley_AWD15_2019-1.xlsx","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet","66409","MD5","fa008408bcc7485783679b8ed5c875d0",,,"False"
"doi:10.13130/RD_UNIMI/XJZECJ","Agricultural season 2019","206741","MEDWATERICE DMP_CS7_Bafra Valley_AWD5_2019-1.xlsx","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet","65807","MD5","83ff0f9ea8f6d9c5c00e1b410125e48b",,,"False"
"doi:10.13130/RD_UNIMI/XJZECJ","Agricultural season 2019","206739","MEDWATERICE DMP_CS7__Bafra Valley CF_2019-1.xlsx","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet","72423","MD5","4a120b96c36e4a38a3703242f4ad5bb1",,,"False"
"doi:10.13130/RD_UNIMI/XJZECJ","Agricultural season 2019","206738","MEDWATERICE DMP_CS7_Bafra Valley_DI 1,75 x Epan_2019 (1)-1.xlsx","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet","272032","MD5","b45b11279af1076092f9bd9d036855ec",,,"False"
"doi:10.13130/RD_UNIMI/XJZECJ","Agricultural season 2019","206740","MEDWATERICE DMP_CS7_Bafra Valley_DI 2 X Epan_2019-1.xlsx","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet","67161","MD5","b59ea8d481c284fe5862df079153f254",,,"False"
"doi:10.13130/RD_UNIMI/XJZECJ","Agricultural season 2019","206744","MEDWATERICE_EXPERIMENTAL LAYOUT_CS7_TURKEY_2019 .pdf","application/pdf","142504","MD5","e13e2b7dde703b145046b3855aed7690",,,"False"
"doi:10.13130/RD_UNIMI/XJZECJ","Agricultural season 2019","214157","README FILE CS7_BAFRA VALLEY_TURKEY_2019.txt","text/plain","5274","MD5","43114ffa02b5a1bfb7bbf38e7659f642",,,"False"
"doi:10.13130/RD_UNIMI/XJZECJ","Agricultural season 2019","206742","Variety Characteristics-CS7-2019.pdf","application/pdf","101171","MD5","8c70f4d2665df72b5d9e5a0bb330f2df",,,"False"
