"record_id","doi","concept_doi","dataset_title","version","filename","size_bytes","checksum_type","checksum_value","download_url"
"4313730","10.5281/zenodo.4313730","10.5281/zenodo.4313204","RiceFloodIT: Water Management in the Italian Rice Paddies Estimated from MODIS data","2021.01","ffavg_2021.csv","4010685","md5","05897144108f9cd0f06756f6eb794611","https://zenodo.org/api/records/4313730/files/ffavg_2021.csv/content"
"4313730","10.5281/zenodo.4313730","10.5281/zenodo.4313204","RiceFloodIT: Water Management in the Italian Rice Paddies Estimated from MODIS data","2021.01","ws_2021.csv","5208","md5","d6793d6c9ae2190e4e58c030f6ba161a","https://zenodo.org/api/records/4313730/files/ws_2021.csv/content"
