family,variable,period,dataset_id,endpoint,sensor_ids_used,local_recovery_file,sha256,status
ARPA_meteo,precipitation,through_2010,e7r2-7m84,https://www.dati.lombardia.it/resource/e7r2-7m84.csv,"2195;6694;6723;8155;8176;8195;9863;2368 requested",a010663a-150f-4560-820d-2f0a663a130a.csv,7c50ef53f03a512aa29f4f0251abd9e75006b9bfa9b8065062e843915eb9e55b,verified_recovery_copy
ARPA_meteo,precipitation,2011_2020,2kar-pnuk,https://www.dati.lombardia.it/resource/2kar-pnuk.csv,"2195;2368;6723;8155;8176;9863;17437;17572",198768f4-08cf-4616-b902-44291c84719b.csv,9600fc2c246151e2c8a55f1486826f848260ffc1fce7c920e00f9034cf65f1a9,verified_recovery_copy
ARPA_meteo,precipitation,2021_onward,pstb-pga6,https://www.dati.lombardia.it/resource/pstb-pga6.csv,"2195;2368;8155;9863;12724;17437;17572",2354a6c0-98b3-4b8d-b22f-642d2594f52c.csv,80f785a32179db67488a95162d8ed487b7a7f56312cef427875fa7e86502179d,verified_recovery_copy
ARPA_meteo,temperature,through_2010,6eu4-4tja,https://www.dati.lombardia.it/resource/6eu4-4tja.csv,"2187;2361;6698;6727;8157;8178;8196;9868",80842682-0069-4a60-80ff-7b297c4b3bfc.csv,858e928a89e7f70d84c4cdddbcfdb48fc9d6a3abf016e5ec0cb57993a88f52f5,verified_recovery_copy
ARPA_meteo,temperature,2011_2020,d4kj-kbpj,https://www.dati.lombardia.it/resource/d4kj-kbpj.csv,"2187;6698;6727;8157;8178;8196;9868;17432;17573",666b0217-fa56-42c1-baeb-f78ccb95ea33.csv,013656658d0d24af8013a2f9c82813e958e71487557a01226c54ee20ee096ad1,verified_recovery_copy
ARPA_meteo,temperature,2021_onward,w9wd-u6jh,https://www.dati.lombardia.it/resource/w9wd-u6jh.csv,"2187;6698;8157;8196;9868;12716;17432;17573",881348f3-0246-4881-b67c-f5e3744323be.csv,e6bcadc51fa9c9f9ab72158f1f0203a6b0656a23782be1a4f699ef8d08811c51,verified_recovery_copy
ARPA_meteo,station_master,all,TO_VERIFY,ARPA Lombardia Station Master Data Weather,selected Lomellina/Pavia stations,f54a3909-e823-449d-b276-5465d1e75ff2.csv,4b786313be44aadf9d11aa94c4ac205af7314b4ff0ad61b451b3ce851d411c0e,source_dataset_identifier_must_be_recovered
ARPA_groundwater,groundwater_depth,Pavia_2008_2023,TO_VERIFY,ARPA Lombardia open groundwater workbook,68 stations / 37 ISS superficial,8c52fa50-368e-4ca0-97d6-77d30b15e129.xlsx,75325a95e17c3ae689115521379e8ea8843bcb713b6e7b689922d4633809458e,source_download_url_must_be_recorded
